Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.2799562385289392,0.42959050784338626,4.818144075446804e-09,1.3522957587316655e-16,0.0016414913408482337,0.0002564885942369217,9.723859231682607e-15,0.059463375253770344,4.789462938581047e-43,0.00046975731800813486,0.019834326728068282,0.8829959121223956,0.4513808323961254,0.05343881053771099,0.003838265880326098,3.1752753559874357e-12
boeck2019/multi_task,0.2799562385289392,1.0,0.6875000000000002,1.2796062450772916e-06,4.263496347096338e-14,0.0924609810729238,0.0070842526738804975,3.1610028077482885e-10,0.5114817794495523,9.426522157279498e-38,0.02129411414138717,0.2203284941766112,0.21160856876151615,0.8936946693232326,0.42704285650325496,0.086948899729911,4.818144075446804e-09
boeck2019/multi_task_hjdb,0.42959050784338626,0.6875000000000002,1.0,1.2239351211219087e-06,1.472751574225735e-14,0.04794032407166698,0.002942760530124973,1.393388252473869e-10,0.3581433018061377,9.463983111462021e-39,0.00794272650948358,0.1336742353641054,0.33174976336949064,0.8936946693232326,0.28060971769835447,0.04404654610215076,1.8621521769948973e-09
davies2009/mirex_qm_tempotracker,4.818144075446804e-09,1.2796062450772916e-06,1.2239351211219087e-06,1.0,0.018372436849657024,0.0006648213076176564,0.014214038869082056,0.026500280602491884,6.5442273311708145e-06,2.0109928929151214e-20,0.0034147911781178208,0.00021559946695477657,1.1800002004290738e-09,2.2605981543610274e-07,3.35675508415407e-05,0.0007570230615259813,0.5228166539190886
echonest/version_3_2_1,1.3522957587316655e-16,4.263496347096338e-14,1.472751574225735e-14,0.018372436849657024,1.0,9.593063014050704e-10,1.6099271769508815e-07,0.7841912294016191,3.0984729664322615e-12,2.0123255964773305e-11,1.709865174269227e-09,1.363405146338155e-11,9.546633607448151e-17,1.7572571105612006e-15,5.5604329640038365e-11,6.375481651166932e-10,0.06218005628481521
gkiokas2012/default,0.0016414913408482337,0.0924609810729238,0.04794032407166698,0.0006648213076176564,9.593063014050704e-10,1.0,0.30189844442852465,4.864839440501458e-08,0.3408909412200971,7.0395477509038e-33,0.7945723486232792,0.7076604666545525,0.0031560602510210603,0.03648340000835979,0.42704285650325496,0.8936946693232326,2.8573787088088105e-05
klapuri2006/percival2014,0.0002564885942369217,0.0070842526738804975,0.002942760530124973,0.014214038869082056,1.6099271769508815e-07,0.30189844442852465,1.0,1.7865780821008322e-06,0.022241389472860106,2.5071378702975438e-26,0.44235573329514033,0.11491486452557433,5.849547318695846e-05,0.0010657657791434355,0.04295654552438922,0.2370471147627196,0.0007186137244377028
oliveira2010/ibt,9.723859231682607e-15,3.1610028077482885e-10,1.393388252473869e-10,0.026500280602491884,0.7841912294016191,4.864839440501458e-08,1.7865780821008322e-06,1.0,2.3037546341100922e-11,1.1801382899024777e-12,3.279692393189843e-07,9.931063320088121e-09,8.564981783013105e-16,2.2601502838438806e-13,3.5862160099959115e-10,8.577708625136334e-09,0.12191669468434195
percival2014/stem,0.059463375253770344,0.5114817794495523,0.3581433018061377,6.5442273311708145e-06,3.0984729664322615e-12,0.3408909412200971,0.022241389472860106,2.3037546341100922e-11,1.0,3.814512488816749e-37,0.16077960181198836,0.6834892282353376,0.03648340000835979,0.2799562385289392,1.0,0.3019956131896606,1.4114668409813958e-08
scheirer1998/percival2014,4.789462938581047e-43,9.426522157279498e-38,9.463983111462021e-39,2.0109928929151214e-20,2.0123255964773305e-11,7.0395477509038e-33,2.5071378702975438e-26,1.1801382899024777e-12,3.814512488816749e-37,1.0,2.3212860441838848e-31,9.997858267599266e-35,1.638769915030346e-45,5.1261876016104534e-42,6.095578646745771e-36,2.7563003668073477e-33,7.392917801561915e-17
schreiber2014/default,0.00046975731800813486,0.02129411414138717,0.00794272650948358,0.0034147911781178208,1.709865174269227e-09,0.7945723486232792,0.44235573329514033,3.279692393189843e-07,0.16077960181198836,2.3212860441838848e-31,1.0,0.26493089646101,2.5320803615613834e-05,0.00794272650948358,0.22880554123435634,0.775449654681566,1.6935831215860088e-05
schreiber2017/ismir2017,0.019834326728068282,0.2203284941766112,0.1336742353641054,0.00021559946695477657,1.363405146338155e-11,0.7076604666545525,0.11491486452557433,9.931063320088121e-09,0.6834892282353376,9.997858267599266e-35,0.26493089646101,1.0,1.9073486328125e-06,0.0961417544206142,0.7797679305530749,0.6718110337653654,3.3155201688475004e-07
