Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci
69.97084548104957,0.005999129471588649,0.0035645431639693974,0.008433715779207901,0.3187998413113168,0.0732222612209518,0.5643774214016818,0.002699395687376094,6.596333903981406e-05,0.0053328280357123736,0.5236821089135171,0.2715285349921354,0.7758356828348987,0.2313189648219438,0.03196222989638328,0.4306756997475043,0.2313189648219438,0.03196222989638328,0.4306756997475043
71.28427128427128,-0.0029250123984450593,-0.005131684628627541,-0.000718340168262578,0.3301613788864489,0.08090422768332056,0.5794185300895773,-0.005122873352259305,-0.007509776628167616,-0.0027359700763509944,0.47993915444802937,0.22635573555674454,0.7335225733393143,0.19759443008472546,-0.002892763633136425,0.3980816238025874,0.19759443008472546,-0.002892763633136425,0.3980816238025874
72.597697087493,-0.005729184947099453,-0.00811686879517546,-0.0033415010990234463,0.3392958785506467,0.08620957604303398,0.5923821810582595,-0.006610156685342261,-0.009192855792556152,-0.00402745757812837,0.4179642504837191,0.16787687613310642,0.6680516248343318,0.1620200100850101,-0.03570315370480473,0.3597431738748249,0.1620200100850101,-0.03570315370480473,0.3597431738748249
73.91112289071472,-0.004419036595805503,-0.007224979200625713,-0.0016130939909852933,0.34621977738463694,0.0895658356160069,0.6028737191532669,-0.003946443889619955,-0.006981563244388018,-0.0009113245348518922,0.3451402689290145,0.09682998381184835,0.5934505540461806,0.1272718890223402,-0.0690462789875547,0.3235900570322351,0.1272718890223402,-0.0690462789875547,0.3235900570322351
75.22454869393643,-0.0010002157659941835,-0.004156663467979582,0.0021562319359912153,0.3509495124691465,0.09133139949291685,0.6105676254453762,0.0006842754571602105,-0.0027299766719288327,0.004098527586249253,0.2688500816923449,0.015482141496528212,0.5222180218881616,0.09602625109625862,-0.10429058164473315,0.2963430838372504,0.09602625109625862,-0.10429058164473315,0.2963430838372504
76.53797449715815,0.002521629120903812,-0.0007128518154446541,0.0057561100572522785,0.3535015208849024,0.09179658028980331,0.6152064614800015,0.005098011777251332,0.0015993530107907181,0.008596670543711946,0.19647656068213704,-0.07033922117026453,0.4632923425345386,0.07095928050630729,-0.13998963554312321,0.2819081965557378,0.07095928050630729,-0.13998963554312321,0.2819081965557378
77.85140030037986,0.004143483333756193,0.0011277283931960423,0.007159238274316343,0.35389245456083634,0.09118070363123149,0.6166042054904413,0.007113769251932689,0.0038517010351389208,0.010375837468726458,0.13539368247114628,-0.15093506049477054,0.42172242543706306,0.05474269794316716,-0.17163348394201433,0.28111887982834866,0.05474269794316716,-0.17163348394201433,0.28111887982834866
79.16482610360158,0.0026321500614069904,-0.0003211226032522976,0.005585422726066278,0.3522017647604662,0.08964044840373137,0.6147630811172011,0.00542561673809655,0.0022311340679889062,0.008620099408204195,0.09037534996041635,-0.21782532973658675,0.39857602965741945,0.04874355698877142,-0.1949249353935331,0.2924120493710759,0.04874355698877142,-0.1949249353935331,0.2924120493710759
80.4782519068233,-0.0014102755452700677,-0.005218773710952461,0.0023982226204123254,0.348658620116828,0.08728906003241377,0.6100281802012423,0.0008138296146370516,-0.003305729522247701,0.004933388751521804,0.059996734913984495,-0.27033952332626116,0.39033299315423015,0.05121850680905016,-0.20995073559413246,0.3123877492122328,0.05121850680905016,-0.20995073559413246,0.3123877492122328
81.79167771004502,-0.007114037365758996,-0.01254945058589163,-0.0016786241456263609,0.34351402420645794,0.08417667368187465,0.6028513747310412,-0.005637062118431402,-0.0115164154014412,0.00024229116457839643,0.04192897942594703,-0.3092237880276862,0.39308174687958025,0.05997057181747506,-0.2176565428450264,0.3375976864799765,0.05997057181747506,-0.2176565428450264,0.3375976864799765
83.10510351326673,-0.013609379279543976,-0.020882007842883105,-0.0063367507162048475,0.33701898060589236,0.08030257635844373,0.593735384853341,-0.012842528461094238,-0.020709152559075024,-0.004975904363113454,0.03384322559040015,-0.3352212832053506,0.4029077343861509,0.07280277642751748,-0.21898565356065564,0.3645912064156906,0.07280277642751748,-0.21898565356065564,0.3645912064156906
