Estimator,Size,Min,Max,Avg,Stdev,Sweet Oct. Start,Sweet Oct. Coverage
boeck2015/tempodetector2016_default,15,69.77,130.43,101.27733333333333,20.829916146414675,66.0,1.0
davies2009/mirex_qm_tempotracker,15,70.7941,151.999,112.50224666666666,22.58394354175002,76.0,0.9333333333333333
percival2014/stem,15,70.0742,130.012,101.27966666666667,20.664654378557557,66.0,1.0
schreiber2014/default,15,74.83524,139.97108,107.55298666666667,18.93339931641558,70.0,1.0
schreiber2017/ismir2017,15,46.68331,129.99567,99.775064,23.84716639028316,65.0,0.9333333333333333
schreiber2017/mirex2017,15,46.68331,129.99567,99.775064,23.84716639028316,65.0,0.9333333333333333
