Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,3.974011606496123e-20,6.003873561254997e-17,0.7998417507629243,8.993195607261894e-09,1.6121242982420655e-15,0.0002299246209952494,1.6029484943867935e-25,0.0021466026954679164,0.012305481879461453,0.0010876802088699085,0.08377762603321876,0.005626438260731104,0.019065040861532944,0.0002624284371926234
davies2009/mirex_qm_tempotracker,3.974011606496123e-20,1.0,0.010559757097556337,1.2942195522470681e-18,0.032356976379162024,0.4180305837035754,1.2431872191746815e-10,6.41942333787122e-09,3.619486924088742e-08,5.341485444356105e-09,1.7594953153005355e-07,7.405388154631537e-24,1.0579331820183218e-23,1.2629895790342667e-24,9.473778284739295e-09
echonest/version_3_2_1,6.003873561254997e-17,0.010559757097556337,1.0,2.745639725081929e-16,3.89737011391536e-05,0.0012998134040844236,1.281274453042226e-11,0.0005830115341832616,3.295226248580558e-11,2.5317116165777967e-11,3.7964372317681953e-10,1.0678854136932952e-17,2.4413564583079776e-19,1.3033855210136062e-18,2.1079249629168828e-11
gkiokas2012/default,0.7998417507629243,1.2942195522470681e-18,2.745639725081929e-16,1.0,3.68107985217679e-08,1.737669842241875e-15,0.0023330251341273575,8.023957837311143e-25,0.012631033368766368,0.032655454209490245,0.007094560064567673,0.2084790784847067,0.07568229147890365,0.09057545207970105,0.001028376958054308
klapuri2006/percival2014,8.993195607261894e-09,0.032356976379162024,3.89737011391536e-05,3.68107985217679e-08,1.0,0.13457583416038682,0.001538177346466656,6.47557662653703e-11,0.0015815581723615036,0.0005291130469489794,0.004247877101146806,1.8339485198292217e-10,9.409166114323633e-11,9.649650403196948e-11,0.0015708770319408625
oliveira2010/ibt,1.6121242982420655e-15,0.4180305837035754,0.0012998134040844236,1.737669842241875e-15,0.13457583416038682,1.0,1.0130028392016039e-07,1.4771899861701311e-09,1.3419038701987163e-06,1.8770062436109958e-07,6.2819019249903235e-06,3.573315621082741e-18,1.2406457684675261e-18,1.1080796889243068e-18,6.986155733838103e-06
percival2014/stem,0.0002299246209952494,1.2431872191746815e-10,1.281274453042226e-11,0.0023330251341273575,0.001538177346466656,1.0130028392016039e-07,1.0,1.11359591851437e-18,0.8555277304227263,0.6009309219849257,0.9085900093421337,1.6446872588367991e-06,1.0854419270179238e-06,6.556487562386552e-07,0.6789793964168749
scheirer1998/percival2014,1.6029484943867935e-25,6.41942333787122e-09,0.0005830115341832616,8.023957837311143e-25,6.47557662653703e-11,1.4771899861701311e-09,1.11359591851437e-18,1.0,1.6609304410843457e-17,3.957056045405253e-18,1.2791624897527927e-16,4.9313272228910403e-26,1.9423643403241e-27,4.822458063946134e-27,5.155668163365187e-18
schreiber2014/default,0.0021466026954679164,3.619486924088742e-08,3.295226248580558e-11,0.012631033368766368,0.0015815581723615036,1.3419038701987163e-06,0.8555277304227263,1.6609304410843457e-17,1.0,0.7123207493081309,0.7330769919734024,4.029036940669567e-05,1.2675767929463659e-05,4.305298361423179e-05,0.5759048976144137
schreiber2017/ismir2017,0.012305481879461453,5.341485444356105e-09,2.5317116165777967e-11,0.032655454209490245,0.0005291130469489794,1.8770062436109958e-07,0.6009309219849257,3.957056045405253e-18,0.7123207493081309,1.0,0.08326426959735858,0.001245447690872832,0.00026876310902200257,0.0005727497920986082,0.3939615361095158
schreiber2017/mirex2017,0.0010876802088699085,1.7594953153005355e-07,3.7964372317681953e-10,0.007094560064567673,0.004247877101146806,6.2819019249903235e-06,0.9085900093421337,1.2791624897527927e-16,0.7330769919734024,0.08326426959735858,1.0,6.43487442961397e-05,8.175873185591472e-06,2.573310440796594e-05,0.7904128609144783
schreiber2018/cnn,0.08377762603321876,7.405388154631537e-24,1.0678854136932952e-17,0.2084790784847067,1.8339485198292217e-10,3.573315621082741e-18,1.6446872588367991e-06,4.9313272228910403e-26,4.029036940669567e-05,0.001245447690872832,6.43487442961397e-05,1.0,0.5199513019732319,0.48087930825784375,2.0887235621695513e-05
schreiber2018/fcn,0.005626438260731104,1.0579331820183218e-23,2.4413564583079776e-19,0.07568229147890365,9.409166114323633e-11,1.2406457684675261e-18,1.0854419270179238e-06,1.9423643403241e-27,1.2675767929463659e-05,0.00026876310902200257,8.175873185591472e-06,0.5199513019732319,1.0,0.9651746921945263,2.0684924916185455e-06
schreiber2018/ismir2018,0.019065040861532944,1.2629895790342667e-24,1.3033855210136062e-18,0.09057545207970105,9.649650403196948e-11,1.1080796889243068e-18,6.556487562386552e-07,4.822458063946134e-27,4.305298361423179e-05,0.0005727497920986082,2.573310440796594e-05,0.48087930825784375,0.9651746921945263,1.0,6.175416424159526e-06
zplane/auftakt_v3,0.0002624284371926234,9.473778284739295e-09,2.1079249629168828e-11,0.001028376958054308,0.0015708770319408625,6.986155733838103e-06,0.6789793964168749,5.155668163365187e-18,0.5759048976144137,0.3939615361095158,0.7904128609144783,2.0887235621695513e-05,2.0684924916185455e-06,6.175416424159526e-06,1.0
