Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,boeck2019/multi_task,boeck2019/multi_task_lowerci,boeck2019/multi_task_upperci,boeck2019/multi_task_hjdb,boeck2019/multi_task_hjdb_lowerci,boeck2019/multi_task_hjdb_upperci,boeck2020/dar,boeck2020/dar_lowerci,boeck2020/dar_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,echonest/version_3_2_1,echonest/version_3_2_1_lowerci,echonest/version_3_2_1_upperci,gkiokas2012/default,gkiokas2012/default_lowerci,gkiokas2012/default_upperci,klapuri2006/percival2014,klapuri2006/percival2014_lowerci,klapuri2006/percival2014_upperci,oliveira2010/ibt,oliveira2010/ibt_lowerci,oliveira2010/ibt_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,scheirer1998/percival2014,scheirer1998/percival2014_lowerci,scheirer1998/percival2014_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci,schreiber2018/ismir2018,schreiber2018/ismir2018_lowerci,schreiber2018/ismir2018_upperci,sun2021/default,sun2021/default_lowerci,sun2021/default_upperci,zplane/auftakt_v3,zplane/auftakt_v3_lowerci,zplane/auftakt_v3_upperci
60.0,-0.36875665647008676,-0.44615871543065894,-0.2913545975095146,-0.364729125771752,-0.435626935765819,-0.29383131577768495,-0.3565612013700345,-0.4308865951838281,-0.2822358075562409,-0.37687060416828105,-0.44984886826488657,-0.30389234007167554,-0.10832464159375498,-0.26801240030700646,0.051363117119496496,0.06290912491015413,-0.16210037287288476,0.287918622693193,-0.3708155037190858,-0.4809435339362181,-0.2606874735019535,-0.24572445290055359,-0.4138760069141701,-0.07757289888693708,-0.30363473763095394,-0.44518317188647666,-0.16208630337543123,-0.3107058680475413,-0.4374670939076143,-0.18394464218746834,0.07148095926170273,-0.3031741904502718,0.4461361089736772,-0.34729545023519537,-0.48469863636662824,-0.20989226410376252,-0.3455992593370073,-0.4609716053228604,-0.2302269133511542,-0.3450406062690822,-0.4499959160632193,-0.24008529647494503,-0.3700609731861978,-0.4611043472580729,-0.27901759911432267,-0.40161924371181545,-0.4915943724020487,-0.31164411502158224,-0.3711339386078823,-0.46277272800780594,-0.27949514920795865,-0.4011607762325823,-0.48328072560767754,-0.319040826857487,0.414214626196732,0.27520420472038715,0.5532250476730769
61.656565656565654,-0.23483882988052673,-0.30933912872869784,-0.16033853103235562,-0.2224197202356649,-0.29064938375728955,-0.15419005671404024,-0.21846464572186125,-0.2899929004232653,-0.1469363910204572,-0.23951293496428794,-0.3097447574157901,-0.16928111251278574,-0.08894404735896158,-0.22002926462564776,0.042141169907724596,0.07158919120955079,-0.11739806665025054,0.2605764490693521,-0.2925441185375725,-0.3829465193508228,-0.2021417177243222,-0.21473788848349085,-0.3559652569831413,-0.0735105199838404,-0.2552156729536742,-0.37796504279478566,-0.13246630311256274,-0.25009332013261243,-0.3565577204233066,-0.14362891984191828,0.06482695106693306,-0.27061499648471243,0.4002688986185785,-0.2900686516868203,-0.4054710368425266,-0.17466626653111395,-0.284360071399124,-0.38125916291684986,-0.18746097988139815,-0.2813888106298498,-0.36953882684136385,-0.1932387944183357,-0.2864961115360257,-0.3612322125814064,-0.21176001049064502,-0.23949483737123128,-0.3260968485624266,-0.15289282618003597,-0.2851469497723804,-0.36037181807374913,-0.2099220814710117,-0.24170421093256098,-0.3207455291093514,-0.16266289275577056,0.32992898744707366,0.2131767151633354,0.44668125973081196
63.313131313131315,-0.14042105181347173,-0.22028374932324551,-0.06055835430369795,-0.12522158389823468,-0.19835302818540584,-0.05209013961106353,-0.1239885948792005,-0.2006556089558041,-0.04732158080259692,-0.142433525751457,-0.21771096881213808,-0.06715608269077593,-0.0733864311464927,-0.1843330098153911,0.03756014752240572,0.0774142811268747,-0.08302878363017482,0.23785734588392424,-0.22289374480435276,-0.29940761328487997,-0.14637987632382551,-0.18519517090544363,-0.30508943195262117,-0.06530090985826612,-0.20902759947608382,-0.31517644332894845,-0.10287875562321919,-0.1936636841836371,-0.2840460989824746,-0.10328126938479959,0.05817294287216339,-0.23845902111197387,0.3548049068563007,-0.2360787354738721,-0.3340490073716978,-0.1381084635760464,-0.2269814921346168,-0.3092434863718692,-0.14471949789736438,-0.22185877720115338,-0.2966932881550437,-0.14702426624726306,-0.21213737830511026,-0.2753917626432695,-0.14888299396695104,-0.1309528390611567,-0.22378830858854185,-0.03811736953377157,-0.2083931404132123,-0.27206120263166933,-0.1447250781947553,-0.13698432982920547,-0.22171490114129305,-0.05225375851711789,0.2514979396149307,0.1523816878590091,0.35061419137085237
64.96969696969697,-0.07783239291734839,-0.15379814092689081,-0.00186664490780597,-0.06382152909731593,-0.13339137468623496,0.005748316491603109,-0.06418251127179922,-0.1371157396944251,0.008750717150826634,-0.07785767611742608,-0.14946900748257072,-0.006246344752281446,-0.06008002160100377,-0.15940711532016938,0.039247072118161835,0.07879965328301528,-0.06141019803096401,0.21900950459699456,-0.16184413851510132,-0.23034467522891813,-0.09334360180128451,-0.15653809924239742,-0.26131434664720954,-0.05176185183758533,-0.16575169514525007,-0.25787768012359225,-0.07362571016690786,-0.1423446851248076,-0.22133036943776235,-0.06335900081185288,0.05151893467739373,-0.2068880057194138,0.3099258750742012,-0.18544645840934718,-0.27106321234758707,-0.0998297044711073,-0.1739746164777053,-0.2458638210562633,-0.10208541189914727,-0.16717616755172748,-0.23257445405551275,-0.10177788104794223,-0.14730417864308615,-0.20393390293638455,-0.09067445434978774,-0.06448471026433057,-0.1527902158929354,0.02382079536427424,-0.14154035375916513,-0.1985404312628001,-0.08454027625553015,-0.07481393589991327,-0.15541002681220534,0.00578215501237879,0.18100717832184732,0.09438894634717716,0.2676254102965175
66.62626262626263,-0.03940192384058186,-0.10412388769921853,0.02532004001805481,-0.028906368170761698,-0.08820337498942496,0.03039063864790157,-0.03009585732940319,-0.09225960236109271,0.03206788770228632,-0.038010685649831566,-0.09904772789574516,0.02302635659608203,-0.04745304736715,-0.14160291814284703,0.04669682340854703,0.07416056629886203,-0.053156280378067716,0.20147741297579178,-0.10937505566549166,-0.17430514108514908,-0.04444497024583424,-0.12820847257033724,-0.223356017744741,-0.03306092739593347,-0.12606913790823945,-0.20683657234120922,-0.04530170347526967,-0.09706404788031521,-0.16879112488911538,-0.02533697087151504,0.04486492648262405,-0.1762055929036088,0.26593544586885687,-0.13829257730624117,-0.2160413435084783,-0.060543811104004044,-0.12585053936260815,-0.19113328721444767,-0.06056779151076862,-0.11806664325030562,-0.17745497384594522,-0.058678312654666026,-0.09231591769958665,-0.14599393267656793,-0.03863790272260536,-0.02858191246348997,-0.10381721118121304,0.0466533862542331,-0.0852564330390249,-0.13928549731775197,-0.031227368760297816,-0.04300583212208023,-0.11167279611376649,0.02566113186960603,0.1205423991893662,0.0418841885369545,0.1992006098417779
68.28282828282829,-0.017458715231598212,-0.07015058550821592,0.03523315504501949,-0.011162913456426032,-0.05947331669836827,0.037147489785516206,-0.012778095481758941,-0.06342408506255146,0.03786789409903357,-0.015117853936310724,-0.06484589725244418,0.03461018937982273,-0.0339337370895867,-0.1253083596471172,0.05744088546794381,0.0619122787953044,-0.05678979023747913,0.18061434782808794,-0.065466252251198,-0.12848239873093265,-0.0024501057714633456,-0.09964808996524843,-0.1883651497697853,-0.01093103016071155,-0.09066110571211894,-0.16238992094586258,-0.018932290478375302,-0.05874949737435176,-0.1256289462232981,0.008129951474594575,0.038208091391744074,-0.14696979500977853,0.2233859777932667,-0.09473784897755014,-0.16723201504614993,-0.022243682908950332,-0.08312035572354483,-0.14399101123819924,-0.02224970020889043,-0.07525586586562186,-0.1306304745062066,-0.019881257225037106,-0.04749200062424601,-0.09958775304268924,0.004603751794197225,-0.011735907141373028,-0.0729869626395575,0.04951514835681146,-0.04020922148157832,-0.09264567534954904,0.012227232386392402,-0.029372821473103106,-0.0852764211667377,0.026530778220531494,0.07218929783903097,-0.0011528484641313702,0.14553144414219332
69.93939393939394,-0.004338878061278875,-0.04924504946342525,0.0405672933408675,-0.0012870829952170704,-0.042472831837524996,0.039898665847090856,-0.0032873149652010852,-0.04646420579549185,0.03988957586508968,-0.0014115892408415875,-0.0438059094078811,0.040982730926197926,-0.017953904799678018,-0.10462945036162452,0.06872164076226847,0.040475633966560745,-0.06980964887292175,0.15076091680604325,-0.030096816625298298,-0.08987226326972764,0.02967863001913104,-0.07030062959608996,-0.15273200458462363,0.012130745392443715,-0.06020758051805347,-0.12443192825465016,0.004016767218543216,-0.028326881130403787,-0.09046785986933205,0.03381409760852447,0.03147589018720116,-0.1209517297975089,0.1839035101719112,-0.05490388866331411,-0.12226177677240797,0.012453999445779754,-0.04629465529026943,-0.10285256919748545,0.010263258616946595,-0.03946850956784405,-0.09091977654797351,0.011982757412285404,-0.0131501493273537,-0.06256679955193542,0.03626650089722802,-0.00244992174216703,-0.0546505815844582,0.04975073810012414,-0.007063950035298992,-0.05680378062643106,0.04267588055583307,-0.02174057003651217,-0.0693839088791143,0.025902768806089972,0.03802844066024544,-0.03011734750834201,0.10617422882883289
71.5959595959596,0.005563616520986067,-0.034093743203209854,0.04522097624518199,0.007363641893952777,-0.028986419614782773,0.04371370340268833,0.0047968113693040715,-0.03331060883194727,0.042904231570555416,0.008797860406547092,-0.028618872055772238,0.04621459286886642,0.0010066402154556616,-0.07666716571235868,0.07868044614327,0.00990382510721315,-0.08943941838391764,0.10924706859834393,-0.0030506876827086638,-0.05661812024752027,0.05051674488210294,-0.040159021548389594,-0.11441018144501477,0.034092138348235594,-0.03503896203756998,-0.09246022368386919,0.022382299608729228,-0.006173289399098926,-0.06214760438679343,0.04980102558859558,0.02480279612557827,-0.09961851089386786,0.1492241031450244,-0.01916322664909979,-0.07983674229751665,0.041510288999317066,-0.01573635839848385,-0.06668165331232476,0.035208936515357066,-0.011140635583228302,-0.05748605020183626,0.035204779035379656,0.010883918907025239,-0.033400536117299665,0.05516837393135014,0.007333669335891996,-0.03876557004631869,0.05343290871810268,0.01427771021175743,-0.030296361092550052,0.05885178151606491,-0.01169458217760827,-0.053769178339963836,0.030380013984747295,0.018641138485124303,-0.04274208864521502,0.08002436561546362
73.25252525252526,0.012948735624974145,-0.020935712259016248,0.04683318350896454,0.015086453856229087,-0.01595914113088428,0.04613204884334245,0.011883004524147853,-0.020663502537125747,0.04442951158542145,0.016246552703366626,-0.015710056819486166,0.04820316222621942,0.02096960530109856,-0.0447785682337906,0.08671777883598773,-0.02585833422227238,-0.11247105055268973,0.060754382108144975,0.016353443661291475,-0.028989523765369944,0.061696411087952895,-0.010525645326106007,-0.07525009252037088,0.05419880186815887,-0.014652224991455708,-0.06573269547559882,0.03642824549268741,0.008642457727173807,-0.04015013486936081,0.05743505032370842,0.018416015193957833,-0.083701425903107,0.12053345629102266,0.011513410304410741,-0.041375457224981885,0.06440227783380337,0.00854366728325047,-0.035865148081221945,0.052952482647722884,0.009979765381441713,-0.030419352226345862,0.05037888298922929,0.025957455249259395,-0.011527794753079947,0.06344270525159873,0.017473359669677863,-0.021915225077306,0.056861944416661724,0.025734460545298973,-0.01199593955889735,0.0634648606494953,0.00021595840841437397,-0.03573384941586802,0.03616576623269677,0.011034387230631007,-0.042473133036292014,0.06454190749755404
74.9090909090909,0.017800940996825318,-0.009765000707413016,0.04536688270106365,0.0212531363078112,-0.004056613777526176,0.046562886393148574,0.017503246343263737,-0.009030114032449101,0.04403660671897658,0.020948093203433063,-0.005104356457584711,0.04700054286445084,0.03959231627924585,-0.014268840333315227,0.09345347289180693,-0.06229847234239759,-0.13656355648167295,0.01196661179687776,0.02886473876121419,-0.008280394533624849,0.06600987205605323,0.017106148043858918,-0.03836817160610711,0.07258046769382495,0.0015772035037855403,-0.04368647394993742,0.0468408809575085,0.017242339694383754,-0.024577034523316284,0.05906171391208379,0.012542753379422284,-0.07309608248795958,0.09818158924680416,0.036068053814015455,-0.00926217410502981,0.08139828173306071,0.026585897829058097,-0.011476208926538216,0.06464800458465442,0.02424505156997693,-0.010380405438940726,0.05887050857889459,0.03358877786089322,0.002880716899083747,0.06429683882270269,0.026631872531716838,-0.005411837746968719,0.058675582810402395,0.029490487331746557,-0.0014184015362966595,0.06039937619978977,0.012134595314098495,-0.017111574201650315,0.0413807648298473,0.011693900851083058,-0.03416656473242739,0.05755436643459351
