Estimator,Waltz,VienneseWaltz,Tango,Samba,Rumba-Misc,Rumba-International,Rumba-American,Quickstep,Jive,ChaChaCha
boeck2015/tempodetector2016_default,0.9818181818181818,0.8,0.9767441860465116,0.9534883720930233,0.9,1.0,1.0,0.17073170731707318,0.7666666666666667,0.990990990990991
boeck2019/multi_task,0.9727272727272728,1.0,1.0,0.9186046511627907,1.0,0.9215686274509803,1.0,0.9634146341463414,0.9833333333333333,0.954954954954955
boeck2019/multi_task_hjdb,0.9636363636363636,1.0,1.0,0.9069767441860465,1.0,0.9215686274509803,1.0,0.9634146341463414,1.0,0.954954954954955
boeck2020/dar,0.9818181818181818,1.0,1.0,0.9534883720930233,0.975,0.9411764705882353,1.0,0.975609756097561,0.9666666666666667,0.963963963963964
davies2009/mirex_qm_tempotracker,0.41818181818181815,0.676923076923077,0.9651162790697675,0.9534883720930233,0.725,0.9803921568627451,0.8571428571428571,0.012195121951219513,0.3333333333333333,1.0
echonest/version_3_2_1,0.35454545454545455,0.15384615384615385,0.7558139534883721,0.8488372093023255,0.875,0.8627450980392157,1.0,0.036585365853658534,0.5166666666666667,0.8468468468468469
gkiokas2012/default,0.8636363636363636,0.015384615384615385,0.6744186046511628,0.9186046511627907,0.975,1.0,1.0,0.0,0.0,0.990990990990991
klapuri2006/percival2014,0.6272727272727273,0.015384615384615385,1.0,0.9767441860465116,0.85,1.0,1.0,0.0,0.13333333333333333,1.0
oliveira2010/ibt,0.6272727272727273,0.0,0.9883720930232558,0.9418604651162791,0.825,1.0,0.8571428571428571,0.0,0.23333333333333334,1.0
percival2014/stem,0.7727272727272727,0.0,0.9186046511627907,0.9883720930232558,0.975,0.9803921568627451,0.8571428571428571,0.0,0.06666666666666667,1.0
scheirer1998/percival2014,0.4090909090909091,0.5384615384615384,0.7674418604651163,0.5813953488372093,0.75,0.5294117647058824,1.0,0.0,0.4666666666666667,0.7927927927927928
schreiber2014/default,0.9,0.0,0.8604651162790697,0.9883720930232558,1.0,1.0,0.5714285714285714,0.0,0.11666666666666667,0.9819819819819819
schreiber2017/ismir2017,0.8818181818181818,0.7230769230769231,0.9651162790697675,0.9767441860465116,0.9,0.9411764705882353,1.0,0.573170731707317,0.7666666666666667,1.0
schreiber2017/mirex2017,0.8909090909090909,0.8461538461538461,0.9767441860465116,0.9883720930232558,0.925,0.9607843137254902,1.0,0.7317073170731707,0.9,1.0
schreiber2018/cnn,0.9454545454545454,0.9076923076923077,1.0,0.9534883720930233,0.975,1.0,1.0,0.975609756097561,0.95,1.0
schreiber2018/fcn,0.9454545454545454,0.9384615384615385,0.9883720930232558,0.9069767441860465,1.0,1.0,1.0,0.8048780487804879,0.95,1.0
schreiber2018/ismir2018,0.990909090909091,0.8615384615384616,1.0,0.9534883720930233,1.0,1.0,1.0,0.8170731707317073,0.8666666666666667,1.0
zplane/auftakt_v3,0.7636363636363637,0.0,0.9767441860465116,0.9302325581395349,0.925,1.0,1.0,0.0,0.2,1.0
