Estimator,Accuracy1,Accuracy2
sun2021/default,0.9598853868194842,0.9813753581661891
boeck2020/dar,0.9584527220630372,0.9756446991404012
schreiber2018/cnn,0.9570200573065902,0.9871060171919771
boeck2019/multi_task,0.9541547277936963,0.9756446991404012
boeck2019/multi_task_hjdb,0.9512893982808023,0.9756446991404012
schreiber2018/fcn,0.9340974212034384,0.9871060171919771
schreiber2018/ismir2018,0.9326647564469914,0.9871060171919771
schreiber2017/mirex2017,0.9054441260744985,0.9842406876790831
schreiber2017/ismir2017,0.8538681948424068,0.9799426934097422
boeck2015/tempodetector2016_default,0.832378223495702,0.9871060171919771
davies2009/mirex_qm_tempotracker,0.6762177650429799,0.9169054441260746
zplane/auftakt_v3,0.669054441260745,0.9484240687679083
schreiber2014/default,0.667621776504298,0.9670487106017192
percival2014/stem,0.6561604584527221,0.9498567335243553
klapuri2006/percival2014,0.6489971346704871,0.9283667621776505
oliveira2010/ibt,0.6432664756446992,0.9025787965616046
gkiokas2012/default,0.6318051575931232,0.9799426934097422
echonest/version_3_2_1,0.5702005730659025,0.8653295128939829
scheirer1998/percival2014,0.5372492836676218,0.7564469914040115
