Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0,0.015432936381715683,0.0224984662856843,0.0058948239816679175,0.013546531837947923,0.0075483382382707034,0.02696704760026936,0.015001975610536901,0.01068527256314462,0.007273179766871741,0.006739042992415857,0.006739042992415857,0.013546531837947923,0.013546531837947923,0.013546531837947923,0.008143173308614166
1,0.5734957154956093,0.004462868488536361,0.0006442040923688574,0.0,0.004464756176078248,0.0,0.0005537855458100516,0.0047610121425354715,0.41465832641434647,0.41533568706776053,0.41533568706776053,0.0,1.0,0.4150374992788438,0.005143303275959625
2,0.9798846387029242,1.5108234623673347,0.5058561948699984,0.9751253313609706,0.9892834777389327,0.9751253313609706,0.5225021966473953,0.9802097023655537,0.988578828938711,0.01240155926166192,0.01240155926166192,0.9876162755441676,0.9876162755441676,0.9876162755441676,0.9344116583724231
3,0.005289985706149505,0.020231859313739466,0.005545883975071723,0.0,0.0072486727625407235,0.0,0.007249323766014023,0.004055545994455553,0.0043676657550204044,0.0043676657550204044,0.0043676657550204044,0.0,0.0,0.0,0.004423187034185216
4,0.006291071999221192,0.01655620117034109,0.006788905923529493,0.0,0.0018221176571454863,0.021859433963739357,0.0018182803158994917,0.9985756290331766,0.0028131328688841637,0.0028131328688841637,0.0028131328688841637,0.011055188508995789,0.0,0.0,0.0022042709267300264
5,0.9875457041750215,1.0522908352564238,0.02275918700813193,0.0,0.001667197030287314,0.0,0.001667051308266115,1.014628109717819,0.0008003503560829815,0.0001611369614836671,0.0001611369614836671,0.0,0.0,0.0,0.0
6,0.017957975824134147,0.010636636108736996,0.009617895337889152,0.010726406593058475,0.008220501919651868,0.021533161549641324,0.00822001827339699,0.0023208644828504725,0.013513498431570821,0.010114898110957182,0.010114898110957182,0.010726406593058475,0.010726406593058475,0.010726406593058475,0.010726406593058475
7,0.9868475632101329,0.01811050748070941,0.9993243603245396,0.00836347293462677,0.0059356458584756,0.00836347293462677,0.00011341863475672887,8.505812499926952e-05,0.00010115189229446178,0.00010115189229446178,0.00010115189229446178,0.9916365270653732,0.9916365270653732,0.9916365270653732,0.0
8,1.605298140013847,1.6194211062798374,0.5759131893632825,0.025090980962830495,0.6132410687110484,0.6014506235097251,0.0016680842035032238,,0.6143917460637518,0.6143917460637518,0.6143917460637518,1.6096245549554253,1.6096245549554253,1.6096245549554253,0.6079934693764972
9,1.0060970746250009,0.9990305397418338,0.00456114086662142,0.004616628070370053,0.0009686679996233461,0.0046019019590085725,1.0044853118059516,0.5833916022567425,0.004445919257270365,0.004445919257270365,0.004445919257270365,0.0046019019590085725,0.0046019019590085725,0.004616628070370053,0.004616628070370053
10,0.011495638837829386,0.0005494934520395503,0.011010974723103067,0.011495638837829386,0.016937729349715963,0.0,0.01258095363810781,0.5905500102151038,0.011631258545899128,0.011631258545899128,0.011631258545899128,0.011495638837829386,0.011495638837829386,0.011495638837829386,0.011495638837829386
11,1.0038138531148821,1.038467168816327,1.0034117553459891,1.0,0.9999912801550922,1.0,1.0047445968467494,,0.004475165984458254,1.0044751659844582,1.0044751659844582,1.0,0.0,1.0,1.0031789106675078
12,0.9966442051374018,0.016271612455442,1.0010675939835705,0.0099154688650828,0.004190042558619023,0.019899557437704947,0.9991010660857851,1.0430145844138048,0.026306504917940527,0.9060757277856122,0.9060757277856122,0.0,0.0,0.0,0.4242898125170403
13,0.0018864045437677972,0.008951934447736419,0.0007957241442293724,0.0,0.005998193599677226,0.01342051576232144,0.0014554437725890607,0.002861259274803082,0.00011959041716361405,0.00011959041716361405,0.00011959041716361405,0.0,0.0,0.0,0.001347683461746599
14,0.03917446173382998,0.01057984980095898,1.077129904498665,1.0319428925027543,0.048052673394459726,0.04274964745933706,0.04342233879457841,0.039531581879895104,0.04069684104804658,0.04155129825400253,0.04155129825400253,0.04274964745933706,0.04274964745933706,0.04274964745933706,1.040581810776627
15,1.5734957154956095,1.6211336706143031,0.5847821525690508,0.5849625007211562,1.5804941338021923,1.0297473433940518,0.5855114218930616,1.3295900640441671,0.5848901637813385,1.5848901637813384,1.5848901637813384,1.0,0.5849625007211562,1.584962500721156,0.5849625007211562
16,1.9837269881136657,1.9966428057065095,0.9703164229673773,0.9803711932510675,1.9761811506924485,1.9604716358133627,0.9812701271652824,0.9853409097493109,0.9800175908211436,0.9807966267396143,0.9807966267396143,0.9803711932510675,0.9803711932510675,1.9803711932510675,0.9803711932510675
17,0.015064512742193671,1.0387519472845372,0.12238661267895194,0.9660526680766622,0.9843043764015578,1.0440551800779356,0.9754225921895804,0.5514425706794482,0.01718791897850315,0.0176341777452218,0.0176341777452218,0.01122725542325414,0.01122725542325414,0.9774574313489117,0.9774574313489117
18,0.9749519694463584,1.0148659677049232,0.01405804098749463,0.008770209627732149,0.019625263796096675,0.9645946638688011,0.013934437160334415,0.011582685813347326,0.0141323849607817,0.0141323849607817,0.0141323849607817,0.9912297903722679,0.008770209627732149,0.9912297903722679,0.9885882973409752
