Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci
48.0,1.471668593341124,0.9692382431581446,1.9740989435241034,1.2803507465432875,1.0865124648129303,1.4741890282736447,1.1045321950764229,0.9459213455700156,1.2631430445828302,0.8214710746117099,0.7410777632195212,0.9018643860038985,1.0393261042022712,0.874409910658051,1.2042422977464915,0.626173482677482,0.4229439916907258,0.8294029736642381,0.6515131736579347,0.4410931361732618,0.8619332111426077,0.42284485202730937,0.1852137010190047,0.660476003035614
49.85858585858586,1.1703338882956515,0.8364042364544193,1.5042635401368838,1.230193597953499,1.0710522649467706,1.3893349309602274,1.0604232880042403,0.9234709224824074,1.1973756535260733,0.7774364019589408,0.7038302755204242,0.8510425283974574,0.9760730055385746,0.8324221917129786,1.1197238193641705,0.6013488581305236,0.42432511566959225,0.7783726005914551,0.5794693121037826,0.406733628865551,0.7522049953420142,0.38341097205855573,0.18833744332630845,0.578484500790803
51.717171717171716,0.9337153121649298,0.7033507011843034,1.164079923145556,1.180519949201753,1.0528171545450236,1.3082227438584826,1.0153757739550557,0.8987507690315604,1.132000778878551,0.7335223756552303,0.6665581341942183,0.8004866171162422,0.912819906874878,0.7898901688487382,1.035749644901018,0.5765242335835653,0.425035483150523,0.7280129840166076,0.5107598669598543,0.3721798656550842,0.6493398682646244,0.34695390512920704,0.190453005260374,0.5034548049980401
53.57575757575758,0.753041215569107,0.587434206265149,0.918648224873065,1.1319336822416433,1.0309870877200988,1.2328802767631877,0.9686667959740745,0.8705320124485868,1.066801579499562,0.6897953675663853,0.6292760287395719,0.7503147063931986,0.8494785007663547,0.7462351506915493,0.95272185084116,0.5519465689676581,0.4247177442383021,0.6791753936970142,0.4476371396056231,0.3381384837938341,0.5571357954174121,0.31413240397510006,0.19047359312485987,0.4377912148253402
55.43434343434343,0.6195399491283359,0.49679871214183047,0.7422811861148413,1.0850386790267645,1.004914203571093,1.1651631544824361,0.9195734971065037,0.8376731079212731,1.0014738862917343,0.646321749558214,0.5919997688014554,0.7006437303149725,0.7861455851430742,0.7006727788287184,0.87161839145743,0.5282070326570003,0.4228772008972197,0.6335368644167809,0.3923534314205633,0.30549966415406965,0.4792071986870569,0.28560522133207217,0.18751969235079508,0.38369075031334926
57.292929292929294,0.5244398634627662,0.4255379620752381,0.6233417648502942,1.0404388215107097,0.9748194684089626,1.1060581746124567,0.8673730203975492,0.7992102746859474,0.9355357661091509,0.6031678934965238,0.5547464269535864,0.6515893600394611,0.72325829151587,0.652962947508497,0.7935536355232429,0.5055918109552779,0.4189654665415822,0.5922181553689737,0.3471610437841481,0.2760904663509026,0.41823162121739355,0.26203110993596035,0.18176982246462273,0.342292397407298
59.151515151515156,0.45897384862778945,0.36721337721137304,0.5507343200442059,0.9987372560081778,0.9427534795539357,1.0547210324624199,0.8113440100469498,0.7544680435361572,0.8682199765577424,0.5604002370746861,0.5175339752039914,0.6032664989453809,0.6612583009377482,0.6030614650198961,0.7194551368556003,0.4843802121778463,0.41266309885838626,0.5560973254973064,0.3143073623184452,0.25371819285074926,0.37489653178614113,0.24406774259664632,0.17564329855911226,0.3124921866341804
61.01010101010101,0.415701654786753,0.3287354083462325,0.5026679012272736,0.9603221043090653,0.9118324094434369,1.0088117991746937,0.7512038921644008,0.7034404595722613,0.7989673247565402,0.5181044591391668,0.48039028837131426,0.5558186299070194,0.6005872944617145,0.551394578060851,0.6497800108625781,0.46485154464006073,0.4042303861016017,0.5254727031785197,0.29460291496206475,0.24215353030861764,0.34705229961551187,0.232057133766962,0.172825095821033,0.291289171712891
62.868686868686865,0.39034634595642514,0.31389817049367574,0.46679452141917455,0.9250688568760864,0.8832955593500438,0.9668421544021291,0.6877161751753381,0.6470273387913784,0.7284050115592978,0.4764121105961704,0.4433703964336504,0.5094538247586904,0.5416870618849948,0.4991152287036208,0.5842588950663689,0.4472845272396788,0.394822414199798,0.4997466402795596,0.2854326750015333,0.24026796189540917,0.33059738810765743,0.22558874949782676,0.17458342277769484,0.2765940762179587
64.72727272727272,0.37909232727575276,0.31731894022520557,0.44086571432629995,0.8927782414633834,0.8567616489471892,0.9287948339795775,0.6217969292843317,0.5862165848958418,0.6573772736728216,0.43546143238283064,0.4065460998600361,0.4643767649056252,0.4850472069581625,0.44779928674079583,0.5222951271755292,0.43169871672745697,0.38579736705762624,0.4776000663972877,0.28368202911879,0.24475158879186132,0.32261246944571864,0.22414230336528113,0.18017745355946338,0.26810715317109884
