Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.12194170229228737,0.0,0.0,0.0,0.0,0.0
0.001,0.17277246589840492,0.012770626182149912,0.145770812409036,0.41333966828424096,0.4066975874295203,0.40119904420977537
0.002,0.1949338447175321,0.04930581582361744,0.3543952978405468,0.4875698941390087,0.4806647715767637,0.4740164402444362
0.003,0.2929227052718438,0.053459314547852084,0.3843952524041712,0.5456607125846277,0.5363662447354939,0.5282913210842941
0.004,0.39391842921239406,0.11344208632525633,0.44159938584447717,0.5963827532579793,0.5849388203944256,0.5761423732757481
0.005,0.42611047907140615,0.12762371292383115,0.47255096314045414,0.6392661107662312,0.6256963625411512,0.6163587179181201
0.006,0.4902494847532646,0.13282511442611517,0.498387322009431,0.6778673289265492,0.6614958925221512,0.6522403715641265
0.007,0.536587391554061,0.15160557545163905,0.5219494570692643,0.7077988011465505,0.6909610504640659,0.6807797758176491
0.008,0.5836625818551576,0.20130594721818199,0.5436162137636652,0.7282551020101148,0.7102274871267972,0.6994878901767072
0.009,0.6338266517898956,0.22767603264625721,0.5553477940901586,0.7438581407143827,0.7254586028227433,0.7142757514965639
0.01,0.6428470575813982,0.2686903942900158,0.568083083212326,0.7558655885806419,0.737232154579918,0.7259009044651388
0.011,0.679485417243322,0.28341729439316243,0.5786135077427996,0.7655729613786522,0.746179730365556,0.734661636160578
0.012,0.7077065185501166,0.2979490836941651,0.5844937768641658,0.7739110822494697,0.754563775004792,0.7429924185229827
0.013,0.7221589788805635,0.3289521317382274,0.5935967860941942,0.7808106960456849,0.7610437171758905,0.7493251296036006
0.014,0.7443124609179208,0.3868194825762096,0.5986577219350868,0.7860688510688252,0.7660616636549302,0.7542321175301958
0.015,0.7575747672397573,0.41773174529666524,0.6034602347132745,0.791015611851092,0.7703538951463432,0.7584420263493745
0.016,0.7601659076975209,0.4384047576795293,0.6090709325679619,0.7955418836777957,0.7745431052505609,0.762537754981367
0.017,0.7693385368939281,0.4712437293911417,0.6144588026297793,0.7994780373948299,0.778589140617279,0.7665235870903289
0.018,0.7746554782467577,0.47761647203623203,0.6157667734294783,0.802649373047445,0.7814420892964501,0.7693961627800173
0.019,0.7799227937075356,0.5127347971401741,0.6201850051171943,0.8056364591698023,0.7843962158079139,0.7723823876166123
0.02,0.7855543264222025,0.5398367728067901,0.6222387687100419,0.8085220688476956,0.7871247134450611,0.775104901198411
0.021,0.7893928761742217,0.5439572093132728,0.6250241243536138,0.8110238601412457,0.7890778360094493,0.777017487728953
0.022,0.7919346449073628,0.5714930094180445,0.6278199285660255,0.8134076965782822,0.7913354788378424,0.7792301644261109
0.023,0.7936982118154663,0.5833602581121072,0.6288122881698249,0.8156179704235242,0.7934353987988764,0.7812999749993205
0.024,0.7967732576416721,0.592167488453722,0.631116330142569,0.8178646748727985,0.7958288040458015,0.7835634346769138
0.025,0.8014559488360977,0.6059953106477322,0.6325482572327852,0.8199554759950944,0.7975683488556454,0.7852891162570806
0.026,0.8082226073008587,0.6885418768892403,0.635967554804761,0.8222515613897763,0.7994266970639503,0.7871193901122598
0.027,0.8096488853519123,0.6890244869486317,0.6371467233690763,0.8237147905603611,0.8010749392055044,0.7886622569328982
0.028,0.8126433660829314,0.702083591518937,0.6380275786739019,0.8255216486247539,0.8025914465179205,0.7901415189602149
0.029,0.8140066874228448,0.7026759618439468,0.6393099574820847,0.8274540008344249,0.8041560652320512,0.7916453340846338
0.03,0.8149046953213566,0.7107532857572116,0.6408180022006698,0.8289528834977152,0.8054801143973902,0.7929659653746319
0.031,0.8158127610734832,0.717728090341982,0.642303138500802,0.8306791058341954,0.8070983645163755,0.7945519966267226
0.032,0.8164416723216412,0.7188577549434497,0.6432199053612743,0.8320845840498647,0.808493296983163,0.7959590409944779
0.033,0.8175702005894574,0.7221065615025922,0.6440789471202403,0.8334497596016175,0.8097509000682606,0.7972362854001701
0.034,0.8191795776556126,0.7251016414710216,0.6449266352971046,0.8342574881925641,0.8105205732325442,0.7979960404832597
0.035,0.8201000436669381,0.7267242497117627,0.646643013722096,0.8354242416270037,0.8116161318847318,0.799078666409118
0.036,0.8208502138651322,0.7348836386908676,0.6476260508186845,0.8364970367044928,0.8124004571216997,0.7998629916460859
0.037,0.8208852857823508,0.7380923242703693,0.6481807442252692,0.8382996929669798,0.8135913757438759,0.8010617370299644
0.038,0.8214962773782941,0.7412631208774818,0.648802072901909,0.8389599746273348,0.8143378441356539,0.8017947878944274
0.039,0.8237908360305264,0.7425998904174635,0.6497880989028508,0.8399381494161972,0.8153393540036741,0.8027763039404896
0.04,0.8240896240848481,0.7433031596237453,0.6500780170344853,0.8405821256836349,0.8160693997021156,0.8035060718521319
0.041,0.8245269883290403,0.7454340129297766,0.6509954513555768,0.841546654884682,0.817202496202779,0.8046112001156439
