Estimator,trance,techno,tech-house,reggae-dub,psy-trance,progressive-house,pop-rock,minimal,indie-dance-nu-disco,house,hip-hop,hardcore-hard-techno,hard-dance,glitch-hop,funk-r-and-b,electronica,electro-house,dubstep,drum-and-bass,dj-tools,deep-house,chill-out,breaks
boeck2015/tempodetector2016_default,0.972972972972973,0.819672131147541,0.9090909090909091,1.0,0.8823529411764706,0.9473684210526315,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.8333333333333334,0.8181818181818182,0.8552631578947368,0.8273381294964028,0.6666666666666666,0.8333333333333334,0.9333333333333333,0.9615384615384616
boeck2019/multi_task,0.972972972972973,0.7868852459016393,0.9090909090909091,1.0,0.8529411764705882,0.8947368421052632,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.8333333333333334,0.8636363636363636,0.8421052631578947,0.9712230215827338,0.7777777777777778,0.875,0.9333333333333333,0.9230769230769231
boeck2019/multi_task_hjdb,0.9864864864864865,0.8032786885245902,0.8636363636363636,1.0,0.8823529411764706,0.8947368421052632,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.8333333333333334,0.8636363636363636,0.868421052631579,0.9712230215827338,0.6666666666666666,0.875,0.9333333333333333,0.9230769230769231
boeck2020/dar,0.9864864864864865,0.7540983606557377,0.9090909090909091,1.0,0.8529411764705882,0.8947368421052632,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.9411764705882353,1.0,0.8518518518518519,0.8636363636363636,0.8421052631578947,0.9712230215827338,0.7777777777777778,0.875,0.9333333333333333,0.9615384615384616
davies2009/mirex_qm_tempotracker,0.22972972972972974,0.5573770491803278,0.6363636363636364,0.5,0.3235294117647059,0.631578947368421,0.6666666666666666,0.625,0.5454545454545454,0.6086956521739131,0.0,0.35714285714285715,0.125,0.5294117647058824,1.0,0.42592592592592593,0.5454545454545454,0.40789473684210525,0.5251798561151079,0.4444444444444444,0.5416666666666666,0.7333333333333333,0.34615384615384615
percival2014/stem,0.972972972972973,0.7213114754098361,0.9090909090909091,0.5,0.8529411764705882,0.8421052631578947,0.6666666666666666,0.625,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.8703703703703703,0.7727272727272727,0.9210526315789473,0.9856115107913669,0.5555555555555556,0.8333333333333334,0.9333333333333333,0.9230769230769231
schreiber2014/default,0.9054054054054054,0.8032786885245902,0.9090909090909091,1.0,0.8529411764705882,0.9473684210526315,0.6666666666666666,0.75,0.9090909090909091,0.6956521739130435,1.0,0.7142857142857143,0.75,0.9411764705882353,1.0,0.8888888888888888,0.8636363636363636,0.8552631578947368,0.9136690647482014,0.5555555555555556,0.8333333333333334,0.9333333333333333,0.9615384615384616
schreiber2017/ismir2017,0.972972972972973,0.7540983606557377,0.9090909090909091,1.0,0.8529411764705882,0.9473684210526315,0.6666666666666666,0.75,0.9090909090909091,0.782608695652174,1.0,0.8571428571428571,0.625,0.8823529411764706,1.0,0.8888888888888888,0.8636363636363636,0.881578947368421,0.9424460431654677,0.7777777777777778,0.8333333333333334,0.9333333333333333,0.9615384615384616
schreiber2017/mirex2017,0.972972972972973,0.7704918032786885,0.9090909090909091,1.0,0.8529411764705882,0.9473684210526315,0.6666666666666666,0.75,0.9090909090909091,0.782608695652174,1.0,0.8571428571428571,0.625,0.8823529411764706,1.0,0.9074074074074074,0.8636363636363636,0.881578947368421,0.9424460431654677,0.8888888888888888,0.8333333333333334,0.9333333333333333,0.9615384615384616
schreiber2018/cnn,0.9864864864864865,0.7868852459016393,0.9090909090909091,0.5,0.8529411764705882,0.8947368421052632,0.6666666666666666,0.625,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.8888888888888888,0.8636363636363636,0.868421052631579,0.9640287769784173,0.7777777777777778,0.8333333333333334,0.9333333333333333,0.9615384615384616
schreiber2018/fcn,0.972972972972973,0.8032786885245902,0.9090909090909091,1.0,0.8529411764705882,0.8947368421052632,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.9444444444444444,0.8636363636363636,0.9078947368421053,0.9712230215827338,0.7777777777777778,0.8333333333333334,0.9333333333333333,0.9615384615384616
schreiber2018/ismir2018,0.9864864864864865,0.7868852459016393,0.9090909090909091,1.0,0.8529411764705882,0.9473684210526315,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.625,0.8823529411764706,1.0,0.9074074074074074,0.8636363636363636,0.868421052631579,0.9496402877697842,0.6666666666666666,0.8333333333333334,0.9333333333333333,0.9615384615384616
sun2021/default,0.9864864864864865,0.819672131147541,0.9090909090909091,1.0,0.8529411764705882,0.8947368421052632,0.6666666666666666,0.75,0.9090909090909091,0.8260869565217391,1.0,0.9285714285714286,0.75,0.8823529411764706,1.0,0.9259259259259259,0.8636363636363636,0.868421052631579,0.9784172661870504,0.8888888888888888,0.875,0.9333333333333333,0.9615384615384616
