T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.01,0.0,0.0,0.0,0.01,0.01
38.0,0.01,0.0,0.0,0.0,0.01,0.01
39.0,0.01,0.0,0.0,0.0,0.01,0.01
40.0,0.01,0.0,0.0,0.0,0.01,0.01
41.0,0.03,0.0,0.0,0.0,0.01,0.01
42.0,0.05,0.0,0.0,0.0,0.01,0.01
43.0,0.05,0.0,0.0,0.0,0.01,0.01
44.0,0.05,0.0,0.0,0.0,0.01,0.01
45.0,0.06,0.0,0.0,0.0,0.01,0.01
46.0,0.06,0.0,0.0,0.0,0.01,0.01
47.0,0.06,0.0,0.0,0.0,0.0,0.0
48.0,0.06,0.0,0.0,0.0,0.0,0.0
49.0,0.06,0.0,0.0,0.0,0.0,0.0
50.0,0.1,0.0,0.0,0.0,0.0,0.0
51.0,0.08,0.0,0.0,0.0,0.0,0.0
52.0,0.07,0.0,0.0,0.0,0.0,0.0
53.0,0.07,0.0,0.0,0.0,0.0,0.0
54.0,0.07,0.0,0.0,0.0,0.0,0.0
55.0,0.09,0.0,0.0,0.01,0.0,0.0
56.0,0.09,0.0,0.01,0.01,0.01,0.01
57.0,0.13,0.0,0.01,0.01,0.01,0.01
58.0,0.13,0.0,0.01,0.02,0.01,0.01
59.0,0.13,0.0,0.01,0.03,0.01,0.01
60.0,0.1,0.0,0.01,0.04,0.01,0.01
61.0,0.14,0.0,0.01,0.04,0.01,0.01
62.0,0.13,0.0,0.03,0.04,0.01,0.01
63.0,0.16,0.0,0.03,0.05,0.01,0.01
64.0,0.17,0.0,0.03,0.06,0.01,0.01
65.0,0.21,0.0,0.03,0.07,0.04,0.04
66.0,0.18,0.0,0.06,0.08,0.04,0.04
67.0,0.13,0.0,0.06,0.08,0.04,0.04
68.0,0.13,0.0,0.06,0.07,0.05,0.05
69.0,0.15,0.0,0.08,0.09,0.06,0.06
70.0,0.19,0.0,0.12,0.11,0.09,0.09
71.0,0.17,0.0,0.14,0.12,0.09,0.09
72.0,0.18,0.0,0.12,0.14,0.09,0.09
73.0,0.16,0.0,0.13,0.13,0.11,0.11
74.0,0.15,0.0,0.15,0.13,0.11,0.11
75.0,0.14,0.0,0.15,0.12,0.08,0.08
76.0,0.14,0.02,0.14,0.14,0.08,0.08
77.0,0.15,0.02,0.16,0.16,0.09,0.09
78.0,0.16,0.02,0.17,0.16,0.09,0.09
79.0,0.15,0.03,0.16,0.14,0.09,0.09
80.0,0.12,0.04,0.13,0.12,0.06,0.06
81.0,0.1,0.04,0.12,0.12,0.08,0.08
82.0,0.09,0.04,0.14,0.12,0.09,0.09
83.0,0.08,0.05,0.16,0.12,0.07,0.07
84.0,0.11,0.05,0.14,0.14,0.1,0.1
85.0,0.13,0.07,0.18,0.17,0.11,0.11
86.0,0.1,0.09,0.15,0.14,0.13,0.13
87.0,0.09,0.09,0.16,0.13,0.14,0.14
88.0,0.11,0.12,0.15,0.15,0.14,0.14
89.0,0.11,0.12,0.18,0.18,0.17,0.17
90.0,0.11,0.11,0.17,0.17,0.17,0.17
