Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,6.457883349107985e-06,5.68394137241148e-10,0.6778086391424606,0.032662546386305044,4.4793745175678265e-08,0.8917558535067943,6.146704958515731e-59,0.0007667649897412908,0.3581433018061377,0.1848504824164182,0.21160856876151615,1.0,0.6654658120766195,2.601614907834565e-06
davies2009/mirex_qm_tempotracker,6.457883349107985e-06,1.0,0.2698732177799277,2.9389613464819965e-05,0.004059782526314916,0.663421515816855,1.9426481388325527e-06,6.443393871795835e-32,0.07825502308568151,0.0001408024286889773,0.00044290867543039244,5.489868446239802e-09,4.572733255137277e-06,3.992397476901336e-05,0.9311589059465123
echonest/version_3_2_1,5.68394137241148e-10,0.2698732177799277,1.0,9.629776957272858e-11,6.795346249460114e-06,0.45170432656693205,3.6177807486006196e-12,9.958829726976158e-27,0.00013037942991199537,1.915369707081593e-09,8.070744444115686e-09,5.762323641301722e-16,7.380354309112728e-12,1.6415483272931803e-10,0.12191669468434195
gkiokas2012/default,0.6778086391424606,2.9389613464819965e-05,9.629776957272858e-11,1.0,0.07217743850092248,9.439857788117957e-08,0.6515878272089135,2.995519119736661e-56,0.00034600114031491097,0.6515878272089135,0.36037765293576723,0.028816719655878835,0.5423840118564844,1.0,8.142666624995291e-07
klapuri2006/percival2014,0.032662546386305044,0.004059782526314916,6.795346249460114e-06,0.07217743850092248,1.0,0.0001607632857713454,0.01634810389737616,1.199580063578264e-42,0.2530381164947516,0.14386508844054902,0.3123268074732695,0.00011361060320691507,0.0224628954925093,0.06744461190078889,0.0007667649897412908
oliveira2010/ibt,4.4793745175678265e-08,0.663421515816855,0.45170432656693205,9.439857788117957e-08,0.0001607632857713454,1.0,1.1915233414863408e-09,7.343375893650447e-30,0.004800929154821197,1.9409574271727463e-07,7.391531707333846e-07,7.380354309112728e-12,2.077987727424075e-08,9.439857788117957e-08,0.46551216987418653
percival2014/stem,0.8917558535067943,1.9426481388325527e-06,3.6177807486006196e-12,0.6515878272089135,0.01634810389737616,1.1915233414863408e-09,1.0,1.0527729969508548e-60,0.00011361060320691507,0.3123268074732695,0.14386508844054902,0.17417114727072655,1.0,0.6439689563703725,8.055498526741113e-09
scheirer1998/percival2014,6.146704958515731e-59,6.443393871795835e-32,9.958829726976158e-27,2.995519119736661e-56,1.199580063578264e-42,7.343375893650447e-30,1.0527729969508548e-60,1.0,1.4433523961860648e-39,1.0325666804844223e-55,2.107863616905386e-54,4.508328012382019e-64,1.3329094577654346e-61,2.995519119736661e-56,1.08683886161022e-32
schreiber2014/default,0.0007667649897412908,0.07825502308568151,0.00013037942991199537,0.00034600114031491097,0.2530381164947516,0.004800929154821197,0.00011361060320691507,1.4433523961860648e-39,1.0,0.00019219517707824712,0.0009122341871261592,4.0031961745512477e-08,9.247699921388637e-06,0.00046975731800813486,0.020414713799634915
schreiber2017/ismir2017,0.3581433018061377,0.0001408024286889773,1.915369707081593e-09,0.6515878272089135,0.14386508844054902,1.9409574271727463e-07,0.3123268074732695,1.0325666804844223e-55,0.00019219517707824712,1.0,0.25,0.009559878856634898,0.24296021728332562,0.6515878272089135,1.616381456615718e-07
schreiber2017/mirex2017,0.1848504824164182,0.00044290867543039244,8.070744444115686e-09,0.36037765293576723,0.3123268074732695,7.391531707333846e-07,0.14386508844054902,2.107863616905386e-54,0.0009122341871261592,0.25,1.0,0.0019139610012643966,0.0961417544206142,0.3488888794490776,3.015952084642336e-06
schreiber2018/cnn,0.21160856876151615,5.489868446239802e-09,5.762323641301722e-16,0.028816719655878835,0.00011361060320691507,7.380354309112728e-12,0.17417114727072655,4.508328012382019e-64,4.0031961745512477e-08,0.009559878856634898,0.0019139610012643966,1.0,0.12207812070846553,0.020061607006937265,4.1079115101300966e-11
schreiber2018/fcn,1.0,4.572733255137277e-06,7.380354309112728e-12,0.5423840118564844,0.0224628954925093,2.077987727424075e-08,1.0,1.3329094577654346e-61,9.247699921388637e-06,0.24296021728332562,0.0961417544206142,0.12207812070846553,1.0,0.5113757815852297,8.412315212060284e-08
schreiber2018/ismir2018,0.6654658120766195,3.992397476901336e-05,1.6415483272931803e-10,1.0,0.06744461190078889,9.439857788117957e-08,0.6439689563703725,2.995519119736661e-56,0.00046975731800813486,0.6515878272089135,0.3488888794490776,0.020061607006937265,0.5113757815852297,1.0,2.8793907495367234e-06
zplane/auftakt_v3,2.601614907834565e-06,0.9311589059465123,0.12191669468434195,8.142666624995291e-07,0.0007667649897412908,0.46551216987418653,8.055498526741113e-09,1.08683886161022e-32,0.020414713799634915,1.616381456615718e-07,3.015952084642336e-06,4.1079115101300966e-11,8.412315212060284e-08,2.8793907495367234e-06,1.0
