Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,1.2922503138950735e-15,1.4772947217830628e-13,1.5307113685684033e-17,2.1066131618943657e-22,0.28629153477912206,0.009555517098124027,0.022283204678281907,1.219469561827611e-07,0.9936131722662214,0.21401866458510807,0.8692770265525938
boeck2019/multi_task,1.2922503138950735e-15,1.0,0.050265178864351584,0.6455501336830318,7.2564826605613e-61,7.828528674151606e-21,4.409932630244769e-15,3.2027978556740295e-14,0.0026579926601993675,3.4309616411664784e-23,9.5375239827186e-15,1.7171147193586925e-26
boeck2019/multi_task_hjdb,1.4772947217830628e-13,0.050265178864351584,1.0,0.07633417750335204,6.27265623527193e-60,4.208830776730004e-18,2.197301013547674e-12,1.8167735276295047e-11,0.041747511502023084,8.082943353977778e-20,4.960074501212702e-12,3.1968657679231305e-22
boeck2020/dar,1.5307113685684033e-17,0.6455501336830318,0.07633417750335204,1.0,7.985148296064805e-56,5.342488442668268e-18,3.8652337135871473e-13,6.836663621021818e-13,0.0009685327973745726,2.5640763427018324e-24,1.4706061191501401e-16,4.79953323136757e-23
davies2009/mirex_qm_tempotracker,2.1066131618943657e-22,7.2564826605613e-61,6.27265623527193e-60,7.985148296064805e-56,1.0,8.839247353729e-45,7.242776777529824e-48,2.3914589031903903e-40,8.247450568027994e-43,8.056240006875852e-35,7.46513302474703e-34,6.278776149058227e-35
percival2014/stem,0.28629153477912206,7.828528674151606e-21,4.208830776730004e-18,5.342488442668268e-18,8.839247353729e-45,1.0,0.011196747054937981,0.05901674765609333,6.596564427201025e-08,0.13444315975610902,0.8895202244749788,0.07496817925961238
schreiber2014/default,0.009555517098124027,4.409932630244769e-15,2.197301013547674e-12,3.8652337135871473e-13,7.242776777529824e-48,0.011196747054937981,1.0,0.6544051936251116,0.000407049618915241,2.50373780011938e-05,0.06263929010102481,6.101536177377507e-06
schreiber2017/ismir2017,0.022283204678281907,3.2027978556740295e-14,1.8167735276295047e-11,6.836663621021818e-13,2.3914589031903903e-40,0.05901674765609333,0.6544051936251116,1.0,1.627755035291694e-06,0.0008697883927162699,0.1841938192464824,0.0007754984343748227
schreiber2017/mirex2017,1.219469561827611e-07,0.0026579926601993675,0.041747511502023084,0.0009685327973745726,8.247450568027994e-43,6.596564427201025e-08,0.000407049618915241,1.627755035291694e-06,1.0,5.33739481063018e-11,4.130552713873762e-06,1.800166768594288e-11
schreiber2018/cnn,0.9936131722662214,3.4309616411664784e-23,8.082943353977778e-20,2.5640763427018324e-24,8.056240006875852e-35,0.13444315975610902,2.50373780011938e-05,0.0008697883927162699,5.33739481063018e-11,1.0,0.10666949083483956,0.7890301039031908
schreiber2018/fcn,0.21401866458510807,9.5375239827186e-15,4.960074501212702e-12,1.4706061191501401e-16,7.46513302474703e-34,0.8895202244749788,0.06263929010102481,0.1841938192464824,4.130552713873762e-06,0.10666949083483956,1.0,0.08889814200350996
schreiber2018/ismir2018,0.8692770265525938,1.7171147193586925e-26,3.1968657679231305e-22,4.79953323136757e-23,6.278776149058227e-35,0.07496817925961238,6.101536177377507e-06,0.0007754984343748227,1.800166768594288e-11,0.7890301039031908,0.08889814200350996,1.0
