Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2020/dar,-0.0010834339378654292,0.08570426981055088,0.0003764200767331108,0.008236932550322247
boeck2019/multi_task,0.006550867446493154,0.12060698607345065,0.0007114513880989946,0.008446910016963616
boeck2019/multi_task_hjdb,0.008449502841185948,0.12285410013986872,0.0011502327681932485,0.015129647627796375
schreiber2018/cnn,0.0008013206974064977,0.1613312885898289,0.0036666502103004798,0.03074513820444338
schreiber2018/fcn,-0.011111917610942528,0.21702053497140708,0.003214729953527384,0.026796493908673294
schreiber2018/ismir2018,-0.035793569403643595,0.2173019845863308,0.002888379020425168,0.03154127260451933
schreiber2017/mirex2017,-0.04113892509447843,0.27063316559844064,0.00040835284248431854,0.04502275626865711
schreiber2017/ismir2017,-0.07338788634464616,0.3414040300031405,0.0033814009056706827,0.05271009370806056
boeck2015/tempodetector2016_default,-0.1267118271365517,0.38461600981087296,-0.00015043744760525813,0.01006103249353969
schreiber2014/default,-0.3081856593861406,0.46126315270787427,0.005567922275750474,0.06860821961064827
zplane/auftakt_v3,-0.2614529157285928,0.4734912047773645,0.005022728970547632,0.07162062546385374
oliveira2010/ibt,-0.23946654081075036,0.4859611623480125,0.008384462054579165,0.08550730979866002
klapuri2006/percival2014,-0.2432888870389274,0.48930207260392167,0.015428824280157367,0.09193198799377314
percival2014/stem,-0.30880423575705707,0.4920360078226158,0.003193525719758607,0.061300696217850635
davies2009/mirex_qm_tempotracker,-0.08341365077857331,0.5198316325234094,0.025712316272203634,0.07943143026451654
scheirer1998/percival2014,-0.17508505499647667,0.5205865030287525,0.026367572519573786,0.15242007944823202
echonest/version_3_2_1,-0.3144726282971237,0.5407719871925902,-0.012637692830563587,0.12249415218803282
gkiokas2012/default,-0.3789476212274821,0.5665841165842697,0.00022596406669643906,0.043942065762735794
