Tolerance (%),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
0.0055,0.047311827956989246,0.35053763440860214,0.45161290322580644,0.13548387096774195,0.24731182795698925,0.3978494623655914,0.2623655913978495,0.42795698924731185,0.4645161290322581,0.44086021505376344,0.4989247311827957,0.23870967741935484,0.5161290322580645,0.24086021505376345,0.2709677419354839,0.535483870967742,0.546236559139785,0.5634408602150538,0.5161290322580645,0.5161290322580645,0.4666666666666667,0.15268817204301074,0.06666666666666667,0.17204301075268819,0.1827956989247312,0.4881720430107527
0.006,0.047311827956989246,0.3720430107526882,0.4817204301075269,0.13548387096774195,0.25591397849462366,0.421505376344086,0.2709677419354839,0.45376344086021503,0.47956989247311826,0.45806451612903226,0.524731182795699,0.24946236559139784,0.546236559139785,0.2709677419354839,0.2967741935483871,0.5591397849462365,0.567741935483871,0.5870967741935483,0.5311827956989247,0.5290322580645161,0.4817204301075269,0.15698924731182795,0.06881720430107527,0.17634408602150536,0.1870967741935484,0.5118279569892473
0.0065,0.05161290322580645,0.3870967741935484,0.513978494623656,0.16559139784946236,0.2752688172043011,0.4344086021505376,0.2903225806451613,0.47956989247311826,0.5010752688172043,0.4752688172043011,0.5655913978494623,0.2817204301075269,0.556989247311828,0.2924731182795699,0.3204301075268817,0.5849462365591398,0.5956989247311828,0.6172043010752688,0.5483870967741935,0.5440860215053763,0.5032258064516129,0.16559139784946236,0.07956989247311828,0.18494623655913978,0.2021505376344086,0.535483870967742
0.007,0.053763440860215055,0.4150537634408602,0.5333333333333333,0.17634408602150536,0.28817204301075267,0.44731182795698926,0.3118279569892473,0.49032258064516127,0.5225806451612903,0.4860215053763441,0.589247311827957,0.28817204301075267,0.5763440860215053,0.30752688172043013,0.34838709677419355,0.6150537634408603,0.6193548387096774,0.6408602150537634,0.567741935483871,0.5591397849462365,0.524731182795699,0.17419354838709677,0.08817204301075268,0.1956989247311828,0.2129032258064516,0.546236559139785
0.0075,0.06451612903225806,0.4258064516129032,0.5483870967741935,0.2021505376344086,0.3118279569892473,0.4559139784946237,0.33763440860215055,0.5182795698924731,0.5483870967741935,0.5053763440860215,0.6129032258064516,0.2967741935483871,0.5956989247311828,0.32688172043010755,0.3548387096774194,0.6430107526881721,0.6451612903225806,0.6666666666666666,0.5827956989247312,0.5827956989247312,0.5505376344086022,0.17849462365591398,0.1010752688172043,0.2086021505376344,0.23440860215053763,0.5612903225806452
0.008,0.07526881720430108,0.443010752688172,0.589247311827957,0.2129032258064516,0.32903225806451614,0.46881720430107526,0.36129032258064514,0.535483870967742,0.578494623655914,0.5397849462365591,0.6387096774193548,0.3161290322580645,0.6172043010752688,0.34838709677419355,0.3655913978494624,0.6709677419354839,0.6688172043010753,0.6903225806451613,0.6064516129032258,0.6,0.5741935483870968,0.1870967741935484,0.10967741935483871,0.221505376344086,0.24731182795698925,0.5763440860215053
0.0085,0.07741935483870968,0.44946236559139785,0.621505376344086,0.22795698924731184,0.34623655913978496,0.4838709677419355,0.3870967741935484,0.5548387096774193,0.6129032258064516,0.5806451612903226,0.6473118279569893,0.3419354838709677,0.6301075268817204,0.3827956989247312,0.3763440860215054,0.6817204301075269,0.6838709677419355,0.7053763440860215,0.6408602150537634,0.632258064516129,0.6172043010752688,0.1935483870967742,0.12043010752688173,0.23655913978494625,0.27741935483870966,0.6043010752688172
0.009,0.08172043010752689,0.45806451612903226,0.632258064516129,0.24731182795698925,0.3720430107526882,0.4989247311827957,0.40860215053763443,0.5763440860215053,0.6344086021505376,0.6064516129032258,0.6580645161290323,0.3634408602150538,0.6473118279569893,0.40860215053763443,0.3827956989247312,0.7032258064516129,0.7139784946236559,0.7354838709677419,0.6602150537634408,0.6516129032258065,0.6451612903225806,0.2021505376344086,0.12903225806451613,0.25161290322580643,0.2946236559139785,0.6150537634408603
0.0095,0.08817204301075268,0.4731182795698925,0.6451612903225806,0.26021505376344084,0.3827956989247312,0.5053763440860215,0.421505376344086,0.5935483870967742,0.6559139784946236,0.6365591397849463,0.6731182795698925,0.3956989247311828,0.6731182795698925,0.4258064516129032,0.4,0.7247311827956989,0.7333333333333333,0.7548387096774194,0.6924731182795699,0.6795698924731183,0.6795698924731183,0.22365591397849463,0.14623655913978495,0.26881720430107525,0.3096774193548387,0.6387096774193548
0.01,0.09032258064516129,0.4774193548387097,0.6688172043010753,0.27741935483870966,0.38924731182795697,0.513978494623656,0.432258064516129,0.6,0.6838709677419355,0.6623655913978495,0.7010752688172043,0.432258064516129,0.6795698924731183,0.44946236559139785,0.41935483870967744,0.7440860215053764,0.7526881720430108,0.7741935483870968,0.7161290322580646,0.7032258064516129,0.7075268817204301,0.23655913978494625,0.15913978494623657,0.2838709677419355,0.33548387096774196,0.6494623655913978
0.0105,0.0967741935483871,0.4946236559139785,0.6903225806451613,0.2967741935483871,0.4043010752688172,0.5311827956989247,0.443010752688172,0.6172043010752688,0.6967741935483871,0.6881720430107527,0.7118279569892473,0.44731182795698926,0.7075268817204301,0.45806451612903226,0.4258064516129032,0.7548387096774194,0.7591397849462366,0.7806451612903226,0.7290322580645161,0.7204301075268817,0.7247311827956989,0.24301075268817204,0.16989247311827957,0.2924731182795699,0.35268817204301073,0.6580645161290323
0.011,0.1053763440860215,0.5118279569892473,0.7053763440860215,0.3096774193548387,0.4172043010752688,0.5419354838709678,0.45376344086021503,0.6301075268817204,0.7075268817204301,0.6903225806451613,0.7204301075268817,0.47096774193548385,0.7182795698924731,0.4645161290322581,0.43655913978494626,0.7677419354838709,0.7698924731182796,0.7913978494623656,0.7462365591397849,0.7333333333333333,0.7440860215053764,0.2537634408602151,0.17634408602150536,0.3010752688172043,0.3741935483870968,0.6666666666666666
0.0115,0.11397849462365592,0.5204301075268817,0.7354838709677419,0.3204301075268817,0.4344086021505376,0.5526881720430108,0.4645161290322581,0.6430107526881721,0.7182795698924731,0.7161290322580646,0.7333333333333333,0.4967741935483871,0.7354838709677419,0.4752688172043011,0.45161290322580644,0.7806451612903226,0.7806451612903226,0.8021505376344086,0.7612903225806451,0.7462365591397849,0.7591397849462366,0.26666666666666666,0.18064516129032257,0.30752688172043013,0.4021505376344086,0.6752688172043011
0.012,0.12903225806451613,0.5333333333333333,0.7483870967741936,0.32688172043010755,0.44086021505376344,0.556989247311828,0.4731182795698925,0.6537634408602151,0.7397849462365591,0.7290322580645161,0.7397849462365591,0.5118279569892473,0.7397849462365591,0.49032258064516127,0.46021505376344085,0.7870967741935484,0.7913978494623656,0.8129032258064516,0.7741935483870968,0.7591397849462366,0.7698924731182796,0.2817204301075269,0.1956989247311828,0.3247311827956989,0.42795698924731185,0.6838709677419355
0.0125,0.13548387096774195,0.5397849462365591,0.7784946236559139,0.35268817204301073,0.44946236559139785,0.5634408602150538,0.4860215053763441,0.6580645161290323,0.7526881720430108,0.7311827956989247,0.7462365591397849,0.513978494623656,0.7526881720430108,0.4924731182795699,0.46881720430107526,0.7913978494623656,0.8,0.8236559139784946,0.7763440860215054,0.7591397849462366,0.7720430107526882,0.30752688172043013,0.20430107526881722,0.33548387096774196,0.4559139784946237,0.6924731182795699
0.013,0.14623655913978495,0.546236559139785,0.7913978494623656,0.36989247311827955,0.46021505376344085,0.567741935483871,0.4946236559139785,0.6602150537634408,0.7591397849462366,0.7483870967741936,0.7655913978494624,0.535483870967742,0.7655913978494624,0.5010752688172043,0.46881720430107526,0.7978494623655914,0.8064516129032258,0.8301075268817204,0.7849462365591398,0.7763440860215054,0.7849462365591398,0.3118279569892473,0.2129032258064516,0.33763440860215055,0.4731182795698925,0.6967741935483871
0.0135,0.15913978494623657,0.556989247311828,0.810752688172043,0.41935483870967744,0.4731182795698925,0.5720430107526882,0.4989247311827957,0.6666666666666666,0.7655913978494624,0.7591397849462366,0.7720430107526882,0.5548387096774193,0.7741935483870968,0.5118279569892473,0.4774193548387097,0.8064516129032258,0.821505376344086,0.8451612903225807,0.789247311827957,0.7849462365591398,0.7935483870967742,0.3225806451612903,0.21505376344086022,0.33763440860215055,0.4838709677419355,0.7075268817204301
0.014,0.16774193548387098,0.5591397849462365,0.8193548387096774,0.4258064516129032,0.4838709677419355,0.578494623655914,0.5118279569892473,0.6709677419354839,0.7720430107526882,0.7677419354838709,0.7741935483870968,0.5634408602150538,0.7784946236559139,0.524731182795699,0.4838709677419355,0.8129032258064516,0.8279569892473119,0.8516129032258064,0.7978494623655914,0.7956989247311828,0.8043010752688172,0.3311827956989247,0.21935483870967742,0.3419354838709677,0.4989247311827957,0.7139784946236559
0.0145,0.17419354838709677,0.567741935483871,0.8365591397849462,0.44731182795698926,0.49032258064516127,0.578494623655914,0.524731182795699,0.6838709677419355,0.7827956989247312,0.7784946236559139,0.7827956989247312,0.5827956989247312,0.7827956989247312,0.535483870967742,0.49032258064516127,0.8172043010752689,0.8344086021505376,0.8580645161290322,0.8021505376344086,0.8064516129032258,0.810752688172043,0.3311827956989247,0.21935483870967742,0.34408602150537637,0.5096774193548387,0.7182795698924731
0.015,0.1827956989247312,0.567741935483871,0.8387096774193549,0.46021505376344085,0.4967741935483871,0.5827956989247312,0.5397849462365591,0.6860215053763441,0.7870967741935484,0.7913978494623656,0.7978494623655914,0.589247311827957,0.7870967741935484,0.5419354838709678,0.4967741935483871,0.8279569892473119,0.8408602150537634,0.864516129032258,0.8064516129032258,0.8086021505376344,0.8150537634408602,0.3311827956989247,0.21935483870967742,0.34623655913978496,0.5118279569892473,0.7311827956989247
0.0155,0.1956989247311828,0.5720430107526882,0.843010752688172,0.46236559139784944,0.5032258064516129,0.5849462365591398,0.546236559139785,0.6860215053763441,0.7978494623655914,0.7935483870967742,0.8064516129032258,0.5913978494623656,0.789247311827957,0.546236559139785,0.4989247311827957,0.8279569892473119,0.8451612903225807,0.8688172043010752,0.8172043010752689,0.8236559139784946,0.8236559139784946,0.3311827956989247,0.22365591397849463,0.34838709677419355,0.5204301075268817,0.7376344086021506
0.016,0.221505376344086,0.5806451612903226,0.8516129032258064,0.4817204301075269,0.5075268817204301,0.5870967741935483,0.556989247311828,0.6860215053763441,0.8021505376344086,0.8,0.8129032258064516,0.5956989247311828,0.7956989247311828,0.556989247311828,0.5075268817204301,0.832258064516129,0.8473118279569892,0.8709677419354839,0.8193548387096774,0.8258064516129032,0.8258064516129032,0.3419354838709677,0.23655913978494625,0.35268817204301073,0.5419354838709678,0.7397849462365591
0.0165,0.23010752688172043,0.589247311827957,0.8666666666666667,0.4946236559139785,0.5161290322580645,0.5913978494623656,0.5698924731182796,0.6924731182795699,0.8172043010752689,0.8086021505376344,0.8279569892473119,0.6064516129032258,0.7956989247311828,0.5612903225806452,0.5161290322580645,0.8387096774193549,0.8516129032258064,0.875268817204301,0.8301075268817204,0.8344086021505376,0.8258064516129032,0.3548387096774194,0.24086021505376345,0.3634408602150538,0.5526881720430108,0.7462365591397849
0.017,0.24086021505376345,0.5956989247311828,0.8709677419354839,0.5268817204301075,0.5225806451612903,0.5935483870967742,0.5741935483870968,0.6946236559139785,0.821505376344086,0.8129032258064516,0.8344086021505376,0.6150537634408603,0.8,0.5698924731182796,0.5268817204301075,0.8408602150537634,0.8559139784946237,0.8795698924731182,0.8365591397849462,0.8408602150537634,0.8279569892473119,0.36129032258064514,0.24086021505376345,0.3720430107526882,0.5634408602150538,0.7505376344086021
0.0175,0.2537634408602151,0.5978494623655914,0.875268817204301,0.535483870967742,0.5268817204301075,0.5978494623655914,0.578494623655914,0.7032258064516129,0.8258064516129032,0.8150537634408602,0.8387096774193549,0.6301075268817204,0.8021505376344086,0.5720430107526882,0.535483870967742,0.8451612903225807,0.8580645161290322,0.8817204301075269,0.843010752688172,0.8494623655913979,0.832258064516129,0.3634408602150538,0.24516129032258063,0.3720430107526882,0.5655913978494623,0.7526881720430108
0.018,0.26881720430107525,0.6,0.8817204301075269,0.5440860215053763,0.5311827956989247,0.6,0.589247311827957,0.7053763440860215,0.832258064516129,0.8193548387096774,0.8408602150537634,0.6408602150537634,0.8064516129032258,0.5827956989247312,0.5376344086021505,0.8516129032258064,0.8602150537634409,0.8838709677419355,0.8516129032258064,0.8559139784946237,0.8387096774193549,0.36774193548387096,0.24731182795698925,0.3763440860215054,0.5698924731182796,0.7548387096774194
0.0185,0.27741935483870966,0.6,0.8838709677419355,0.556989247311828,0.5333333333333333,0.6043010752688172,0.5956989247311828,0.7118279569892473,0.8387096774193549,0.8236559139784946,0.8451612903225807,0.6430107526881721,0.8129032258064516,0.5849462365591398,0.5397849462365591,0.8559139784946237,0.8688172043010752,0.8924731182795699,0.8580645161290322,0.8602150537634409,0.843010752688172,0.3741935483870968,0.24946236559139784,0.38064516129032255,0.5741935483870968,0.7591397849462366
0.019,0.28817204301075267,0.6043010752688172,0.8881720430107527,0.5763440860215053,0.535483870967742,0.6172043010752688,0.6064516129032258,0.7161290322580646,0.8408602150537634,0.8344086021505376,0.8473118279569892,0.6473118279569893,0.8193548387096774,0.5956989247311828,0.5505376344086022,0.8602150537634409,0.8688172043010752,0.8946236559139785,0.8602150537634409,0.8666666666666667,0.8473118279569892,0.3763440860215054,0.25161290322580643,0.3827956989247312,0.5849462365591398,0.7634408602150538
0.0195,0.3053763440860215,0.610752688172043,0.8881720430107527,0.589247311827957,0.5397849462365591,0.6236559139784946,0.6172043010752688,0.7204301075268817,0.8451612903225807,0.8451612903225807,0.8516129032258064,0.6602150537634408,0.821505376344086,0.6043010752688172,0.5634408602150538,0.8623655913978494,0.8731182795698925,0.8989247311827957,0.864516129032258,0.8709677419354839,0.853763440860215,0.3827956989247312,0.25591397849462366,0.3913978494623656,0.5978494623655914,0.7655913978494624
0.02,0.31827956989247314,0.6129032258064516,0.8946236559139785,0.6021505376344086,0.5419354838709678,0.6258064516129033,0.6279569892473118,0.7247311827956989,0.8516129032258064,0.8516129032258064,0.8516129032258064,0.6666666666666666,0.8236559139784946,0.6086021505376344,0.5698924731182796,0.864516129032258,0.875268817204301,0.9010752688172043,0.8688172043010752,0.8795698924731182,0.8559139784946237,0.38924731182795697,0.2623655913978495,0.4043010752688172,0.610752688172043,0.7677419354838709
0.0205,0.3333333333333333,0.6129032258064516,0.9032258064516129,0.6064516129032258,0.546236559139785,0.6279569892473118,0.6301075268817204,0.7290322580645161,0.8580645161290322,0.853763440860215,0.853763440860215,0.6688172043010753,0.8236559139784946,0.6086021505376344,0.5763440860215053,0.875268817204301,0.875268817204301,0.9032258064516129,0.875268817204301,0.8838709677419355,0.8580645161290322,0.3956989247311828,0.2645161290322581,0.40860215053763443,0.6129032258064516,0.7677419354838709
0.021,0.34408602150537637,0.6150537634408603,0.9053763440860215,0.6086021505376344,0.5505376344086022,0.632258064516129,0.6365591397849463,0.7333333333333333,0.864516129032258,0.8580645161290322,0.853763440860215,0.6709677419354839,0.8258064516129032,0.6150537634408603,0.578494623655914,0.875268817204301,0.875268817204301,0.9053763440860215,0.8774193548387097,0.8881720430107527,0.8580645161290322,0.3956989247311828,0.26881720430107525,0.4129032258064516,0.621505376344086,0.7720430107526882
0.0215,0.35053763440860214,0.6172043010752688,0.9096774193548387,0.6258064516129033,0.5505376344086022,0.6387096774193548,0.6387096774193548,0.7376344086021506,0.8688172043010752,0.8602150537634409,0.8602150537634409,0.6731182795698925,0.8279569892473119,0.6193548387096774,0.5827956989247312,0.8774193548387097,0.875268817204301,0.9053763440860215,0.8774193548387097,0.8903225806451613,0.8580645161290322,0.3956989247311828,0.2731182795698925,0.4150537634408602,0.6301075268817204,0.7741935483870968
0.022,0.3655913978494624,0.621505376344086,0.9096774193548387,0.6301075268817204,0.5548387096774193,0.6408602150537634,0.6387096774193548,0.7397849462365591,0.8731182795698925,0.8623655913978494,0.8602150537634409,0.6795698924731183,0.8301075268817204,0.6258064516129033,0.589247311827957,0.8817204301075269,0.8774193548387097,0.9075268817204301,0.8795698924731182,0.8924731182795699,0.8602150537634409,0.3978494623655914,0.2752688172043011,0.4172043010752688,0.6344086021505376,0.7741935483870968
0.0225,0.3720430107526882,0.621505376344086,0.9118279569892473,0.6365591397849463,0.5548387096774193,0.6451612903225806,0.6516129032258065,0.7419354838709677,0.8774193548387097,0.8709677419354839,0.8602150537634409,0.6838709677419355,0.8301075268817204,0.6279569892473118,0.5913978494623656,0.8838709677419355,0.8774193548387097,0.9075268817204301,0.8817204301075269,0.8924731182795699,0.8602150537634409,0.4021505376344086,0.2838709677419355,0.41935483870967744,0.6365591397849463,0.7806451612903226
0.023,0.38924731182795697,0.6301075268817204,0.9139784946236559,0.6430107526881721,0.556989247311828,0.6473118279569893,0.6559139784946236,0.7440860215053764,0.8795698924731182,0.8731182795698925,0.8623655913978494,0.6881720430107527,0.8301075268817204,0.6301075268817204,0.5978494623655914,0.8838709677419355,0.8817204301075269,0.9118279569892473,0.8838709677419355,0.8924731182795699,0.8602150537634409,0.4043010752688172,0.28817204301075267,0.421505376344086,0.6408602150537634,0.789247311827957
0.0235,0.3935483870967742,0.6344086021505376,0.9204301075268817,0.6516129032258065,0.556989247311828,0.6473118279569893,0.6645161290322581,0.7440860215053764,0.8795698924731182,0.875268817204301,0.8666666666666667,0.6924731182795699,0.8301075268817204,0.6408602150537634,0.6021505376344086,0.8881720430107527,0.8817204301075269,0.9118279569892473,0.8838709677419355,0.8946236559139785,0.8602150537634409,0.40860215053763443,0.2924731182795699,0.42795698924731185,0.6451612903225806,0.7913978494623656
0.024,0.4064516129032258,0.6344086021505376,0.9204301075268817,0.6537634408602151,0.5634408602150538,0.6494623655913978,0.6709677419354839,0.7440860215053764,0.8817204301075269,0.875268817204301,0.8666666666666667,0.7010752688172043,0.8301075268817204,0.6408602150537634,0.6043010752688172,0.8903225806451613,0.8817204301075269,0.9118279569892473,0.8881720430107527,0.9010752688172043,0.8688172043010752,0.4172043010752688,0.2989247311827957,0.4344086021505376,0.6516129032258065,0.7935483870967742
0.0245,0.4172043010752688,0.6365591397849463,0.9225806451612903,0.6688172043010753,0.567741935483871,0.6516129032258065,0.6774193548387096,0.7462365591397849,0.886021505376344,0.8774193548387097,0.8666666666666667,0.7010752688172043,0.832258064516129,0.6473118279569893,0.6043010752688172,0.8924731182795699,0.886021505376344,0.9182795698924732,0.8903225806451613,0.9053763440860215,0.8774193548387097,0.4172043010752688,0.3032258064516129,0.43655913978494626,0.6580645161290323,0.7956989247311828
0.025,0.42795698924731185,0.6365591397849463,0.9225806451612903,0.6795698924731183,0.5720430107526882,0.6537634408602151,0.6838709677419355,0.7483870967741936,0.886021505376344,0.8795698924731182,0.8731182795698925,0.7053763440860215,0.8387096774193549,0.6494623655913978,0.6064516129032258,0.8924731182795699,0.8903225806451613,0.9225806451612903,0.8946236559139785,0.9053763440860215,0.8795698924731182,0.4172043010752688,0.30752688172043013,0.44086021505376344,0.6623655913978495,0.7978494623655914
0.0255,0.4344086021505376,0.6451612903225806,0.9225806451612903,0.7161290322580646,0.5741935483870968,0.6559139784946236,0.6860215053763441,0.7505376344086021,0.886021505376344,0.8795698924731182,0.875268817204301,0.7096774193548387,0.843010752688172,0.6516129032258065,0.6064516129032258,0.8946236559139785,0.8903225806451613,0.9225806451612903,0.8946236559139785,0.9075268817204301,0.8795698924731182,0.4172043010752688,0.30752688172043013,0.44516129032258067,0.6645161290322581,0.7978494623655914
0.026,0.44516129032258067,0.6451612903225806,0.9247311827956989,0.7204301075268817,0.5827956989247312,0.6580645161290323,0.6881720430107527,0.7505376344086021,0.8881720430107527,0.8817204301075269,0.8795698924731182,0.7118279569892473,0.843010752688172,0.6516129032258065,0.6064516129032258,0.8946236559139785,0.8924731182795699,0.9247311827956989,0.8946236559139785,0.9075268817204301,0.8817204301075269,0.4236559139784946,0.3139784946236559,0.45161290322580644,0.6666666666666666,0.7978494623655914
0.0265,0.45161290322580644,0.6494623655913978,0.9311827956989247,0.7225806451612903,0.5827956989247312,0.6602150537634408,0.6881720430107527,0.7505376344086021,0.8881720430107527,0.8838709677419355,0.8795698924731182,0.7139784946236559,0.8451612903225807,0.6537634408602151,0.6086021505376344,0.896774193548387,0.8924731182795699,0.9247311827956989,0.8946236559139785,0.9096774193548387,0.8817204301075269,0.4236559139784946,0.31827956989247314,0.45161290322580644,0.6688172043010753,0.7978494623655914
0.027,0.4645161290322581,0.6537634408602151,0.9311827956989247,0.7290322580645161,0.5849462365591398,0.6602150537634408,0.6903225806451613,0.7526881720430108,0.8881720430107527,0.8881720430107527,0.8817204301075269,0.7182795698924731,0.8451612903225807,0.6580645161290323,0.6129032258064516,0.9010752688172043,0.8946236559139785,0.9268817204301075,0.9010752688172043,0.9139784946236559,0.8881720430107527,0.42795698924731185,0.3225806451612903,0.45376344086021503,0.6709677419354839,0.7978494623655914
0.0275,0.47096774193548385,0.6580645161290323,0.9311827956989247,0.7440860215053764,0.5849462365591398,0.6602150537634408,0.6967741935483871,0.7548387096774194,0.8903225806451613,0.8881720430107527,0.8817204301075269,0.7204301075268817,0.8473118279569892,0.6580645161290323,0.6150537634408603,0.9010752688172043,0.896774193548387,0.9290322580645162,0.9010752688172043,0.9139784946236559,0.8881720430107527,0.43010752688172044,0.32903225806451614,0.45376344086021503,0.6731182795698925,0.7978494623655914
