Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.08108108108108109,0.11261261261261261,0.10810810810810811,0.0945945945945946,0.0,0.17567567567567569,0.11711711711711711,0.02702702702702703,0.06306306306306306,0.14864864864864866,0.018018018018018018,0.14864864864864866,0.18468468468468469,0.1891891891891892,0.11261261261261261,0.10810810810810811,0.1036036036036036,0.21171171171171171
0.001,0.10810810810810811,0.2072072072072072,0.22972972972972974,0.1981981981981982,0.0045045045045045045,0.32432432432432434,0.21621621621621623,0.08108108108108109,0.11261261261261261,0.2747747747747748,0.036036036036036036,0.28378378378378377,0.3153153153153153,0.31981981981981983,0.2072072072072072,0.1981981981981982,0.1981981981981982,0.38738738738738737
0.0015,0.12162162162162163,0.27927927927927926,0.3108108108108108,0.28378378378378377,0.018018018018018018,0.4189189189189189,0.3063063063063063,0.17567567567567569,0.15765765765765766,0.4144144144144144,0.05405405405405406,0.34234234234234234,0.38738738738738737,0.3918918918918919,0.27927927927927926,0.2702702702702703,0.28378378378378377,0.5
0.002,0.18018018018018017,0.35585585585585583,0.3918918918918919,0.36036036036036034,0.036036036036036036,0.4864864864864865,0.4009009009009009,0.25675675675675674,0.20270270270270271,0.5225225225225225,0.07657657657657657,0.4189189189189189,0.45045045045045046,0.45495495495495497,0.34234234234234234,0.33783783783783783,0.35135135135135137,0.5900900900900901
0.0025,0.23423423423423423,0.45045045045045046,0.4594594594594595,0.46846846846846846,0.036036036036036036,0.5405405405405406,0.44144144144144143,0.32432432432432434,0.21171171171171171,0.581081081081081,0.11261261261261261,0.45045045045045046,0.527027027027027,0.5315315315315315,0.3918918918918919,0.3738738738738739,0.3963963963963964,0.6171171171171171
0.003,0.25675675675675674,0.536036036036036,0.5225225225225225,0.5315315315315315,0.04054054054054054,0.5765765765765766,0.5,0.3963963963963964,0.22072072072072071,0.6441441441441441,0.12612612612612611,0.481981981981982,0.5585585585585585,0.5630630630630631,0.4369369369369369,0.40540540540540543,0.44594594594594594,0.6396396396396397
0.0035,0.2882882882882883,0.5945945945945946,0.5945945945945946,0.5990990990990991,0.04504504504504504,0.5990990990990991,0.5315315315315315,0.44594594594594594,0.24324324324324326,0.6621621621621622,0.14864864864864866,0.4954954954954955,0.5720720720720721,0.5765765765765766,0.4594594594594595,0.43243243243243246,0.47297297297297297,0.6756756756756757
0.004,0.35135135135135137,0.6216216216216216,0.6396396396396397,0.6441441441441441,0.05405405405405406,0.6126126126126126,0.5855855855855856,0.5,0.25225225225225223,0.6801801801801802,0.16216216216216217,0.5225225225225225,0.5990990990990991,0.6036036036036037,0.4864864864864865,0.46396396396396394,0.4954954954954955,0.6891891891891891
0.0045,0.3918918918918919,0.6441441441441441,0.6531531531531531,0.6711711711711712,0.05855855855855856,0.6351351351351351,0.6261261261261262,0.5765765765765766,0.2747747747747748,0.7072072072072072,0.1891891891891892,0.545045045045045,0.6126126126126126,0.6171171171171171,0.5135135135135135,0.4864864864864865,0.5135135135135135,0.7072072072072072
0.005,0.4369369369369369,0.6756756756756757,0.6711711711711712,0.6936936936936937,0.07207207207207207,0.6486486486486487,0.6576576576576577,0.6306306306306306,0.2972972972972973,0.7252252252252253,0.22072072072072071,0.5720720720720721,0.6306306306306306,0.6351351351351351,0.5405405405405406,0.509009009009009,0.527027027027027,0.7072072072072072
0.0055,0.4864864864864865,0.6981981981981982,0.7117117117117117,0.7252252252252253,0.09009009009009009,0.6576576576576577,0.6756756756756757,0.6846846846846847,0.3153153153153153,0.7387387387387387,0.26126126126126126,0.6036036036036037,0.6531531531531531,0.6576576576576577,0.5675675675675675,0.5405405405405406,0.5630630630630631,0.7072072072072072
0.006,0.5225225225225225,0.7072072072072072,0.7387387387387387,0.7477477477477478,0.0990990990990991,0.6756756756756757,0.7162162162162162,0.7117117117117117,0.33783783783783783,0.7522522522522522,0.3108108108108108,0.6306306306306306,0.6756756756756757,0.6801801801801802,0.5855855855855856,0.5765765765765766,0.581081081081081,0.7117117117117117
0.0065,0.5585585585585585,0.7072072072072072,0.7567567567567568,0.7657657657657657,0.1036036036036036,0.6846846846846847,0.7252252252252253,0.7432432432432432,0.35585585585585583,0.7612612612612613,0.34234234234234234,0.6396396396396397,0.6846846846846847,0.6891891891891891,0.6036036036036037,0.5990990990990991,0.6036036036036037,0.7162162162162162
0.007,0.6081081081081081,0.7207207207207207,0.7702702702702703,0.7702702702702703,0.12162162162162163,0.6981981981981982,0.7297297297297297,0.7477477477477478,0.3783783783783784,0.7612612612612613,0.35585585585585583,0.6621621621621622,0.7027027027027027,0.7072072072072072,0.6036036036036037,0.6126126126126126,0.6036036036036037,0.7162162162162162
0.0075,0.6396396396396397,0.7477477477477478,0.7837837837837838,0.8018018018018018,0.13063063063063063,0.6981981981981982,0.7387387387387387,0.7612612612612613,0.4144144144144144,0.7612612612612613,0.3738738738738739,0.6711711711711712,0.7117117117117117,0.7162162162162162,0.6126126126126126,0.6216216216216216,0.6081081081081081,0.7342342342342343
0.008,0.6666666666666666,0.7747747747747747,0.7927927927927928,0.8198198198198198,0.15765765765765766,0.7072072072072072,0.7612612612612613,0.7747747747747747,0.4369369369369369,0.7747747747747747,0.40540540540540543,0.6846846846846847,0.7162162162162162,0.7207207207207207,0.6486486486486487,0.6531531531531531,0.6351351351351351,0.7387387387387387
0.0085,0.6846846846846847,0.7837837837837838,0.8063063063063063,0.8288288288288288,0.18018018018018017,0.7117117117117117,0.7657657657657657,0.7837837837837838,0.47297297297297297,0.7837837837837838,0.4144144144144144,0.6891891891891891,0.7252252252252253,0.7297297297297297,0.6576576576576577,0.6531531531531531,0.6396396396396397,0.7522522522522522
0.009,0.7252252252252253,0.7927927927927928,0.8153153153153153,0.8288288288288288,0.1891891891891892,0.7162162162162162,0.7837837837837838,0.7882882882882883,0.4954954954954955,0.7972972972972973,0.4189189189189189,0.7027027027027027,0.7387387387387387,0.7432432432432432,0.6711711711711712,0.6576576576576577,0.6621621621621622,0.7567567567567568
0.0095,0.7702702702702703,0.7972972972972973,0.8198198198198198,0.8333333333333334,0.20270270270270271,0.7297297297297297,0.8063063063063063,0.7882882882882883,0.5135135135135135,0.8063063063063063,0.4369369369369369,0.7162162162162162,0.7567567567567568,0.7612612612612613,0.6981981981981982,0.6756756756756757,0.6891891891891891,0.7612612612612613
0.01,0.7927927927927928,0.8063063063063063,0.8333333333333334,0.8423423423423423,0.22522522522522523,0.7387387387387387,0.8108108108108109,0.7972972972972973,0.5405405405405406,0.8153153153153153,0.4369369369369369,0.7252252252252253,0.7612612612612613,0.7657657657657657,0.7027027027027027,0.6756756756756757,0.6981981981981982,0.7612612612612613
0.0105,0.7972972972972973,0.8153153153153153,0.8333333333333334,0.8423423423423423,0.24774774774774774,0.7387387387387387,0.8108108108108109,0.8108108108108109,0.5585585585585585,0.8153153153153153,0.45045045045045046,0.7342342342342343,0.7792792792792793,0.7837837837837838,0.7162162162162162,0.6936936936936937,0.7117117117117117,0.7657657657657657
0.011,0.8198198198198198,0.8198198198198198,0.8423423423423423,0.8513513513513513,0.26576576576576577,0.7432432432432432,0.8153153153153153,0.8108108108108109,0.5765765765765766,0.8153153153153153,0.46396396396396394,0.7387387387387387,0.7837837837837838,0.7882882882882883,0.7342342342342343,0.7162162162162162,0.7342342342342343,0.7657657657657657
0.0115,0.8378378378378378,0.8333333333333334,0.8468468468468469,0.8513513513513513,0.2702702702702703,0.7567567567567568,0.8153153153153153,0.8108108108108109,0.6081081081081081,0.8153153153153153,0.481981981981982,0.7477477477477478,0.7927927927927928,0.7972972972972973,0.7477477477477478,0.7297297297297297,0.7387387387387387,0.7702702702702703
