τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,
0.005,0.0015557254159752549,0.4218828302880707,0.00047802657710660794,0.0007673279854147251,0.0008000059852629535,0.0008000059852629535,0.0007927928797932195,0.0007927928797932195,0.0007927928797932195
0.01,-0.15359087097151405,0.2939293391861339,-0.038193837983369894,-0.01602957078821028,-0.01604317734256918,-0.01604317734256918,0.022356201840258334,0.03780776632738857,0.03780776632738857
0.015,-0.19303592629098018,0.2304991038271228,-0.05830186507097717,-0.01250564293550362,-0.012650547183598716,-0.012650547183598716,0.017130294273409463,0.02967218751108641,0.028946196528273762
0.02,-0.14264517501887838,0.2813142502249266,0.00047542883267494924,0.04030640419063235,0.040624332374288405,0.040624332374288405,0.06637741096471785,0.077302828244375,0.07635537608999354
0.025,-0.15200141921029156,0.2591748031822511,-0.04242065448989956,0.010485992737087063,0.0549501349549022,0.0549501349549022,0.06422482410028864,0.10812264279990919,0.08495042283660585
0.03,-0.1374285229964918,0.2686414267114006,-0.018893558766948426,0.017573692412298315,0.06894939525553814,0.06894939525553814,0.07727263750586164,0.09790612880387642,0.07719183388482755
0.035,-0.13760939163194094,0.23916436076916558,-0.03346408183686022,0.016319222460151928,0.060147144072148,0.06014714407214801,0.08549745238033903,0.08657794599417036,0.08542623562959711
0.04,-0.11462262459130289,0.24496589675669928,-0.0318005502545396,0.031208681604187834,0.07336797631234682,0.07336797631234682,0.09757125036527885,0.09834234035474701,0.09724635791104023
0.045,-0.11126279670837544,0.23811059652148725,-0.030719786689094836,0.029834196093596912,0.07083743724612296,0.07083743724612296,0.09451989446764426,0.09488801998483722,0.09470060583584027
0.05,-0.11936323220269592,0.2404312612360482,-0.02907360250374889,-0.004038890257622808,0.06697383460870789,0.06697383460870789,0.08902130717101925,0.08853566753475428,0.09059400681281049
0.055,-0.1074664124142379,0.24874922175821798,-0.028182528300755617,0.00443912674248668,0.07342826244223292,0.07342826244223294,0.08649157662666793,0.08601981240858196,0.09628414530100401
0.06,-0.10446348034876143,0.24705682479548471,-0.0262332735934504,-0.008212536978851387,0.0739691004462903,0.0739691004462903,0.08669560579706441,0.08654071581205006,0.09619334170689998
0.065,-0.1273509982358032,0.24667321644615484,-0.025424944278872052,-0.01880632931619107,0.07074540068320376,0.07074540068320376,0.08324078482295161,0.08287674789315376,0.09213805111659085
0.07,-0.1273509982358032,0.24667321644615484,-0.025424944278872052,-0.01880632931619107,0.07074540068320376,0.07074540068320376,0.08324078482295161,0.08287674789315376,0.09213805111659085
0.075,-0.11257161825441969,0.2580752406988229,-0.011468154807223449,-0.005167500103950746,0.08317103724060639,0.08317103724060639,0.0949838046087155,0.08250149435695739,0.10473662018096919
0.08,-0.08448611276637445,0.2823022629074366,0.015952843055677336,0.007841308158807713,0.10871991638859652,0.10871991638859652,0.12042339060728033,0.09447869088869373,0.129736678763259
0.085,-0.0715854602064165,0.29053055617396334,0.027529038311820114,0.01952102974013988,0.11889524024735253,0.11889524024735253,0.13028420068098176,0.10498614306204393,0.13978623499018628
0.09,-0.07040712362229518,0.28683133709001435,0.027314716003807308,0.01925645783105048,0.11753551443886899,0.11753551443886899,0.12892366029627672,0.10394993674937653,0.13830387365279911
0.095,-0.06951604639300993,0.2837376583760593,0.02711337236833376,0.019073292737614825,0.11609514836877594,0.11609514836877596,0.12727649058263205,0.10295093494864427,0.1365379670612238
0.1,-0.05449214492608717,0.303212682669735,0.03943797856952179,0.019264258400280017,0.12726407057645128,0.12726407057645128,0.13770530300268177,0.09953685983567752,0.13407542514774004
0.105,-0.05449214492608717,0.303212682669735,0.03943797856952179,0.019264258400280017,0.12726407057645128,0.12726407057645128,0.13770530300268177,0.09953685983567752,0.13407542514774004
0.11,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.115,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.12,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.125,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.13,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.135,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.14,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.145,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.15,-0.05248996100854867,0.29299912534978323,0.026742520681224676,0.007937507888706435,0.11241272410828276,0.11241272410828276,0.12233647169839719,0.08563382222830254,0.11916000835855667
0.155,-0.05155575687720663,0.28995632358769463,0.021905666613176295,0.008412426673200218,0.11152732496725945,0.11152732496725945,0.11670062750500113,0.08002104031239954,0.11356197920492059
0.16,-0.051604453922274814,0.29731377863720815,0.021096670401913837,0.0065503406949775035,0.10939211776110638,0.10939211776110638,0.11468923825891439,0.08004189973417906,0.11139996765802282
0.165,-0.03952402214280682,0.29642621993722296,0.021007034907836623,0.006165587237717546,0.10576250771920681,0.09896061899889165,0.11632306765613269,0.07995227891482673,0.11001350478509107
0.17,-0.025498589029479983,0.31461654228734665,0.03352990262812137,0.01566070787633719,0.1088151462938975,0.1020914402025515,0.13481083387607237,0.09258874228656853,0.12230443682499079
0.175,-0.036947509511078634,0.3153678777774424,0.038661064200964025,0.015277385802739457,0.10715913129577945,0.10051183095547143,0.13286382580901346,0.09112153071484491,0.1204995469062396
0.18,-0.036947509511078634,0.3153678777774424,0.038661064200964025,0.015277385802739457,0.10715913129577945,0.10051183095547143,0.13286382580901346,0.09112153071484491,0.1204995469062396
0.185,-0.036947509511078634,0.3153678777774424,0.038661064200964025,0.015277385802739457,0.10715913129577945,0.10051183095547143,0.13286382580901346,0.09112153071484491,0.1204995469062396
0.19,-0.036947509511078634,0.3153678777774424,0.038661064200964025,0.015277385802739457,0.10715913129577945,0.10051183095547143,0.13286382580901346,0.09112153071484491,0.1204995469062396
0.195,-0.023464995047204503,0.3264447554926521,0.050607579916446065,0.03434755837546711,0.10664860657980123,0.10007599500736186,0.14444580235464094,0.10098133099855133,0.12798612989582012
0.2,-0.023464995047204503,0.3264447554926521,0.050607579916446065,0.03434755837546711,0.10664860657980123,0.10007599500736186,0.14444580235464094,0.10098133099855133,0.12798612989582012
0.205,-0.0226209809521642,0.32289566995965874,0.03978182839836483,0.022228866371419936,0.09516491601754537,0.08866533346257754,0.13244043853661128,0.09002141767414452,0.1161636513273329
0.21,-0.0226209809521642,0.32289566995965874,0.03978182839836483,0.022228866371419936,0.09516491601754537,0.08866533346257754,0.13244043853661128,0.09002141767414452,0.1161636513273329
0.215,-0.0226209809521642,0.32289566995965874,0.03978182839836483,0.022228866371419936,0.09516491601754537,0.08866533346257754,0.13244043853661128,0.09002141767414452,0.1161636513273329
0.22,-0.02245853874962836,0.3191964702607225,0.028580757999098164,0.013359179889654297,0.08282366081972532,0.07639550224887803,0.12047081282263952,0.08969456706150691,0.1043728914068697
0.225,-0.021946097035488433,0.319093526898438,0.025406408143831032,0.012762326152928796,0.08153420863951644,0.06430635614009138,0.11905382297381074,0.08861210162312524,0.1031308789647341
0.23,-0.021946097035488433,0.319093526898438,0.025406408143831032,0.012762326152928796,0.08153420863951644,0.06430635614009138,0.11905382297381074,0.08861210162312524,0.1031308789647341
0.235,-0.021946097035488433,0.319093526898438,0.025406408143831032,0.012762326152928796,0.08153420863951644,0.06430635614009138,0.11905382297381074,0.08861210162312524,0.1031308789647341
0.24,-0.021285934553631314,0.3215689383106171,0.026302365948828167,0.01715629166956416,0.08389410234101985,0.056098807395352064,0.12189432416081977,0.0842895260875603,0.10494210690636858
0.245,-0.021285934553631314,0.3215689383106171,0.026302365948828167,0.01715629166956416,0.08389410234101985,0.056098807395352064,0.12189432416081977,0.0842895260875603,0.10494210690636858
0.25,-0.021285934553631314,0.3215689383106171,0.026302365948828167,0.01715629166956416,0.08389410234101985,0.056098807395352064,0.12189432416081977,0.0842895260875603,0.10494210690636858
0.255,-0.021285934553631314,0.3215689383106171,0.026302365948828167,0.01715629166956416,0.08389410234101985,0.056098807395352064,0.12189432416081977,0.0842895260875603,0.10494210690636858
0.26,-0.03140816036142353,0.3291902625044099,0.026020856174263352,0.019433279462879243,0.07225681392529852,0.0447572136067123,0.12061674882542801,0.08341200179550108,0.1038448743077263
0.265,-0.04810974827571645,0.3355438062837662,0.0313263506527193,0.005269110853187921,0.06584176223057724,0.028498402882070274,0.1160886582192715,0.07611907879946589,0.09463288964298665
0.27,-0.04810974827571645,0.3355438062837662,0.0313263506527193,0.005269110853187921,0.06584176223057724,0.028498402882070274,0.1160886582192715,0.07611907879946589,0.09463288964298665
0.275,-0.05639525179423449,0.33108885454948933,0.02263239274297732,-0.0023259156763987482,0.054885477178321936,0.018304227204274298,0.10573170379804121,0.06588631347116772,0.08483597786276291
0.28,-0.05639525179423449,0.33108885454948933,0.02263239274297732,-0.0023259156763987482,0.054885477178321936,0.018304227204274298,0.10573170379804121,0.06588631347116772,0.08483597786276291
0.285,-0.05582613712750489,0.3279747688811263,0.022356471093110192,-0.006882204545007957,0.04506828832544408,0.008856545926891871,0.10438911255436166,0.06494620091765858,0.08370445455782355
0.29,-0.05582613712750489,0.3279747688811263,0.022356471093110192,-0.006882204545007957,0.04506828832544408,0.008856545926891871,0.10438911255436166,0.06494620091765858,0.08370445455782355
0.295,-0.05582613712750489,0.3279747688811263,0.022356471093110192,-0.006882204545007957,0.04506828832544408,0.008856545926891871,0.10438911255436166,0.06494620091765858,0.08370445455782355
0.3,-0.058206077476171195,0.3392822458829037,0.028406139674768873,-0.004123446095413406,0.04925318780183312,0.013403562827266435,0.1098827008579177,0.07849931703538388,0.0876433198898067
0.305,-0.058206077476171195,0.3392822458829037,0.028406139674768873,-0.004123446095413406,0.04925318780183312,0.013403562827266435,0.1098827008579177,0.07849931703538388,0.0876433198898067
0.31,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.315,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.32,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.325,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.33,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.335,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.34,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.345,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.35,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.355,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.36,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.365,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.37,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.375,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.38,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.385,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.39,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.395,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.4,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.405,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.41,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.415,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.42,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.425,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.43,-0.057161472327204886,0.344351738079595,0.029295562687027255,-0.003544018708316727,0.050048016379467195,0.01455333818682692,0.11046123296358973,0.07938857571355624,0.0884420438862521
0.435,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.44,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.445,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.45,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.455,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.46,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.465,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.47,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.475,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.48,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.485,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.49,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.495,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
0.5,-0.06039878692618792,0.34518085415500177,0.03579215137411963,-9.154682653555217e-05,0.04563824902420984,0.010491557872673873,0.11013556400250021,0.07519338470715428,0.08415809338796099
