τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,,,,,,
0.005,0.0034401120692303276,0.019138390500131483,0.001633943000317392,0.04237294316854563,0.04171958502812693,0.04171958502812693
0.01,0.003784789993034467,0.018365648393512745,0.001663747772493828,0.038600449634898885,0.037962195254240806,0.037962195254240806
0.015,0.0034693908269482613,0.01842718413009734,0.0016885984591061703,0.035395035117408165,0.03480996860180492,0.03480996860180492
0.02,0.0034693908269482613,0.01842718413009734,0.0016885984591061703,0.035395035117408165,0.03480996860180492,0.03480996860180492
0.025,0.0034693908269482613,0.01842718413009734,0.0016885984591061703,0.035395035117408165,0.03480996860180492,0.03480996860180492
0.03,0.0034693908269482613,0.01842718413009734,0.0016885984591061703,0.035395035117408165,0.03480996860180492,0.03480996860180492
0.035,0.0034693908269482613,0.01842718413009734,0.0016885984591061703,0.035395035117408165,0.03480996860180492,0.03480996860180492
0.04,0.0032025146094907028,0.01847888777406986,0.0017095889206476102,0.03291640155032643,0.03214269619633226,0.03214269619633226
0.045,0.0029737635659556525,0.018119919124684674,0.0017464356511062795,0.030565706614526983,0.029847265928675256,0.029847265928675256
0.05,0.0029737635659556525,0.018119919124684674,0.0017464356511062795,0.030565706614526983,0.029847265928675256,0.029847265928675256
0.055,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.06,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.065,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.07,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.075,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.08,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.085,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.09,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.095,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.1,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.105,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.11,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.115,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.12,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.125,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.13,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.135,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.14,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.145,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.15,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.155,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.16,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.165,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.17,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.175,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.18,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.185,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.19,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.195,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.2,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.205,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.21,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.215,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.22,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.225,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.23,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.235,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.24,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.245,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
0.25,0.003093120428876926,0.018752683828328162,0.00163888432129341,0.02853119641641174,0.027860651776283458,0.027860651776283458
