Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,1.0818734184832413e-08,4.682683391670621e-09,8.011587656029359e-05,5.538804633858728e-07,2.820934606459937e-12,0.18856956844476286,8.221591072383429e-14
davies2009/mirex_qm_tempotracker,1.0818734184832413e-08,1.0,0.9650886885026074,2.9932065640690465e-21,1.6055724105518588e-25,4.799766680472559e-33,2.927040525494171e-11,6.071495952268007e-38
percival2014/stem,4.682683391670621e-09,0.9650886885026074,1.0,4.709619631240787e-23,7.471631368457193e-26,6.827609433178653e-32,4.964796628855261e-12,6.80730935166077e-36
schreiber2017/ismir2017,8.011587656029359e-05,2.9932065640690465e-21,4.709619631240787e-23,1.0,0.12408681522720616,0.005705915288936022,0.005368531212071257,0.0012429801513024273
schreiber2017/mirex2017,5.538804633858728e-07,1.6055724105518588e-25,7.471631368457193e-26,0.12408681522720616,1.0,0.1298883133542428,0.00010254365528994542,0.04231527490571414
schreiber2018/cnn,2.820934606459937e-12,4.799766680472559e-33,6.827609433178653e-32,0.005705915288936022,0.1298883133542428,1.0,1.9218849704655635e-10,0.6206907170753546
schreiber2018/fcn,0.18856956844476286,2.927040525494171e-11,4.964796628855261e-12,0.005368531212071257,0.00010254365528994542,1.9218849704655635e-10,1.0,6.250795586693794e-10
schreiber2018/ismir2018,8.221591072383429e-14,6.071495952268007e-38,6.80730935166077e-36,0.0012429801513024273,0.04231527490571414,0.6206907170753546,6.250795586693794e-10,1.0
