Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,boeck2019/multi_task,boeck2019/multi_task_lowerci,boeck2019/multi_task_upperci,boeck2019/multi_task_hjdb,boeck2019/multi_task_hjdb_lowerci,boeck2019/multi_task_hjdb_upperci,boeck2020/dar,boeck2020/dar_lowerci,boeck2020/dar_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci,schreiber2018/ismir2018,schreiber2018/ismir2018_lowerci,schreiber2018/ismir2018_upperci,sun2021/default,sun2021/default_lowerci,sun2021/default_upperci
32.708,0.6200079665292686,0.4944727428837211,0.7455431901748161,0.5199154749845019,0.3395205298220949,0.7003104201469088,0.5909428187884492,0.40733393013902086,0.7745517074378776,0.7193251025419016,0.59627497795791,0.8423752271258933,0.10157244363984214,-0.09724118533717108,0.30038607261685535,0.2972909192593736,0.16700839828332398,0.42757344023542326,0.6883162698303984,0.467615888985292,0.9090166506755049,0.5326310291100443,0.3440762165391056,0.7211858416809831,0.5754623144254479,0.3872983319592978,0.7636262968915981,0.3485941295907182,0.21723201446788448,0.47995624471355197,0.2681231263048458,0.05184552109349644,0.48440073151619517,0.3361247239060652,0.1523979608566679,0.5198514869554625,0.16400646689750703,0.011405320004523406,0.3166076137904906
34.467484848484844,0.6228247355406183,0.5016747109003419,0.7439747601808948,0.5258871206341538,0.3568685277226253,0.6949057135456822,0.5888079887368421,0.41677813514179235,0.760837842331892,0.7188957334365985,0.6001439983265267,0.8376474685466704,0.11989692439719724,-0.06215246131160079,0.30194631010599526,0.3031933914245876,0.17746190214145555,0.4289248807077197,0.664568769169536,0.4624781531223091,0.8666593852167629,0.530820680184287,0.3541568103693893,0.7074845499991846,0.5712768809645338,0.3949791941062559,0.7475745678228116,0.3552733545261457,0.22849998350109166,0.48204672555119976,0.27874568036340575,0.0807049053225336,0.4767864554042779,0.33622962027625175,0.1640893258636663,0.5083699146888372,0.18023842352211622,0.03478119726812623,0.3256956497761062
36.2269696969697,0.6256405512000917,0.5087945209885776,0.7424865814116057,0.5319032936525643,0.373847654606286,0.6899589326988426,0.586791383572425,0.4259198014782832,0.7476629656665668,0.7184616797816525,0.6039287370972298,0.8329946224660753,0.13775750555270339,-0.028568496118830167,0.30408350722423694,0.30908860251404924,0.18782386947798674,0.43035333555011174,0.6413976400633631,0.4567613447438131,0.8260339353829131,0.5289798300500801,0.36377480521238015,0.69418485488778,0.5671190251350123,0.4022564317435776,0.731981618526447,0.3619534708225335,0.2396838700957304,0.4842230715493366,0.2890037356140513,0.10806750145850802,0.46993996976959457,0.336313892927601,0.17533903347389956,0.49728875238130243,0.1964449098116276,0.05795907690513727,0.33493074271811796
37.98645454545454,0.6284542939809297,0.5158209934339745,0.7410875945278849,0.5379817581239495,0.39039117807346096,0.6855723381744381,0.5849663377100411,0.4347462616774343,0.735186413742648,0.7180210964357626,0.6076174880928018,0.8284247047787234,0.15491403340965104,0.003041538732251353,0.30678652808705076,0.3149749426303563,0.19808224976716995,0.4318676354935427,0.6190920436911126,0.450500395383773,0.7876836919984522,0.527117497657744,0.3728509014756722,0.6813840938398157,0.5630163611600626,0.409069523615435,0.7169631987046902,0.3686363716805633,0.2507750403072262,0.4864977030539004,0.2988078360143053,0.13359471850665633,0.4640209535219542,0.336404439682062,0.1860879244113776,0.4867209549527465,0.21261846180923388,0.08090275288215398,0.3443341707363138
39.745939393939395,0.6312648443563738,0.5227423640051823,0.7397873247075653,0.5441402781325256,0.40643402843158855,0.6818465278334627,0.5834061855645336,0.44324654059828006,0.7235658305307872,0.7175721382576279,0.6111979721902419,0.8239463043250139,0.17112635427133022,0.032240270191976644,0.3100124383506838,0.3208508018761062,0.20822438586200195,0.43347721789021043,0.5979411412320171,0.44376553562530696,0.7521167468387273,0.5252427019575986,0.3813075374837215,0.6691778664314757,0.5589965032628633,0.41535968278056656,0.7026333237451601,0.3753239503009166,0.2617642485429446,0.48888365205888856,0.3080685255216903,0.15698255713801532,0.4591544939053652,0.3365281583615837,0.19627853281665678,0.4767777839065106,0.22875161555812784,0.10357520808389425,0.3539280230323614
41.50542424242424,0.6340710827996653,0.529546240038739,0.7385959255605916,0.5503966177625086,0.4219145389713116,0.6788786965537056,0.5821842615507459,0.4514131267111203,0.7129553963903714,0.7171129601059476,0.6146572942748993,0.8195686259369959,0.1861543144410312,0.05864245743227109,0.3136661714497913,0.3267145703538971,0.21823696841829354,0.4351921722895007,0.5782340938653094,0.4366848673414384,0.7197833203891805,0.5233644618999644,0.3890707084725139,0.657658215327415,0.5550870656665936,0.4210716718365931,0.6891024594965941,0.38201809988427526,0.27264159160859264,0.4913946081599579,0.31669634809372943,0.17798372958861072,0.4554089665988481,0.3367119467881152,0.20585685866515,0.4675670349110804,0.24483690710150213,0.1259386576750531,0.3637351565279512
43.264909090909086,0.6368718833232697,0.5362195515385804,0.7375242151079591,0.5567685603138726,0.4367766120881584,0.6767605085395868,0.5813739179809262,0.4592441751504471,0.7035036608114053,0.716641718781032,0.6179819035825064,0.8153015339795576,0.19975799267502115,0.08193665530586801,0.31757933004417427,0.3325646513803515,0.22810600506405754,0.4370232976966455,0.5602598110026992,0.4294679022042418,0.6910517198011565,0.5214918785573123,0.39607229272938166,0.6469114643852429,0.5513157023173667,0.4261560820092938,0.6764753226254396,0.38872072212860354,0.2833964727958866,0.4940449714613205,0.32460204713512075,0.19643117263262305,0.45277292163761845,0.33698280259095403,0.21477465413283683,0.45919095104907126,0.26086687821410137,0.1479546282463625,0.3737791281818402
45.02439393939394,0.6396642314787868,0.5427462905015561,0.7365821724560175,0.5632795057814721,0.4509743568612786,0.6755846547016656,0.5810537385125406,0.46674774416064124,0.69535973286444,0.7161571386090337,0.6211577881052663,0.8111564891128011,0.2117654128737993,0.1019523738512586,0.32157845189634,0.3384033106826413,0.23782027660151744,0.43898634476376514,0.5442336113414017,0.4223316086530679,0.6661356140297354,0.5196580570026197,0.4022729701514648,0.6370431438537746,0.5477216780279159,0.430579903056045,0.6648634529997869,0.39543620245609534,0.2940196808584095,0.49685272405378117,0.33175466372125223,0.21229554402719175,0.4512137834153127,0.33739689671773954,0.22301751947791906,0.45177627395756004,0.2768357459820334,0.16958459915002258,0.3840868928140443
46.783878787878784,0.6424406106141691,0.54910463262691,0.7357765886014282,0.5699662446966767,0.4644805143480124,0.6754519750453409,0.5813147786429276,0.4739496986499451,0.6886798586359101,0.7156592969316544,0.6241710007708159,0.807147593092493,0.22216658422533542,0.11873074026472165,0.3256024281859492,0.34424202220568734,0.24737640826230956,0.4411076361490651,0.5301953689140084,0.41537260614565785,0.645018131682359,0.5179533292816891,0.40769612613836137,0.6282105324250169,0.5443719386114119,0.4343432729085803,0.6544006043142434,0.40217484763605277,0.3045065508074003,0.49984314446470524,0.3382622240610681,0.22574047824351712,0.4507839698786191,0.3380799510518185,0.23064594414317913,0.44551395796045784,0.29274172153389105,0.19079198097858424,0.39469146208919786
48.54336363636364,0.6451928474711079,0.5552718405020266,0.7351138544401893,0.5768675204812196,0.4772913173941574,0.6764437235682818,0.5822499127760752,0.4808996450715934,0.683600180480557,0.7151484684158503,0.6270075404042412,0.8032893964274594,0.23097514002755562,0.13241974319594196,0.3295305368591693,0.35009360283087143,0.2567721020088003,0.44341510365294257,0.5181593707129974,0.40875432777405185,0.627564413651943,0.5164763734840875,0.41239600530800935,0.6205567416601656,0.5413374669081418,0.4374728330357712,0.6452021007805123,0.40894782801346075,0.3148530128181197,0.5030426432088018,0.34425302410608394,0.23704042848538792,0.45146561972677995,0.339167830860411,0.23775249766765016,0.4405831640531719,0.3085835984937546,0.21154316704462722,0.405624029942882
