Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0,-0.000818514045509082,0.0030069501260778764,0.001591294001409845,0.00526911451099497,0.02266768876742256,0.0012796631457020699,0.003572823850096476,-0.00589622328975104,-0.010641035369604339,0.0011946612284060914,0.005777613032698025,-0.0003155240892084497,-0.0003155240892084497,-0.0003155240892084497,0.003572823850096476,0.003572823850096476,0.003572823850096476,-0.0006766491512614109
1,0.013596626762630607,0.03046093940324247,0.02641524118023966,-0.0005747389200242034,0.9981347206585681,-0.04470959893617178,0.640389035368828,0.9038055944722063,0.5864502282580243,0.06803457039239329,0.6428091437585124,0.03730907693162958,0.02816417258649881,1.0281641725864987,0.31514820644062985,1.0816580762208514,1.032076047370291,0.5304161933436962
2,0.008956346369489838,0.004289016268276721,0.0030582577557488706,0.0009635556159592858,0.0065508722514539125,-0.0025055461842952574,0.0009635556159592858,-0.0015790352695924945,0.0009635556159592858,-0.0016282236737304348,,-0.013400880624039642,-0.006053958163627435,-0.006053958163627435,-0.011420168839873176,0.0009635556159592858,0.0009635556159592858,-0.0015046999747903994
3,0.013722615473636972,0.006026757799034071,0.0014724003219097747,0.005613318896393873,0.01658433229866872,0.004261925539944802,0.010154643421710465,0.016580912581143536,-0.017590347061193824,0.009233772753246036,0.05051607660662206,-0.024968325910927392,0.03855850260033249,-0.9614414973996676,-0.0036511561033199472,-0.045879391492617334,0.023829580318786944,-0.005039030227562676
4,-1.2312153005410498,-1.2184171154429948,-1.213598812116897,-0.24471773315644502,-0.1941147106326421,-0.21778017676195097,-1.2132140421343822,-0.23593411863446564,-0.9184707765732502,-0.9646322503555992,-1.0073194468685391,-0.9430015207125243,-1.2278336956869647,-1.2278336956869647,-1.2132140421343822,-1.2132140421343822,-1.2132140421343822,-0.9566059054600214
5,0.5599594474198428,0.5943556746910051,-0.4163099000365026,0.5853022955343061,0.013376152722685284,-0.009946824770753716,-0.0031800484476556335,-0.005002166104801198,0.018679385516083526,-0.0049983287635551,-0.0100906732415535,-0.4158191621732579,-0.007298924946158028,-0.007298924946158028,-0.014235236956651402,-0.0031800484476556335,-0.014235236956651402,-0.004281762927227552
6,-0.006593330235516222,0.004157762014630795,-0.00025945971333461796,-0.009452669504022166,0.015066969688732801,0.0027867158467953174,-0.005165782939884402,0.0022422382683913267,-0.005165782939884402,0.002242664128352485,0.0017252304352122767,-0.0026530853840551517,-0.00015921240193908167,-0.00015921240193908167,-0.005165782939884402,-0.005165782939884402,-0.005165782939884402,-0.000417468041720929
7,0.9990492787002992,0.9877959874257622,0.9908460837857125,0.9994531686919877,1.0060508325392,-0.003174139666196444,-0.009661818011784448,1.006047686957088,1.0105160639258457,-0.003936954912635493,0.9950649084893585,-0.007043570226099497,0.9977465690761839,0.9977465690761839,-0.009661818011784448,-0.009661818011784448,1.000462399261923,0.9964212340400591
8,-0.011792670267053468,-0.0017289869223558482,-0.005913660343292237,-0.010110507123826946,0.024382407880649125,-0.0007622610841554581,0.00017997139902259487,-0.009566386845296706,-0.011792670267053468,-0.0011560341583165587,-0.5799379709273874,-0.005872831058904984,0.0016608946329784964,0.0016608946329784964,0.00017997139902259487,0.00017997139902259487,0.00017997139902259487,-0.002206621437855471
9,0.012656913942436452,-0.0069597055455861995,-0.008674245592692111,-0.009125779207497811,0.006764151820301862,-1.016533008234984,-1.0066891748623754,-1.0044628854386584,0.0022996083648792872,-1.0044637317153067,-1.389736359522485,-0.9932356695166781,-1.019538149424329,-1.019538149424329,0.0022996083648792872,0.0022996083648792872,0.0022996083648792872,0.004985358518542636
