Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0,0.03648980819824235,0.027611389679336986,-0.026838069309925983,-4.805364279834213e-05,-4.805364279834213e-05,-4.805364279834213e-05
1,-0.5882238827934916,0.014863594839644058,0.0018076653428610822,-0.0010411326805336975,-0.0010411326805336975,-0.0010411326805336975
2,1.0115999966837925,0.10655770616766541,-0.043996024270263744,0.3582117401144684,0.3582117401144684,0.3582117401144684
3,-1.0,-0.9808959227674721,-0.9949737600032991,-0.9989981653898388,-0.9989981653898388,-0.9989981653898388
4,0.004764116509774755,0.027611389679336986,0.00013316570391323857,0.00038947508426937465,0.00038947508426937465,0.00038947508426937465
5,-0.004748088415443274,1.0361767531107,1.0015243291825422,-0.000704619420338777,0.9992953805796613,0.9992953805796613
6,-0.7820039176170284,0.4538886658481796,-0.21680733798710994,0.8033047711924816,-0.7690136291035337,-0.7690136291035337
7,-0.01146678522554667,0.03617116989314686,-0.9994510788280945,-0.00046744880201089414,-7.233693981764449e-05,-7.233693981764449e-05
8,-0.5797756883889668,-0.1018474087018644,-0.5806841687136989,-0.011500100929324087,-0.012472181827616302,-0.012472181827616302
9,0.0,1.01909933150174,-0.001961474459144891,0.9968272976460731,-0.003172798745345696,-0.003172798745345696
10,0.004759307341953563,0.030461985274524088,-0.01789964048478237,-0.0008282191873643972,-0.0008282191873643972,-0.0008282191873643972
11,-0.007231569231075703,0.021363042701795433,-0.0021656672181143925,-0.002787091838512417,-0.002787091838512417,-0.002787091838512417
12,0.1163431158874567,0.43867367661149925,-0.024987273621984312,0.0001973894027983882,-0.003970171415831273,-0.003970171415831273
13,0.0,0.019104077232527907,-0.0019619560118419375,-0.00013547542501019682,-0.00013547542501019682,-0.00013547542501019682
14,0.0,0.0022224421620449684,-0.0019609929066089007,0.00024367465754749417,-0.0011789229565935964,-0.0011789229565935964
15,-1.007649883168445,-0.9797645115980113,-0.994420360300153,-0.9992824376959843,-0.9992824376959843,-0.9992824376959843
16,-0.9884120257247881,-0.7887398902591478,-0.998192334657139,-0.9998174253096572,-0.9998174253096572,-0.9998174253096572
17,-0.011466785225546831,0.9955297437185285,-0.030940094773480684,-0.01956044916246611,-0.02136335996352404,-0.02136335996352404
18,0.0,0.019104077232527907,-0.0019619560118419375,-0.00013547542501019682,-0.00013547542501019682,-0.00013547542501019682
19,0.023269779322847295,0.035314911612716195,0.009166532005253785,0.0034307048053866225,0.0034307048053866225,0.0034307048053866225
20,0.0,0.03617507814770278,0.0022224421620449684,0.001191414467227104,0.0007174421392058368,0.0007174421392058368
21,0.0,0.01909933150174009,-0.001961474459144891,-0.00013542733066026794,-0.00013542733066026794,-0.00013542733066026794
22,0.9610427390804568,1.0213630427017955,1.0025063883196614,-0.029401026004321863,-0.029401026004321863,-0.029401026004321863
23,-0.007649883168444964,0.020235488401988754,0.005579639699847006,-0.003114308874628841,-0.003114308874628841,-0.003114308874628841
24,-0.0072315692310758635,0.01063822732732532,-0.014452614055010913,0.00024371472564080788,0.00024371472564080788,0.00024371472564080788
25,-0.014355292977070054,0.0047487842554576176,-0.002315883498758304,-0.003157741720295561,-0.003157741720295561,-0.003157741720295561
26,-0.0006634605961439046,0.009795239268705765,0.009795239268705765,0.006831130965343152,0.006831130965343152,0.006831130965343152
