Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.010214748493442156,0.004279761737114792,8.962689283112982e-75,0.035995590360022145,0.7097035648571545,0.007582945397027896,0.0020217253160117045,9.497941068872138e-05,1.5305896533316569e-06,2.3507066358525243e-05
boeck2019/multi_task,0.010214748493442156,1.0,0.5612906981014192,2.57159652450949e-86,0.8910358243947587,0.03998056829624598,0.7932221136823684,0.37192121085306473,0.032428629324068294,0.0012762588909850695,0.015074523716751689
boeck2019/multi_task_hjdb,0.004279761737114792,0.5612906981014192,1.0,2.039885508604112e-86,0.6752965671220745,0.019671782554349964,0.9375808302236317,0.57447482361211,0.06168701339255144,0.002769544356827111,0.025428184351107493
davies2009/mirex_qm_tempotracker,8.962689283112982e-75,2.57159652450949e-86,2.039885508604112e-86,1.0,2.040549575251893e-85,8.005190052787115e-73,5.92497617400377e-83,1.806341916804012e-84,6.378850216395501e-90,1.3963666436379583e-91,1.1195422258988125e-88
percival2014/stem,0.035995590360022145,0.8910358243947587,0.6752965671220745,2.040549575251893e-85,1.0,0.07712055116064921,0.7435050083592429,0.4183785359346741,0.04156713364929378,0.0027982334577727956,0.043050030770980956
schreiber2014/default,0.7097035648571545,0.03998056829624598,0.019671782554349964,8.005190052787115e-73,0.07712055116064921,1.0,0.004791531456235564,0.0007327653406502868,9.286388996877934e-05,1.025662492333558e-06,6.450504627727671e-05
schreiber2017/ismir2017,0.007582945397027896,0.7932221136823684,0.9375808302236317,5.92497617400377e-83,0.7435050083592429,0.004791531456235564,1.0,0.08566625522509756,0.04779969751027907,0.0008277739065139678,0.02454720452431209
schreiber2017/mirex2017,0.0020217253160117045,0.37192121085306473,0.57447482361211,1.806341916804012e-84,0.4183785359346741,0.0007327653406502868,0.08566625522509756,1.0,0.15423352869206655,0.004074948381710012,0.08814037772311936
schreiber2018/cnn,9.497941068872138e-05,0.032428629324068294,0.06168701339255144,6.378850216395501e-90,0.04156713364929378,9.286388996877934e-05,0.04779969751027907,0.15423352869206655,1.0,0.19105999132836238,0.7931383960274663
schreiber2018/fcn,1.5305896533316569e-06,0.0012762588909850695,0.002769544356827111,1.3963666436379583e-91,0.0027982334577727956,1.025662492333558e-06,0.0008277739065139678,0.004074948381710012,0.19105999132836238,1.0,0.3085129532038769
schreiber2018/ismir2018,2.3507066358525243e-05,0.015074523716751689,0.025428184351107493,1.1195422258988125e-88,0.043050030770980956,6.450504627727671e-05,0.02454720452431209,0.08814037772311936,0.7931383960274663,0.3085129532038769,1.0
