Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.025603704778693274,0.11362554015298273,0.015070680869647728,0.04679442133346396
boeck2019/multi_task,0.03082791880695031,0.137341243884714,0.014278915060049335,0.0464123126847847
sun2021/default,0.0321424548812227,0.14467317670762625,0.01521300411354035,0.05114346175578475
boeck2019/multi_task_hjdb,0.03306631493632719,0.14365205373076106,0.014697127896400633,0.04755193114893089
schreiber2018/cnn,0.043349367634951494,0.17201985736517414,0.016115415072677514,0.055140850389405395
schreiber2018/fcn,0.06467844618117802,0.22240491011650665,0.015519131559269997,0.054588177583452066
schreiber2018/ismir2018,0.06499266157935056,0.222661728174044,0.015474919884967978,0.05578189398712214
schreiber2017/mirex2017,0.09213867322288331,0.2647079334723359,0.01953549035331348,0.06397132522612485
schreiber2017/ismir2017,0.14136751517835836,0.3289008856080383,0.021264417948569887,0.06836851314611056
boeck2015/tempodetector2016_default,0.17476293857555175,0.36889707584995063,0.018219559256033035,0.04695851862281047
davies2009/mirex_qm_tempotracker,0.3025630186436509,0.4283689833587453,0.04355992023530899,0.08230895874055695
zplane/auftakt_v3,0.3133781220111591,0.44502528214057024,0.028263372094281286,0.07933609617911018
oliveira2010/ibt,0.32132437933593516,0.4366573210502669,0.04165956085468483,0.08357712176846592
klapuri2006/percival2014,0.3238286770409226,0.44252630919162284,0.03795075576983475,0.09504504085784318
schreiber2014/default,0.32628888283422797,0.45152306292864,0.025769872318130275,0.07996100913947413
percival2014/stem,0.33669531069140174,0.47668495867365307,0.025870213145595084,0.0722324438242856
scheirer1998/percival2014,0.3431042383339602,0.4305165331976252,0.07529601200839026,0.1372345903970533
echonest/version_3_2_1,0.3887589442076474,0.4898568298501598,0.055251035022421374,0.12037278248665438
gkiokas2012/default,0.4115345422965963,0.5459839504676156,0.019807368199450018,0.0634010425688405
