Item,davies2009/mirex_qm_tempotracker,sun2021/default,boeck2019/multi_task_hjdb,boeck2019/multi_task,boeck2020/dar,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
SMC_001.jams,0.01787399310259297,0.05426966252812345,-0.004924619305132081,-0.007482189785164083,-0.0019215061456215707,0.025123316868607113,-0.004624026525445091,-0.03499767556896392,-0.0023970828882051787,-0.009841096341195463,-0.009841126506228091,-0.004624026525445091,-0.0122217532712607
SMC_002.jams,-0.3953828334278512,-0.03785820954220631,-0.4266981918706068,-0.42121969023783934,-0.436671978458868,-0.03785820954220631,-0.4757356851791614,-0.23590867050669287,-0.4228640165076045,-0.4721479926407106,-0.4721479926407106,-0.01872454017300613,-0.4721479926407106
SMC_003.jams,0.0780738704890803,0.08253910187572619,0.016111740136750517,0.03983465092148831,0.04704042065434011,0.07248543721180326,0.07248543721180326,0.16054161387699956,0.0780738704890803,-0.01306768404183001,-0.01306768404183001,0.0710723166501798,0.015352635872156187
SMC_004.jams,0.1103196478287297,0.07414456968102684,0.15343733695388054,0.047449703015606734,-0.005435081977824628,0.025234969200080417,0.23334316453028092,0.23334316453028092,-0.1339885828309765,0.18563021493336668,0.18563021493336668,-0.22452817290603236,0.1785926146734075
SMC_005.jams,0.7951777500939602,0.08093048767298544,0.038933500281233074,0.02792863730750819,0.009639193487194813,0.13155656074295355,0.010541159781587576,0.028463067778849778,-0.03128803278522273,0.038015145463935494,0.038015145463935494,-0.0085195741329001,0.038015145463935494
SMC_006.jams,-0.16303525279286496,-0.2610592662896471,-0.18798761513471057,-0.1917758756244184,-0.08811568822231856,-0.4945493965094256,0.48582179674164183,0.48582179674164183,0.0020221231003480773,-0.008871512115515743,-0.42390905780504257,-0.17574401937996356,0.016162543422061894
SMC_007.jams,0.15429369484054206,0.05970137214630239,0.06415373398001194,0.09032637797331654,-0.004118997987192742,-0.27871484552962883,-0.3997302464909949,-0.27871484552962883,-0.2128256513651155,-0.0047337137275928545,-0.0047337137275928545,0.0089816145384343,0.07724768364966142
SMC_008.jams,0.0541550297163649,0.3711685154984266,0.42950491815673014,0.4171898366545466,0.4221605052302205,0.420078115979373,0.03674947642786734,0.005040616700529179,0.02520154835610905,0.42221636796419226,0.42221636796419226,0.4345921125527628,0.4196898184639933
SMC_009.jams,-0.26965985088473027,-0.40536982093328344,-0.4081204319493179,-0.4074322873901759,0.008035135615927714,0.026741191704502,-0.40536982093328344,0.0010545480408522719,0.010216313377313435,-0.40566800872219994,-0.40566800872219994,-0.0017991068799865166,-0.40566800872219994
SMC_010.jams,0.05320722556202245,0.006980157715338718,-0.01568043969583327,-0.024653758761631207,-0.007330168844345554,0.006980157715338718,0.006980157715338718,0.006980157715338718,-0.006573444441531056,0.029044191645484437,0.029044191645484437,0.024115389328054737,0.018089680468937424
SMC_011.jams,0.09988872515084601,0.0499095224430546,0.04479090793347921,0.04177145299937773,0.03798822578054651,0.06485986390902618,0.0499095224430546,0.06485986390902618,0.058860968358983676,0.040523781921409714,0.040523781921409714,0.03844273721750776,0.06124816304395376
SMC_012.jams,0.0858050642222344,0.0007211672436492487,0.019666335827740355,0.023588925870999308,0.0198299901913538,0.0007211672436492487,0.0007211672436492487,0.0007211672436492487,0.016641937029206556,-0.014083522924063462,-0.014083522924063462,0.04239919849352,0.0016838034963978666
SMC_013.jams,-0.15208918483278638,-0.025994509044609024,-0.023081366466303165,-0.027222857386918934,-0.022315726666510476,-0.025994509044609024,-0.025994509044609024,-0.025994509044609024,-8.960881227627261e-05,-0.01578215612100155,-0.01578215612100155,-0.029836575339003274,-0.036967371128788465
SMC_014.jams,0.21139365892291273,0.15184583111464114,0.15383438420809514,0.0797640753511977,0.03676930666794853,-0.10127310585407004,0.15184583111464114,-0.024311124039185922,-0.16516972045739586,0.1442892376543439,0.1442892376543439,0.13029396714871608,-0.04882538551644083
SMC_015.jams,0.7004775384507373,0.2492632860611936,0.28806733580885985,0.2576545563203341,0.2593610801068325,0.2492632860611936,0.2492632860611936,0.2492632860611936,0.2265432095611102,0.16889176062849656,0.16889176062849656,0.6528340001144904,-0.28803627763717893
SMC_016.jams,-0.40876411574130805,-0.06335013182661658,0.004370768821641281,-0.0063525713033282215,0.016034348033318824,0.02030779722029317,-0.06335013182661658,0.02030779722029317,0.25174539807334245,0.016514011770190875,0.016514011770190875,0.0119525938863402,0.0213256556576815
SMC_017.jams,0.030388817299137737,0.014117204843695944,0.031795105222467444,0.019246441897513466,0.025926507133328912,-0.36835243197871737,-0.36835243197871737,-0.36835243197871737,0.040733929999209946,-0.3803818368679096,-0.3803818368679096,0.035110078052891694,-0.38345793591120847
SMC_018.jams,-0.10190815151310816,0.07471093384150317,0.11204351540811519,0.08381109042668478,0.09221014483947847,0.4650863788860779,0.1306673398155187,0.1306673398155187,0.10959670741550565,-0.02409006056876918,-0.02409006056876918,0.11347247666157029,0.13292887258050218
SMC_019.jams,0.4043410020547958,0.0004327436039733777,-0.0028341913212607626,-0.004556606808669207,-0.02119727236756932,0.051058816673941326,0.0004327436039733777,0.0004327436039733777,0.01275962816113756,-0.014843897809861109,-0.014843897809861109,-0.03099371140275123,-0.032748691145418674
SMC_021.jams,0.38045832484101355,-0.052550215529157486,0.07966732204750808,0.0894687893432704,0.1018884779707985,0.1044191308092419,0.05909514029975163,0.05909514029975163,-0.005602410542469251,0.08306186702130265,0.08306186702130265,0.10099424547880759,-0.4424357165117361
SMC_022.jams,0.21926286382352428,0.27619886503224494,0.11845940203805042,0.039711613810010385,0.07706179599610025,0.27619886503224494,0.27619886503224494,-0.03930296069568438,0.1424474761434175,-0.00019701706646026935,-0.00019701706646026935,0.18665743269268995,0.1650726201864986
SMC_023.jams,0.488231506001228,-0.06681297415530243,-0.031504212430543,-0.08828947165509879,-0.04353113653623755,-0.003619147668108339,-0.06681297415530243,-0.08850804525462146,0.4779651944662606,0.06240251446826928,0.06240251446826928,0.04282202076720492,-0.18834182070199915
SMC_024.jams,0.16313313751665326,0.07805236714256007,0.15757270678608637,0.12327036123249303,0.14432964762579448,0.07805236714256007,0.027426294072591915,0.07805236714256007,0.11250935356849555,0.1744502570922057,0.1744502570922057,0.09838800643525093,0.17383847108190054
SMC_026.jams,0.05516357856751609,-0.05139915250664266,-0.003162966853794962,0.0435124945188243,-0.0023260558523370547,0.005184375859724853,0.03266511228183166,0.05963215988210113,-0.4473373202837464,-0.04585705103089672,-0.04585702228762569,0.03538461363542405,0.04207232290208988
SMC_027.jams,0.1305388555664026,-0.08850055889174531,-0.013766793803908774,0.029859167061311725,0.032735927816875766,-0.3954783123131362,-0.07652791722566935,-0.13741015937269185,-0.4281940716651997,0.02998830164854794,0.029988412393662064,0.03185138147347673,-0.0009056746557737716
SMC_028.jams,0.14077621312244917,-0.01469388514304218,0.09702820774292557,0.10345959256103981,0.06983962506862557,0.04618835700398021,0.19341431018715813,0.1496929327578402,0.131792803742479,0.19783951870681665,0.19783951870681665,0.005682630066320807,0.19868579283618612
SMC_030.jams,0.019104077232531384,-0.01449956969511153,0.014069582501659034,0.01685284900734039,-0.0024546686295119076,-0.01449956969511153,-0.01449956969511153,0.4329594072761096,0.005025521157752116,0.004408337651025397,0.004408337651025397,7.213294873911259e-05,0.007806902268120707
SMC_032.jams,-0.2721160143248329,-0.08589476288153189,0.4608968273821254,0.45724756214499734,0.49356126153308066,0.4286784099482263,0.44065105161430235,-0.08589476288153189,-0.24085879922216522,0.4718792915036298,0.4718792915036298,-0.12700790840229756,0.44869183698554227
SMC_033.jams,-0.20257324184057937,0.016634188267018304,0.03174907429111428,0.009556860233597239,-0.47251160047318874,0.06195817877650849,-0.0461015670809444,0.016634188267018304,0.39654768478647195,-0.04870445166932056,0.36633312790398054,0.03554105208499031,0.36917963089630307
SMC_034.jams,0.02715836857358398,-0.009012801319562965,-0.008097095137827864,0.0030733892065842,-0.010158251987825141,-0.009012801319562965,0.01370727518052075,-0.05555538725659305,-0.004058903419465418,-0.023377221547130914,-0.023377221547130914,-0.020508440157392324,-0.029774939188643365
SMC_035.jams,0.11358315875193266,0.0899500521868519,-0.06076088260407076,-0.025798665651565085,0.009074804714793208,-0.006265263072451227,0.054616979074571324,-0.421302762351295,0.39431977568990967,-0.015136951786053357,-0.015136951786053357,-6.011354574307868e-05,0.014167217563638134
SMC_036.jams,0.07003462175942778,0.03386345186628072,0.04140070265995162,0.03877855282590118,0.04185624261981148,0.022367813028451353,0.04526821513853004,0.07895134139481882,0.03441294531832044,0.058189098088822964,0.058189098088822964,0.037522794451876416,0.02858970515067282
SMC_037.jams,0.10092030360002933,0.02998148225659176,0.12556839025431588,0.14123541559182923,0.13766935157096533,-0.0824932470018208,-0.4339656175031985,-0.06955419129432257,-0.033377438183622765,-0.17138495809498303,-0.17138495809498303,0.11925362932913372,-0.07596108126994675
SMC_038.jams,0.09914525951167406,0.026445980303799296,0.052993134915358626,0.04080127328086951,0.052093558866951536,0.04916605680388285,0.04916605680388285,0.026445980303799296,0.040252477731024056,0.0020152618725142505,0.0020152618725142505,0.045328799484943345,0.052102782367278486
SMC_041.jams,0.23677043258444477,0.2985292080754416,-0.0036356319904908923,-0.020292975944099276,0.44953699617512394,-0.28643329264571465,-0.22555105049869226,0.005332831731395227,-0.037856581605621165,0.007951079517080111,0.007951079517080111,0.014043928443478754,-0.37649073052794835
SMC_042.jams,0.05211392588922442,0.02620902565689164,-0.031246522349636808,-0.03188551916703194,-0.0171015609377158,0.07153301616638194,0.056582674700410444,0.07153301616638194,0.025642579926929754,0.09932348036021758,0.09932345118144356,0.04511588947486349,0.09702072217800391
SMC_043.jams,0.2524166683052007,0.32960202277279604,0.02896984517002702,0.04086905751240597,0.05236951940899806,0.32960202277279604,0.32960202277279604,0.32960202277279604,0.22957766900812884,0.07027183735127389,0.07027183735127389,0.06810898450191724,0.0358213483895493
