Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2019/multi_task_hjdb,0.3661896027963766,0.4343711411228397,0.09509765712194765,0.13327598477195618
boeck2019/multi_task,0.377138074339786,0.44342198171531266,0.08467896168619435,0.120832702849012
schreiber2017/mirex2017,0.41417840304351167,0.48813382824182366,0.1193986543689102,0.1496197366336033
schreiber2014/default,0.45767375052932563,0.4473364025147114,0.126997704348724,0.14862052220801586
schreiber2018/fcn,0.47776367714568996,0.5018037039971325,0.13523698161149297,0.15544926057291178
schreiber2018/cnn,0.482131228729121,0.48733780609791066,0.12732608706288281,0.14908026923308704
schreiber2017/ismir2017,0.48675003115245985,0.4677933355470327,0.12831718804346431,0.15283765082104722
boeck2015/tempodetector2016_default,0.501275790137573,0.6026204176443368,0.07709476907688312,0.12627483934605152
schreiber2018/ismir2018,0.5016142851602543,0.4713850108636464,0.15481173800624698,0.16520030915799858
percival2014/stem,0.5055987556342836,0.47532248423026824,0.14658011064648246,0.1472049113750859
davies2009/mirex_qm_tempotracker,0.9125894694455793,0.602750976520966,0.16766168059844985,0.15260594288402088
