T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,-0.0026793057401718694,0.0017249909190944037,0.0011135363922443076,0.009208496301529553,0.024051192436621044,0.014735650023018833,-0.0013502479631221156,-0.00734983310112701,-0.00734983310112701,0.00429124801689136,0.0006053674089785943,0.015179159885417966
58.0,0.0004468172653946712,-8.658274945592511e-05,0.001257763090834238,0.007897788438702275,-0.0634742726789598,0.008295110766528052,-0.08061750142647614,-0.08478095637431361,-0.08478093492637608,0.005297666977460731,0.0030861386127130712,0.007555683940063294
59.0,0.0004468172653946712,-8.658274945592511e-05,0.001257763090834238,0.007897788438702275,-0.0634742726789598,0.008295110766528052,-0.08061750142647614,-0.08478095637431361,-0.08478093492637608,0.005297666977460731,0.0030861386127130712,0.007555683940063294
60.0,0.00010140928739192617,0.0008258094749720698,0.0029727822986046746,0.0029791202808044175,-0.0463453587452129,0.006873823162864446,-0.05662951830240535,-0.07359075720655761,-0.07359073933327633,0.011708796199578516,0.0030921918127311473,0.01359047700174732
61.0,0.00010140928739192617,0.0008258094749720698,0.0029727822986046746,0.0029791202808044175,-0.0463453587452129,0.006873823162864446,-0.05662951830240535,-0.07359075720655761,-0.07359073933327633,0.011708796199578516,0.0030921918127311473,0.01359047700174732
62.0,0.003658352623810173,-0.0002752802416469364,1.4366240158604096e-05,-0.0030870615029540338,-0.03181430769625401,0.006570106977579676,-0.05741471115213032,-0.0558239098995063,-0.05582389457955091,0.0009987779585500847,-0.0033780807262005505,0.014391955816405193
63.0,0.0032031624638286862,-0.00013900864736154787,0.0005129116894266475,-0.0034490214177616604,-0.024038917071830045,0.006355877672593349,-0.05385676397897261,-0.048200388719042836,-0.048200375314081875,0.002638581319193317,-0.00119117002996349,0.01187016726510342
64.0,0.0032031624638286862,-0.00013900864736154787,0.0005129116894266475,-0.0034490214177616604,-0.024038917071830045,0.006355877672593349,-0.05385676397897261,-0.048200388719042836,-0.048200375314081875,0.002638581319193317,-0.00119117002996349,0.01187016726510342
65.0,0.0032031624638286862,-0.00013900864736154787,0.0005129116894266475,-0.0034490214177616604,-0.024038917071830045,0.006355877672593349,-0.05385676397897261,-0.048200388719042836,-0.048200375314081875,0.002638581319193317,-0.00119117002996349,0.01187016726510342
66.0,0.000520926024173233,0.0008213884365332939,0.0013328166290493722,0.008107834073952326,-0.014082586864922213,0.003708846302712022,-0.042894726041493574,-0.033030319128250225,-0.03303030765968369,0.0009817805398200585,0.0007993792919070247,0.008567120212227214
67.0,0.0010714312920285867,-0.03117333890486616,-0.031611158241702804,0.011196056013929865,-0.009000317926339353,0.003146689313367447,-0.03223393768643232,-0.028960437339325736,-0.028960427635154055,0.001692105594457254,-0.0013636227309023721,0.008110469932647925
68.0,0.0010714312920285867,-0.03117333890486616,-0.031611158241702804,0.011196056013929865,-0.009000317926339353,0.003146689313367447,-0.03223393768643232,-0.028960437339325736,-0.028960427635154055,0.001692105594457254,-0.0013636227309023721,0.008110469932647925
69.0,0.0010714312920285867,-0.03117333890486616,-0.031611158241702804,0.011196056013929865,-0.009000317926339353,0.003146689313367447,-0.03223393768643232,-0.028960437339325736,-0.028960427635154055,0.001692105594457254,-0.0013636227309023721,0.008110469932647925
70.0,0.0002498698589517369,-0.028021535333551867,-0.028518019840320593,0.010858097579029561,-0.006780035801163841,0.0036973363831632857,-0.03018162655701246,-0.027861495821051498,-0.02786148681003494,0.0008914522257946607,-0.0019460097906107063,0.006851361968400283
71.0,-0.002966178899424241,-0.022555902734636927,-0.022868337960720714,0.008088882620343317,0.00010529494426668238,0.0033498075753208485,-0.03018953651680562,-0.021296595342081642,-0.021296587921244472,-0.00247531721043613,-0.0037170107435142586,0.002432843754062618
72.0,-0.003100806764273214,-0.02118810313425723,-0.021365255778208664,0.0071024864995537325,0.0020174739913551595,0.003481713428169768,-0.02906088532006257,-0.02097538994385584,-0.020975382935287404,-0.002716336325092743,-0.003889046884110975,0.0019191490302671841
73.0,-0.0025071357458119883,-0.019916326086620494,-0.020313125944779385,0.006103949999277921,0.0023639010422897857,0.003141213451953378,-0.027730341843677373,-0.01970899230070753,-0.01970898566101112,-0.002444197626492793,-0.003555186577141644,0.0019473148154271383
74.0,-0.0022196108198808888,-0.017357856520162727,-0.01806281602591223,0.0006875872917880973,0.0063455713504949,0.0024531588493021494,-0.02624656328889512,-0.01712023755402043,-0.017120232600944415,-0.001375161900963406,-0.0023346523583419594,0.0024175079352401715
75.0,-0.0013741551444903667,-0.015158939469491683,-0.015697037373353026,-0.0007131364625326978,0.008639461892592255,0.002353092699781499,-0.023611223025894433,-0.014933084508465453,-0.014933080827668359,-0.0018130532076173788,-0.0033403453444681612,0.0008415557138841133
76.0,-0.0014080000893837237,-0.014665227726482181,-0.014963764532170423,-0.0050373257536284076,0.009017072111204996,0.0008567976355312425,-0.022186860572284858,-0.01453388539301439,-0.014533882106588417,-0.002369318661192246,-0.00435004347737457,-0.00060890045838525
77.0,-0.0007945583154101348,-0.015688342168991242,-0.016073714877342098,-0.009110644430853274,0.0077504119519342975,-0.0006636259016628173,-0.02512814400831378,-0.015754143384642653,-0.01575413984541468,-0.0038990844845144023,-0.0043163957659890315,-0.003916220610896148
78.0,-0.0008113734541685506,-0.015973908403657235,-0.0165855915432782,-0.01021456548762444,0.02462885725227593,-0.00033493255981002307,-0.010107481085951449,-0.0004277008416467918,-0.00042770145043720794,-0.004330954848777036,-0.005424483493053416,-0.004153355300054137
79.0,-0.000984704973801771,-0.01502731533699472,-0.015481532524599174,-0.009319593433402064,0.02361406210961906,-0.0001890475665672903,-0.008547297511007973,-0.00033922892896770345,-0.00033922949266253346,-0.0036284886746067845,-0.005852065195967427,-0.0040644234325025765
80.0,3.659687688672338e-05,-0.012876908480993661,-0.013337813937890521,-0.01229894253769679,0.023320211300926035,0.0002676783712272169,-0.011776144527433629,0.0011208001540959486,0.0011207996467706015,-0.004433695609895307,-0.008424639367854822,-0.009251210520393904
81.0,3.659687688672338e-05,-0.012876908480993661,-0.013337813937890521,-0.01229894253769679,0.023320211300926035,0.0002676783712272169,-0.011776144527433629,0.0011208001540959486,0.0011207996467706015,-0.004433695609895307,-0.008424639367854822,-0.009251210520393904
82.0,-0.000887421572622776,-0.012701184670584963,-0.012684133416494941,-0.010203298027618594,0.02210580331705218,0.0003132664930616348,-0.009250412148296996,-0.000220120225708355,-0.00022012073303370202,-0.0026330427824020988,-0.006797575351261369,-0.009934337928783434
83.0,-0.001298546530771139,-0.01243329377470908,-0.012322449246811374,-0.00762809233745428,0.021709167867296576,-0.00015877343100788695,-0.009222038707903266,0.00020882024276481235,0.00020881976714729974,-0.0018862857101256997,-0.005790534993431266,-0.00907897922807443
84.0,-0.0010969133392366131,-0.011336217519430692,-0.011407253217496683,-0.0056383656465982986,0.022488451241287604,4.06718279234856e-05,-0.009215147181000345,0.00019068539517928,0.00019068496032898256,-0.0017458132085443208,-0.00531541255328084,-0.008321990139240305
85.0,-0.0008910927649332822,-0.01097240435236925,-0.011024586102463813,-0.0050505377502799605,0.022233512699864167,3.9930795901666e-05,-0.00877574788437262,0.00016927065962007081,0.0001692702368489487,-0.0020471582994816655,-0.005093525533161325,-0.00801658707506636
86.0,-0.0007399797153940313,-0.01167398107230764,-0.011601415574211748,-0.0080021948617631,0.021808131000497687,0.0001458550007330984,-0.008343303728493096,-0.0014376769805861697,-0.001437677955852014,-0.0009130416271997913,-0.006798613902086945,-0.008393214422888356
87.0,-0.0005493518688505276,0.0001910780083426556,0.0005926408878560481,-0.008794665198913077,0.022225004983155012,0.00013527176763439985,-0.008969132280002888,-0.0007006147316082566,-0.000700615679783383,-0.0015531953419712548,-0.005396981236040027,-0.008825585560001802
88.0,-0.00023750948391503123,0.0009706524416934321,0.0013819813292802502,-0.00820325675018421,0.021730794292105254,0.000638186418169804,-0.012298153745903147,0.0005497210582730708,0.0005497201830344928,-0.0005679720310216437,-0.0035454972961331275,-0.006899581553267011
89.0,-0.00023750948391503123,0.0009706524416934321,0.0013819813292802502,-0.00820325675018421,0.021730794292105254,0.000638186418169804,-0.012298153745903147,0.0005497210582730708,0.0005497201830344928,-0.0005679720310216437,-0.0035454972961331275,-0.006899581553267011
90.0,0.000613110970908969,0.0006904780724604785,0.0011154074304254437,-0.008911246265222274,0.021431244014491996,-0.0005643958310678254,-0.014222869209573835,0.0010357266347548525,0.0010357258022108391,0.00026241292202770273,-0.0020353604660432087,-0.005403099160976395
