Estimator,ternary,swing,no_ternary,no_swing,9/8,5/4,4/4,3/4,2/4,12/8
boeck2015/tempodetector2016_default,0.7741935483870968,0.9550561797752809,0.9618163054695562,0.9562043795620438,0.75,1.0,0.9687150837988827,0.8863636363636364,1.0,0.7777777777777778
boeck2019/multi_task,0.7419354838709677,0.9438202247191011,0.9597523219814241,0.9549878345498783,0.75,1.0,0.9653631284916201,0.9090909090909091,0.8571428571428571,0.7407407407407407
boeck2019/multi_task_hjdb,0.7419354838709677,0.9438202247191011,0.9587203302373581,0.9537712895377128,0.75,1.0,0.9653631284916201,0.9090909090909091,0.8571428571428571,0.7407407407407407
boeck2020/dar,0.8709677419354839,0.9662921348314607,0.9649122807017544,0.9610705596107056,0.75,1.0,0.9709497206703911,0.9090909090909091,0.8571428571428571,0.8888888888888888
davies2009/mirex_qm_tempotracker,0.8387096774193549,0.9438202247191011,0.9246646026831785,0.9172749391727494,1.0,0.5,0.9418994413407821,0.7045454545454546,0.8571428571428571,0.8148148148148148
echonest/version_3_2_1,0.45161290322580644,0.8033707865168539,0.8895768833849329,0.8917274939172749,0.5,0.5,0.9106145251396648,0.5909090909090909,0.5714285714285714,0.4444444444444444
gkiokas2012/default,0.8064516129032258,0.9382022471910112,0.9401444788441693,0.9355231143552312,0.75,1.0,0.9519553072625698,0.7954545454545454,0.7142857142857143,0.8148148148148148
klapuri2006/percival2014,0.6774193548387096,0.9044943820224719,0.936016511867905,0.9330900243309003,0.5,0.5,0.9519553072625698,0.75,0.8571428571428571,0.7037037037037037
oliveira2010/ibt,0.6451612903225806,0.8258426966292135,0.8864809081527347,0.8905109489051095,0.25,1.0,0.9050279329608939,0.6590909090909091,0.7142857142857143,0.7037037037037037
percival2014/stem,0.8064516129032258,0.9550561797752809,0.9494324045407637,0.9428223844282239,0.75,0.5,0.964245810055866,0.7727272727272727,0.8571428571428571,0.8148148148148148
scheirer1998/percival2014,0.7096774193548387,0.8314606741573034,0.7719298245614035,0.7566909975669099,0.5,0.5,0.7910614525139665,0.5227272727272727,0.5714285714285714,0.7407407407407407
schreiber2014/default,0.5483870967741935,0.8764044943820225,0.9484004127966976,0.948905109489051,0.5,1.0,0.9608938547486033,0.75,1.0,0.5555555555555556
schreiber2017/ismir2017,0.7096774193548387,0.9044943820224719,0.9432404540763674,0.9428223844282239,0.5,1.0,0.9653631284916201,0.6136363636363636,0.8571428571428571,0.7407407407407407
schreiber2017/mirex2017,0.9354838709677419,0.9606741573033708,0.9525283797729618,0.9501216545012166,1.0,1.0,0.9720670391061452,0.7045454545454546,0.7142857142857143,0.9259259259259259
schreiber2018/cnn,0.8064516129032258,0.9606741573033708,0.9545923632610939,0.9476885644768857,0.75,1.0,0.9687150837988827,0.75,0.8571428571428571,0.8148148148148148
schreiber2018/fcn,0.8387096774193549,0.9606741573033708,0.95562435500516,0.9501216545012166,0.5,1.0,0.9664804469273743,0.8181818181818182,0.8571428571428571,0.8888888888888888
schreiber2018/ismir2018,0.6451612903225806,0.898876404494382,0.9442724458204335,0.9428223844282239,0.5,1.0,0.9620111731843576,0.75,0.7142857142857143,0.6666666666666666
zplane/auftakt_v3,0.5161290322580645,0.8651685393258427,0.9040247678018576,0.8978102189781022,0.5,0.5,0.9184357541899442,0.7727272727272727,0.7142857142857143,0.5185185185185185
