τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,,,
0.005,,,,,,,,,,,,,,,,,,,
0.01,0.005625032987974649,0.0028150867442710676,0.0029080891384054325,0.0028647628074794295,0.019969311092704115,0.0014281201509277275,0.0020920337034839366,0.0034159001356763746,0.008686998464136739,0.0017480832626015808,0.06735654514113304,0.0006851762624285183,0.0006348673146426296,0.0006348673146426296,0.0020920337034839366,0.002466396321778801,0.0020920337034839366,0.008007092172304142,0.0008200029191659616
0.015,0.011507324495085165,0.007851768733580382,0.007704399142203149,0.00831855616621782,0.021039369373522354,0.0026865036492429418,0.0033501783257813026,0.00871253330950871,0.014106905793577828,0.0026572103403508783,0.06346859357130567,0.011477778309195233,0.006615030656609081,0.0024718537010277506,0.0038867378213511077,0.008277863689088465,0.00365773508776747,0.012527383271337419,0.0058582520542513755
0.02,0.010802193277658804,0.014464213806452448,0.01348061610975133,0.007931010853543165,0.026213605042547,0.00797982986021814,0.012132395980595755,0.011674766848229944,0.021917545210969655,0.0037940811052069984,0.07464278529409157,0.013950006387525483,0.016443889628354712,0.011249089433219577,0.008984033131023916,0.0119390711283334,0.014410959727940978,0.015199396727808694,0.011990521495470316
0.025,0.01596381306539479,0.016144805047168826,0.017725458761217897,0.012642305121976855,0.03072009412228595,0.010621323979807485,0.013958373901657103,0.01616822617921144,0.025488381424745486,0.009313872080446935,0.07886356076317354,0.018796128377169558,0.02058733354313238,0.016033450255189242,0.0122871159102963,0.013015778371209319,0.017067316214113643,0.019748391925709402,0.017247886676620763
0.03,0.01533224620533201,0.015405493463053798,0.016680342008801727,0.012048376324274017,0.032769968323091495,0.012839611136746054,0.018567380301161857,0.02303802652733319,0.031328103159933854,0.009381904748365946,0.07920827239072685,0.018907777860106435,0.020398624387294083,0.01629746633850319,0.01311139334576997,0.014236324044736235,0.017695961761082835,0.0199219433189435,0.019760089418383704
0.035,0.015176381614217667,0.01553121235346589,0.01682797845557544,0.012172399202091252,0.032693864977196785,0.013359652029973966,0.020649367758833928,0.025934600785379524,0.033358292243991165,0.01001031847608567,0.07930341881928989,0.020067555497262267,0.020894536066163687,0.01699843591981234,0.01543717518493506,0.01505066889534254,0.017997814784702207,0.020152002918075656,0.02288306522751832
0.04,0.015555273055701759,0.015831660469986738,0.016923664754316062,0.012744834929454085,0.035098821633428284,0.014825928150030759,0.0206769660447771,0.027591473048336375,0.03768723861806229,0.011951787076250182,0.08095949561204849,0.024489146246033447,0.02133779096199972,0.017646748718087912,0.018014685756404865,0.016017360932873006,0.01898486616864903,0.019977983521589176,0.02382605393795384
0.045,0.01552833308886787,0.015951214966114693,0.016995650146535674,0.012872028444213148,0.03710573462209669,0.01663518960187365,0.02096621933426277,0.028437935584274324,0.04005199543431808,0.01246039646636791,0.08107210998785759,0.024437616607400996,0.023794379920992828,0.02012266250558318,0.017978342898971184,0.015991475273468288,0.01974978181785639,0.020080469854373506,0.025938843726902857
0.05,0.01558607246325904,0.015937556918250453,0.017091545667229324,0.012913544649641936,0.03777053071327796,0.017478023920893555,0.020717843886042725,0.030566157661582452,0.04196731610680192,0.013642702412375857,0.08184698158543123,0.0243177159093352,0.025842672924321335,0.02222773477989159,0.02002611556187958,0.017448429643123445,0.020882000608295835,0.020209465638407892,0.027723681416730053
0.055,0.01586621948609604,0.01611265964878076,0.017413848323931856,0.013147920613216723,0.038542976565707265,0.01764855371082808,0.020858199511052385,0.03050256886337911,0.0430101971577527,0.015229892385226032,0.08379649930208215,0.02456029882165833,0.02582459219331974,0.022246541101121276,0.022502560392680077,0.018550578419626377,0.022663171444748637,0.020098882200014895,0.029707213158416436
0.06,0.01585179034785014,0.016134351945967556,0.017354879580225076,0.01311888338800452,0.03900312025483515,0.01762594851755844,0.02232467868024418,0.030497513563856837,0.04467925993347013,0.01746614276599776,0.0855470926444665,0.024830669385305242,0.026069934146470356,0.022510045750171376,0.02460491647355,0.018566205986253713,0.024043803586915533,0.020135336561617537,0.0306657792051546
0.065,0.01585179034785014,0.016134351945967556,0.017354879580225076,0.01311888338800452,0.03900312025483515,0.01762594851755844,0.02232467868024418,0.030497513563856837,0.04467925993347013,0.01746614276599776,0.0855470926444665,0.024830669385305242,0.026069934146470356,0.022510045750171376,0.02460491647355,0.018566205986253713,0.024043803586915533,0.020135336561617537,0.0306657792051546
0.07,0.016318972889674457,0.016305368871109595,0.017551157367300382,0.015142798829546134,0.039561238047633916,0.017872429806394162,0.022856777980250514,0.03182131172996336,0.0450708677851492,0.017896595762960484,0.08611902188956966,0.029127849208429736,0.026874136612458018,0.023350025988986164,0.026614690572690287,0.020740985015752736,0.025329920229975746,0.020882297433566677,0.03226952001422358
0.075,0.017110187576139316,0.016867737217925012,0.017856244448630654,0.015488451903071066,0.03993299979905077,0.019017300242370694,0.02416459086304282,0.03351631131203642,0.04655071294106111,0.018823605698721893,0.0871886517857877,0.02916795334564731,0.028940904232272763,0.025469131869528507,0.030593730944044235,0.021787285148036385,0.026459210787709356,0.021891162913280138,0.035998034970247186
0.08,0.017110187576139316,0.016867737217925012,0.017856244448630654,0.015488451903071066,0.03993299979905077,0.019017300242370694,0.02416459086304282,0.03351631131203642,0.04655071294106111,0.018823605698721893,0.0871886517857877,0.02916795334564731,0.028940904232272763,0.025469131869528507,0.030593730944044235,0.021787285148036385,0.026459210787709356,0.021891162913280138,0.035998034970247186
0.085,0.017110187576139316,0.016867737217925012,0.017856244448630654,0.015488451903071066,0.03993299979905077,0.019017300242370694,0.02416459086304282,0.03351631131203642,0.04655071294106111,0.018823605698721893,0.0871886517857877,0.02916795334564731,0.028940904232272763,0.025469131869528507,0.030593730944044235,0.021787285148036385,0.026459210787709356,0.021891162913280138,0.035998034970247186
0.09,0.017110187576139316,0.016867737217925012,0.017856244448630654,0.015488451903071066,0.03993299979905077,0.019017300242370694,0.02416459086304282,0.03351631131203642,0.04655071294106111,0.018823605698721893,0.0871886517857877,0.02916795334564731,0.028940904232272763,0.025469131869528507,0.030593730944044235,0.021787285148036385,0.026459210787709356,0.021891162913280138,0.035998034970247186
0.095,0.017110187576139316,0.016867737217925012,0.017856244448630654,0.015488451903071066,0.03993299979905077,0.019017300242370694,0.02416459086304282,0.03351631131203642,0.04655071294106111,0.018823605698721893,0.0871886517857877,0.02916795334564731,0.028940904232272763,0.025469131869528507,0.030593730944044235,0.021787285148036385,0.026459210787709356,0.021891162913280138,0.035998034970247186
0.1,0.01804768770697598,0.017798157778375606,0.018938283814552172,0.016335597165577975,0.04203516687615339,0.021175077415495357,0.0256771205524407,0.03613036925351872,0.04694577257964626,0.01992658018589646,0.08889820772848418,0.03016202936812823,0.0298555337860093,0.02643456784808569,0.031751774036378695,0.023896832256262716,0.027601242186972096,0.022929661679959145,0.03902286789169217
0.105,0.018429689387510436,0.018275681028057728,0.019171715279708488,0.01685321316850151,0.04258586158908361,0.021136894244823328,0.026030834901851468,0.03601168422594795,0.04827581590628636,0.022205472109221826,0.08929817335977924,0.030262598794495943,0.030733739682998584,0.027329380646195094,0.03384498728251246,0.024013431145606536,0.029025191000955276,0.022823174958308167,0.03990527157465511
0.11,0.01984781919225942,0.019414765675461534,0.020290641863162352,0.01813047674064038,0.044155183886197005,0.023610567314394978,0.02733677480641791,0.037357811825167335,0.052541565345713165,0.02576521932240669,0.09010690931850275,0.033366587688100476,0.03298341626702936,0.033205955632062856,0.03892911240467193,0.0250184984146192,0.03267939799304501,0.023836372667422917,0.04354908407421974
0.115,0.01984781919225942,0.019414765675461534,0.020290641863162352,0.01813047674064038,0.044155183886197005,0.023610567314394978,0.02733677480641791,0.037357811825167335,0.052541565345713165,0.02576521932240669,0.09010690931850275,0.033366587688100476,0.03298341626702936,0.033205955632062856,0.03892911240467193,0.0250184984146192,0.03267939799304501,0.023836372667422917,0.04354908407421974
