Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.1383019044007536,0.3387042587567628,0.016846093238260668,0.061582410976771605
sun2021/default,0.17147506820800915,0.35728022214420463,0.03015376723052668,0.07690338144036668
schreiber2018/ismir2018,0.2012146185596743,0.38436222982023466,0.029097619583200906,0.0872734405384914
schreiber2018/cnn,0.21626763623065617,0.4023355975993482,0.02292271905498332,0.07330743428646962
boeck2015/tempodetector2016_default,0.21669678337106332,0.4143282768864269,0.020919025641072685,0.06490428548550645
schreiber2018/fcn,0.2319958552976584,0.4139268444554066,0.020631356718143475,0.0647446591089343
klapuri2006/percival2014,0.26831400100032016,0.4353032608845211,0.02333180917533464,0.07853464192488407
oliveira2010/ibt,0.270205989754047,0.4239076524013593,0.0409673579924532,0.08978818186214631
schreiber2017/ismir2017,0.27113653057204634,0.43714109428236947,0.02483498445802136,0.08110856559371306
boeck2019/multi_task,0.28489843497060824,0.4469732357977582,0.02122032026148569,0.07081349696836854
davies2009/mirex_qm_tempotracker,0.2850691192698768,0.44429388965362787,0.03646459594391449,0.06801579871920135
zplane/auftakt_v3,0.28669764126214226,0.4406762146012336,0.039311841463792734,0.10313655454705195
schreiber2014/default,0.2895859489726544,0.4404718162004328,0.025048149528523175,0.08061803241922687
echonest/version_3_2_1,0.2920174585868639,0.44046994931948247,0.041456257649229285,0.10303763156992961
percival2014/stem,0.29880354984427315,0.4546154441109039,0.020719929190982457,0.07026058649790518
boeck2019/multi_task_hjdb,0.3119289157914915,0.4638579174691785,0.021771350652845942,0.07190321861489818
schreiber2017/mirex2017,0.3143339480143409,0.4677409825943059,0.01837726470203358,0.06708915130409536
gkiokas2012/default,0.3276047396024251,0.4723219433890432,0.026087900217856723,0.07776356615499914
scheirer1998/percival2014,0.39830522407456637,0.46839544213035494,0.07698926181313272,0.13801557669474443
