Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
37,0.006491991093748904,0.43526935859258314,0.001283133380030699,0.000491581479911691,0.00010452557000572027,0.00010452557000572027,0.0,0.009781020792585396
38,0.007231569231075703,0.021363042701795433,0.016109987749981097,0.009181113890176656,0.009181113890176656,0.009181113890176656,0.0,0.0
39,0.008711096712083578,0.015712650550984537,0.0007597547656636698,0.0001835997059675228,0.0001835997059675228,0.0001835997059675228,0.0,0.0
40,0.008888096132200913,0.026757892690602234,0.00789857232020453,0.008760334230942794,0.008760334230942794,0.008760334230942794,0.00808234629785853,0.0
41,0.011466785225546831,0.2939741935303715,0.31027592211123717,0.006406922321967892,0.007002103514509264,0.007002103514509264,0.014950341465971604,0.014950341465971604
42,0.010106964845150033,0.007245248020118205,0.014595807565541116,0.013160467407432179,0.013160467407432179,0.013160467407432179,0.0,0.01367493689707654
43,0.007731636841243449,0.01797104109132729,0.014449319959268217,0.011835181349592216,0.42687273078633015,0.011835181349592216,0.0,0.0
44,0.004851481473923584,0.036176753110700025,0.0015284468095710865,0.0001083011126038656,0.0001083011126038656,0.0001083011126038656,0.0,0.0
45,0.004853083222963362,0.03046044989066264,0.003337856540637525,0.0004085071220018773,0.0004085071220018773,0.0004085071220018773,0.0,0.0
46,0.004759307341953563,0.030461985274524088,0.001958375776071256,0.0001611964835418337,0.0001611964835418337,0.0001611964835418337,0.0,0.0
47,0.004285539024905978,0.006691013142941898,0.009962013605526274,0.011500051633016376,0.011500100929324087,0.011500100929324087,0.012278329778436703,0.012278329778436703
48,0.005724643638183641,0.0061487506038143775,0.016508348820416876,0.0007388490224293655,0.0007388316316575845,0.0007388316316575845,0.0,0.0
49,0.0018405637719356317,0.025908417656872972,0.0052027270617613945,0.002379915209209735,0.002379894779179908,0.002379894779179908,0.0,0.010195767105888364
