Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,1.0621894930267156e-07,3.7345304971089163e-32,8.616823131215043e-47,2.333163761525023e-28,2.4565014302917734e-26,0.2236038260966071,0.00024817053563009093,0.17917656601306617
davies2009/mirex_qm_tempotracker,1.0621894930267156e-07,1.0,2.257677452178005e-16,1.1986872424927235e-21,2.3932745923033885e-11,2.0841114812853333e-09,1.8892528006066796e-10,0.15560803503925458,2.098713765536413e-14
percival2014/stem,3.7345304971089163e-32,2.257677452178005e-16,1.0,0.37801711710950137,0.0025668456854631766,0.000398015536031864,1.619763307177836e-33,4.59046888274808e-19,2.878496054999394e-35
schreiber2014/default,8.616823131215043e-47,1.1986872424927235e-21,0.37801711710950137,1.0,1.3008830509853487e-05,1.0559720392169292e-06,1.4152567827148675e-45,5.723093539139617e-29,2.736613252747666e-47
schreiber2017/ismir2017,2.333163761525023e-28,2.3932745923033885e-11,0.0025668456854631766,1.3008830509853487e-05,1.0,0.10123052166086421,2.7648314283233866e-27,1.8986608505655877e-13,8.863908087958981e-30
schreiber2017/mirex2017,2.4565014302917734e-26,2.0841114812853333e-09,0.000398015536031864,1.0559720392169292e-06,0.10123052166086421,1.0,2.4310368993913947e-25,2.0162830665839633e-12,3.760234741732378e-27
schreiber2018/cnn,0.2236038260966071,1.8892528006066796e-10,1.619763307177836e-33,1.4152567827148675e-45,2.7648314283233866e-27,2.4310368993913947e-25,1.0,2.9390084938774967e-09,0.894036804594899
schreiber2018/fcn,0.00024817053563009093,0.15560803503925458,4.59046888274808e-19,5.723093539139617e-29,1.8986608505655877e-13,2.0162830665839633e-12,2.9390084938774967e-09,1.0,2.096004343856517e-08
schreiber2018/ismir2018,0.17917656601306617,2.098713765536413e-14,2.878496054999394e-35,2.736613252747666e-47,8.863908087958981e-30,3.760234741732378e-27,0.894036804594899,2.096004343856517e-08,1.0
