Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.8471749329146797,0.20370534792593056,2.6316760948672954e-07,2.1709356076901066e-05,4.149354101658723e-11,0.4735009051847924,0.2154366550643182,0.004955165844012317,0.5661670145633748,0.009293439033186175
boeck2019/multi_task,0.8471749329146797,1.0,0.16869131592848174,3.8154090630213676e-06,2.8700825280157485e-05,2.4496104490377698e-11,0.3610654855411005,0.20770997452998397,0.010785439873333847,0.7245395819266038,0.01411305749318024
boeck2019/multi_task_hjdb,0.20370534792593056,0.16869131592848174,1.0,4.573242695414583e-05,1.2580488561943883e-07,1.8733013484416883e-12,0.08952024962268647,0.03809291285896129,0.05094620904611114,0.6187601185890133,0.07916469298773242
davies2009/mirex_qm_tempotracker,2.6316760948672954e-07,3.8154090630213676e-06,4.573242695414583e-05,1.0,5.738304165973065e-15,1.8252642642260582e-21,8.960272214756313e-10,5.442929642168365e-09,0.03572808026596852,0.00010758961000831846,0.005716417692861455
percival2014/stem,2.1709356076901066e-05,2.8700825280157485e-05,1.2580488561943883e-07,5.738304165973065e-15,1.0,0.0008506796271426565,0.00016319388486991614,0.0033269437967010963,1.94478550138361e-09,2.3872579939599955e-05,4.733821995596996e-09
schreiber2014/default,4.149354101658723e-11,2.4496104490377698e-11,1.8733013484416883e-12,1.8252642642260582e-21,0.0008506796271426565,1.0,3.12009553116172e-09,8.770370878376601e-09,5.734346063837931e-15,2.8644376520551997e-10,4.684415799900674e-15
schreiber2017/ismir2017,0.4735009051847924,0.3610654855411005,0.08952024962268647,8.960272214756313e-10,0.00016319388486991614,3.12009553116172e-09,1.0,0.6121231461760832,0.003906624868682587,0.30021370324776686,0.0031740666354214287
schreiber2017/mirex2017,0.2154366550643182,0.20770997452998397,0.03809291285896129,5.442929642168365e-09,0.0033269437967010963,8.770370878376601e-09,0.6121231461760832,1.0,0.0006011146702536574,0.12099268624097226,0.0014119481523178275
schreiber2018/cnn,0.004955165844012317,0.010785439873333847,0.05094620904611114,0.03572808026596852,1.94478550138361e-09,5.734346063837931e-15,0.003906624868682587,0.0006011146702536574,1.0,0.01253877958287754,0.6438401001201217
schreiber2018/fcn,0.5661670145633748,0.7245395819266038,0.6187601185890133,0.00010758961000831846,2.3872579939599955e-05,2.8644376520551997e-10,0.30021370324776686,0.12099268624097226,0.01253877958287754,1.0,0.04392250276661661
schreiber2018/ismir2018,0.009293439033186175,0.01411305749318024,0.07916469298773242,0.005716417692861455,4.733821995596996e-09,4.684415799900674e-15,0.0031740666354214287,0.0014119481523178275,0.6438401001201217,0.04392250276661661,1.0
