τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,,,
0.005,,,,,,,,,,,
0.01,1.0,0.8461538461538461,0.8461538461538461,1.0,1.0,0.9230769230769231,1.0,0.8461538461538461,0.5384615384615384,0.6153846153846154,0.6923076923076923
0.015,0.9397590361445783,0.8674698795180723,0.9036144578313253,0.891566265060241,0.8554216867469879,0.7108433734939759,0.8795180722891566,0.8313253012048193,0.8192771084337349,0.8313253012048193,0.8674698795180723
0.02,0.9385964912280702,0.8771929824561403,0.8947368421052632,0.868421052631579,0.868421052631579,0.7456140350877193,0.8771929824561403,0.8421052631578947,0.8245614035087719,0.8596491228070176,0.868421052631579
0.025,0.9375,0.875,0.8984375,0.859375,0.8515625,0.7265625,0.8828125,0.8515625,0.8359375,0.8671875,0.875
0.03,0.9338235294117647,0.875,0.9044117647058824,0.8529411764705882,0.8529411764705882,0.7205882352941176,0.8823529411764706,0.8455882352941176,0.8455882352941176,0.875,0.8823529411764706
0.035,0.9300699300699301,0.8601398601398601,0.9020979020979021,0.8461538461538461,0.8531468531468531,0.6993006993006993,0.8741258741258742,0.8461538461538461,0.8321678321678322,0.8671328671328671,0.8671328671328671
0.04,0.9324324324324325,0.8648648648648649,0.9054054054054054,0.831081081081081,0.8445945945945946,0.6891891891891891,0.8783783783783784,0.8513513513513513,0.8243243243243243,0.8716216216216216,0.8648648648648649
0.045,0.9328859060402684,0.8657718120805369,0.9060402684563759,0.8322147651006712,0.8456375838926175,0.6845637583892618,0.8791946308724832,0.8523489932885906,0.825503355704698,0.87248322147651,0.8657718120805369
0.05,0.9337748344370861,0.8675496688741722,0.9072847682119205,0.8278145695364238,0.8410596026490066,0.6887417218543046,0.8741721854304636,0.8543046357615894,0.8278145695364238,0.8741721854304636,0.8609271523178808
0.055,0.935064935064935,0.8701298701298701,0.9090909090909091,0.8311688311688312,0.8441558441558441,0.6883116883116883,0.8766233766233766,0.8571428571428571,0.8311688311688312,0.8766233766233766,0.8636363636363636
0.06,0.9354838709677419,0.8709677419354839,0.9096774193548387,0.8258064516129032,0.8451612903225807,0.6838709677419355,0.8774193548387097,0.8580645161290322,0.832258064516129,0.8709677419354839,0.8580645161290322
0.065,0.9354838709677419,0.8709677419354839,0.9096774193548387,0.8258064516129032,0.8451612903225807,0.6838709677419355,0.8774193548387097,0.8580645161290322,0.832258064516129,0.8709677419354839,0.8580645161290322
0.07,0.9363057324840764,0.8726114649681529,0.910828025477707,0.8152866242038217,0.8471337579617835,0.6878980891719745,0.8789808917197452,0.8598726114649682,0.8343949044585988,0.8726114649681529,0.8598726114649682
0.075,0.9367088607594937,0.8734177215189873,0.9113924050632911,0.8164556962025317,0.8481012658227848,0.6835443037974683,0.879746835443038,0.8607594936708861,0.8354430379746836,0.8734177215189873,0.8607594936708861
0.08,0.9367088607594937,0.8734177215189873,0.9113924050632911,0.8164556962025317,0.8481012658227848,0.6835443037974683,0.879746835443038,0.8607594936708861,0.8354430379746836,0.8734177215189873,0.8607594936708861
0.085,0.9375,0.875,0.9125,0.81875,0.85,0.6875,0.88125,0.8625,0.8375,0.875,0.8625
0.09,0.9325153374233128,0.8711656441717791,0.9079754601226994,0.8098159509202454,0.8466257668711656,0.6871165644171779,0.8711656441717791,0.8588957055214724,0.8404907975460123,0.8773006134969326,0.8650306748466258
0.095,0.9325153374233128,0.8711656441717791,0.9079754601226994,0.8098159509202454,0.8466257668711656,0.6871165644171779,0.8711656441717791,0.8588957055214724,0.8404907975460123,0.8773006134969326,0.8650306748466258
0.1,0.9325153374233128,0.8711656441717791,0.9079754601226994,0.8098159509202454,0.8466257668711656,0.6871165644171779,0.8711656441717791,0.8588957055214724,0.8404907975460123,0.8773006134969326,0.8650306748466258
0.105,0.9337349397590361,0.8734939759036144,0.9096385542168675,0.8072289156626506,0.8433734939759037,0.6746987951807228,0.8734939759036144,0.8614457831325302,0.8373493975903614,0.8734939759036144,0.8674698795180723
0.11,0.9341317365269461,0.874251497005988,0.9101796407185628,0.8023952095808383,0.844311377245509,0.6766467065868264,0.874251497005988,0.8622754491017964,0.8383233532934131,0.874251497005988,0.8682634730538922
0.115,0.9341317365269461,0.874251497005988,0.9101796407185628,0.8023952095808383,0.844311377245509,0.6766467065868264,0.874251497005988,0.8622754491017964,0.8383233532934131,0.874251497005988,0.8682634730538922
0.12,0.9341317365269461,0.874251497005988,0.9101796407185628,0.8023952095808383,0.844311377245509,0.6766467065868264,0.874251497005988,0.8622754491017964,0.8383233532934131,0.874251497005988,0.8682634730538922
0.125,0.9341317365269461,0.874251497005988,0.9101796407185628,0.8023952095808383,0.844311377245509,0.6766467065868264,0.874251497005988,0.8622754491017964,0.8383233532934131,0.874251497005988,0.8682634730538922
0.13,0.9349112426035503,0.863905325443787,0.8994082840236687,0.8047337278106509,0.834319526627219,0.6686390532544378,0.863905325443787,0.8520710059171598,0.8284023668639053,0.8698224852071006,0.863905325443787
0.135,0.9349112426035503,0.863905325443787,0.8994082840236687,0.8047337278106509,0.834319526627219,0.6686390532544378,0.863905325443787,0.8520710059171598,0.8284023668639053,0.8698224852071006,0.863905325443787
0.14,0.9352941176470588,0.8647058823529412,0.9,0.8058823529411765,0.8352941176470589,0.6705882352941176,0.8647058823529412,0.8529411764705882,0.8294117647058824,0.8705882352941177,0.8647058823529412
0.145,0.9352941176470588,0.8647058823529412,0.9,0.8058823529411765,0.8352941176470589,0.6705882352941176,0.8647058823529412,0.8529411764705882,0.8294117647058824,0.8705882352941177,0.8647058823529412
0.15,0.9352941176470588,0.8647058823529412,0.9,0.8058823529411765,0.8352941176470589,0.6705882352941176,0.8647058823529412,0.8529411764705882,0.8294117647058824,0.8705882352941177,0.8647058823529412
0.155,0.9352941176470588,0.8647058823529412,0.9,0.8058823529411765,0.8352941176470589,0.6705882352941176,0.8647058823529412,0.8529411764705882,0.8294117647058824,0.8705882352941177,0.8647058823529412
0.16,0.9352941176470588,0.8647058823529412,0.9,0.8058823529411765,0.8352941176470589,0.6705882352941176,0.8647058823529412,0.8529411764705882,0.8294117647058824,0.8705882352941177,0.8647058823529412
0.165,0.9302325581395349,0.8604651162790697,0.9011627906976745,0.8081395348837209,0.8255813953488372,0.6627906976744186,0.8546511627906976,0.8430232558139535,0.8313953488372093,0.8662790697674418,0.8604651162790697
0.17,0.9248554913294798,0.8554913294797688,0.8959537572254336,0.8034682080924855,0.8208092485549133,0.6589595375722543,0.8497109826589595,0.838150289017341,0.8265895953757225,0.861271676300578,0.8554913294797688
0.175,0.9252873563218391,0.8563218390804598,0.896551724137931,0.8045977011494253,0.8160919540229885,0.6551724137931034,0.8505747126436781,0.8390804597701149,0.8275862068965517,0.8620689655172413,0.8563218390804598
0.18,0.9257142857142857,0.8571428571428571,0.8971428571428571,0.8057142857142857,0.8171428571428572,0.6571428571428571,0.8514285714285714,0.84,0.8285714285714286,0.8628571428571429,0.8571428571428571
0.185,0.9257142857142857,0.8571428571428571,0.8971428571428571,0.8057142857142857,0.8171428571428572,0.6571428571428571,0.8514285714285714,0.84,0.8285714285714286,0.8628571428571429,0.8571428571428571
0.19,0.9261363636363636,0.8579545454545454,0.8977272727272727,0.8068181818181818,0.8181818181818182,0.6590909090909091,0.8522727272727273,0.8409090909090909,0.8295454545454546,0.8636363636363636,0.8579545454545454
0.195,0.9261363636363636,0.8579545454545454,0.8977272727272727,0.8068181818181818,0.8181818181818182,0.6590909090909091,0.8522727272727273,0.8409090909090909,0.8295454545454546,0.8636363636363636,0.8579545454545454
0.2,0.9261363636363636,0.8579545454545454,0.8977272727272727,0.8068181818181818,0.8181818181818182,0.6590909090909091,0.8522727272727273,0.8409090909090909,0.8295454545454546,0.8636363636363636,0.8579545454545454
0.205,0.9261363636363636,0.8579545454545454,0.8977272727272727,0.8068181818181818,0.8181818181818182,0.6590909090909091,0.8522727272727273,0.8409090909090909,0.8295454545454546,0.8636363636363636,0.8579545454545454
0.21,0.9261363636363636,0.8579545454545454,0.8977272727272727,0.8068181818181818,0.8181818181818182,0.6590909090909091,0.8522727272727273,0.8409090909090909,0.8295454545454546,0.8636363636363636,0.8579545454545454
