τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,,,,
0.005,0.09309952335338074,0.13626809196970985,0.009404248720977096,0.008667498677473143,0.2996374462527956,0.6772911807221028,0.515608855795886,0.3574018280336022,0.2359016522820501,0.06217823271630439,0.03283626810549174,0.08556710514460086
0.01,0.07748933574185395,0.16401098431379105,0.009352808236377932,0.008700519169921062,0.35210314024166295,0.7150534401901407,0.5348459393162351,0.40314159530340316,0.25794530847358654,0.0652655675217912,0.043199145766915845,0.09600563046562706
0.015,0.07682446985796451,0.16294501898502867,0.009344096305885565,0.008749258737290542,0.35163292398037055,0.7174825939057279,0.5332147790829794,0.40686209226299086,0.26291212549179926,0.06477643042438205,0.04289942001504212,0.09520010781230417
0.02,0.07682446985796451,0.16294501898502867,0.009344096305885565,0.008749258737290542,0.35163292398037055,0.7174825939057279,0.5332147790829794,0.40686209226299086,0.26291212549179926,0.06477643042438205,0.04289942001504212,0.09520010781230417
0.025,0.07682446985796451,0.16294501898502867,0.009344096305885565,0.008749258737290542,0.35163292398037055,0.7174825939057279,0.5332147790829794,0.40686209226299086,0.26291212549179926,0.06477643042438205,0.04289942001504212,0.09520010781230417
0.03,0.0764961601577168,0.16227819569595664,0.00930909853509756,0.00874689506480445,0.35021184025182933,0.7186983156174948,0.5309431488890294,0.40513043081613476,0.2617956348431106,0.0644996080721411,0.042716089160276985,0.09479326974473022
0.035,0.0764961601577168,0.16227819569595664,0.00930909853509756,0.00874689506480445,0.35021184025182933,0.7186983156174948,0.5309431488890294,0.40513043081613476,0.2617956348431106,0.0644996080721411,0.042716089160276985,0.09479326974473022
0.04,0.0764961601577168,0.16227819569595664,0.00930909853509756,0.00874689506480445,0.35021184025182933,0.7186983156174948,0.5309431488890294,0.40513043081613476,0.2617956348431106,0.0644996080721411,0.042716089160276985,0.09479326974473022
0.045,0.0764961601577168,0.16227819569595664,0.00930909853509756,0.00874689506480445,0.35021184025182933,0.7186983156174948,0.5309431488890294,0.40513043081613476,0.2617956348431106,0.0644996080721411,0.042716089160276985,0.09479326974473022
0.05,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.055,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.06,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.065,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.07,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.075,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.08,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.085,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.09,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.095,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.1,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.105,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.11,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.115,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.12,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.125,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.13,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.135,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
0.14,0.07617079805885497,0.16162004057135307,0.009301478782526537,0.008718879408748617,0.34883069156227847,0.7156797940143582,0.5329107309127483,0.40763338610824895,0.2607100154418081,0.06427101330908197,0.042540454628420085,0.0943960301891097
