Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,boeck2019/multi_task,boeck2019/multi_task_lowerci,boeck2019/multi_task_upperci,boeck2019/multi_task_hjdb,boeck2019/multi_task_hjdb_lowerci,boeck2019/multi_task_hjdb_upperci,boeck2020/dar,boeck2020/dar_lowerci,boeck2020/dar_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci,schreiber2018/ismir2018,schreiber2018/ismir2018_lowerci,schreiber2018/ismir2018_upperci
120.0,-0.0005557708951376356,-0.01882694398511265,0.01771540219483738,0.0055087977358812806,-0.03113661758677659,0.042154213058539156,0.002903154062449351,0.0011650280041042421,0.00464128012079446,0.002632646635794935,-0.0035106246026298028,0.008775917874219673,-0.012015194315817462,-0.0948034250490658,0.07077303641743088,-0.0049226421779299,-0.00970382917891446,-0.00014145517694533812,-0.0026001621630989263,-0.05871139006696388,0.05351106574076603,0.0011999933959325943,-0.019114484725671142,0.021514471517536334,0.0011999934400543353,-0.019114484691554513,0.021514471571663186,0.0031834742573183306,0.0012434656861842446,0.005123482828452416,0.002706204713806089,0.000490883656576372,0.004921525771035806,0.002618324101883709,-0.006167618284125156,0.011404266487892573
120.53193808589492,-0.0014944555695060443,-0.017770918146558314,0.014782007007546224,0.005568930450004218,-0.030317406421872858,0.04145526732188129,0.002881141007749552,0.0011790187448045893,0.004583263270694515,0.002353689739357167,-0.003172853152835512,0.007880232631549846,-0.01048048761224428,-0.09155383092029751,0.07059285569580895,-0.004230895288715778,-0.008603489549074504,0.00014169897164294752,-0.0015340040970017108,-0.05735811086811654,0.05429010267411312,0.001154308586532967,-0.01873937248733112,0.021047989660397056,0.001154308629749537,-0.01873937245391242,0.021047989713411493,0.003141322921823018,0.0012414999697551031,0.005041145873890932,0.0026690449853235417,0.0004996124099488604,0.004838477560698223,0.0026077326772365205,-0.005996216423219446,0.011211681777692486
121.06387617178984,-0.0023510668475699367,-0.01718006308291633,0.012477929387776457,0.0056290465684877295,-0.029502857780503253,0.04076095091747871,0.0028590781308867447,0.0011927393026701248,0.004525416959103364,0.0020921203300714986,-0.002890456190553999,0.007074696850696996,-0.008945650234845462,-0.08831460205961424,0.07042330158992331,-0.003550266562059751,-0.00753791629743211,0.0004373831733126077,-0.0005299864300795307,-0.06991230292273054,0.06885233006257149,0.001108589052101088,-0.018366870455833045,0.02058404856003522,0.0011085890944120818,-0.018366870423113937,0.0205840486119381,0.003099142379068038,0.0012392590906075477,0.004959025667528528,0.002631860431701361,0.000508035478439646,0.004755685384963076,0.0025971172214187,-0.00582595248056828,0.011020186923405681
121.59581425768476,-0.003086819729720586,-0.017008756148561923,0.01083511668912075,0.005689138276079043,-0.02869333190850091,0.040071608460659,0.0028369422956446336,0.0012061498253750473,0.00446773476591422,0.0018557428313711994,-0.002665714520597781,0.006377200183340179,-0.0074106214801974435,-0.08508647396426157,0.07026523100386668,-0.0028859286233641835,-0.006516803118194375,0.0007449458714660082,0.0003627096893760312,-0.08556815410764627,0.08629357348639834,0.0010628187563190626,-0.017997190038273117,0.020122827550911243,0.0010628187977238873,-0.01799719000625557,0.020122827601703343,0.0030569190668659854,0.0012367108288765197,0.004877127304855451,0.0025946395273477112,0.0005161200310117519,0.004673159023683671,0.0025864665709207906,-0.005656922116875289,0.01082985525871687
122.12775234357967,-0.0036629292163492485,-0.017087707777295864,0.009761849344597368,0.005749197757525399,-0.027889199113258503,0.039387594628309305,0.002814710365806924,0.0012192099833644463,0.004410210748249402,0.001652361666689548,-0.0024926547886188564,0.005797378121997952,-0.005875340644876811,-0.08187020486226104,0.07011952357250742,-0.002243054098031458,-0.005548721628208007,0.001062613432145091,0.0010949031130733852,-0.09797167160999642,0.10016147783614321,0.0010169816628689975,-0.017630548219398426,0.019664511545136418,0.001016981703366872,-0.017630548188084672,0.019664511594818416,0.0030146394230294565,0.001233822432037919,0.004795456414020994,0.0025573707466707593,0.0005238326283779058,0.004590908864963612,0.002575769562233335,-0.005489223405159033,0.010640762529625702
122.6596904294746,-0.004040610307847229,-0.017156256968275073,0.009075036352580616,0.0058092171975740285,-0.027090840693551856,0.03870927508869991,0.00279235920515732,0.001231878925751908,0.004352839484562732,0.0014897812594598034,-0.0023545797638873348,0.005334142282806941,-0.004339747025459889,-0.07866657781303917,0.06998708376211939,-0.0016268156114639068,-0.004640638818531052,0.001387007595603238,0.0016174126927209903,-0.1038480459980133,0.10708287138345528,0.0009710617354329956,-0.017267168077056905,0.019209291547922894,0.000971061775022951,-0.017267168046449486,0.019209291596495388,0.0029722898853710425,0.0012305605656837328,0.004714019205058352,0.0025200425640786676,0.0005311391667900153,0.004508945961367319,0.0025650150318468753,-0.005322957053683388,0.01045298711737714
123.19162851536952,-0.004181115560482773,-0.016933201119523608,0.008570969998558064,0.005869188760164982,-0.02629865009332695,0.03803702761365692,0.002769865665370858,0.0012441152144725617,0.004295616116269154,0.0013757840163431106,-0.002224220031825303,0.004975788064511525,-0.0028037798365021377,-0.07547640318500144,0.06986884351199717,-0.0010423864621579787,-0.0037974780062300325,0.001712705081914075,0.0018811925132329946,-0.10107608794616335,0.10483847297262933,0.0009250429376419479,-0.016907279410318835,0.01875736528560273,0.0009250429763228271,-0.016907279380420578,0.01875736533306623,0.002929856885331918,0.0012268912471706597,0.004632822523493176,0.0024826434496190513,0.0005380048051867273,0.0044272820940513755,0.00255419181120184,-0.0051582266826458905,0.010266610305049571
123.72356660126444,-0.004056674974272741,-0.016235976781860843,0.008122626833315359,0.005929098527374103,-0.025513052626901858,0.037371249681650065,0.002747203058803248,0.0012558726489693493,0.0042385334686371465,0.0013117169230489976,-0.0020772179412724898,0.004700651787370485,-0.0012673543180824476,-0.0723005256327055,0.06976581699654061,-0.0004951366915120977,-0.0030225969200579858,0.00203232353703379,0.001876724824714536,-0.08935318526010438,0.09310663490953347,0.000878909218156618,-0.01655112632914878,0.018308944765462017,0.0008789092559270261,-0.016551126299962866,0.01830894481181692,0.002887324992009999,0.0012227772662683357,0.004551872717751662,0.002445160598766488,0.0005443918689439656,0.00434592932858901,0.00254328725560836,-0.004995143571312735,0.010081718082529455
124.25550468715936,-0.0036656894316630245,-0.015082786549403532,0.007751407686077483,0.005988918081749254,-0.02473452932429472,0.036712365487793226,0.0027243362598612514,0.0012670946358149693,0.004181577883907534,0.0012835845368525754,-0.0019121443505210824,0.004479313424226233,0.00026967144630582474,-0.06913982576847173,0.06967916866108338,9.094612230272519e-06,-0.002319233192833782,0.0023374224172943267,0.0016887293871625658,-0.07180748464500317,0.0751849434193283,0.0008326444899480923,-0.016198975827489626,0.017864264807385812,0.0008326445268062809,-0.01619897579901971,0.017864264852632268,0.002844674334565504,0.001218174790824228,0.00447117387830678,0.0024075781683372093,0.00055025715314282,0.004264899183531599,0.0025322852011936564,-0.0048338323999398,0.009898402802327113
124.78744277305428,-0.003010376604968513,-0.013548663895956983,0.007527910686019957,0.006048616891211412,-0.023963576390353562,0.03606081017277639,0.002701228912352009,0.0012777227315249502,0.004124735093179068,0.0012751538586311824,-0.001733521046190378,0.004283828763452743,0.001807447708947807,-0.06599520537406373,0.06961010079195934,0.0004643999545252285,-0.0016896458213795141,0.0026184457304299713,0.0014156696611928865,-0.052530688907819964,0.05536202823020574,0.000786232660782437,-0.01585110214444565,0.017423567466010523,0.0007862326967262854,-0.015851102116695874,0.017423567510148445,0.002801884394633321,0.0012130386497532237,0.004390730139513418,0.0023698798719862203,0.0005555562201762102,0.00418420352379623,0.002521168970843501,-0.004674421493280818,0.00971675943496782
125.3193808589492,-0.002092954166504098,-0.011706256458917149,0.007520348125908953,0.006108164423681554,-0.023200699436403623,0.035417028283766736,0.0026778446600826586,0.0012876980464568745,0.004067991273708443,0.001270191889262156,-0.0015478531114379635,0.004088236889962276,0.0033461247221285295,-0.06286758748207817,0.06955983692633523,0.0008648718408288678,-0.0011350913223146283,0.0028648350039723637,0.0011560091074212867,-0.036584130980950216,0.03889614919579279,0.0007396576384257176,-0.015507784733625398,0.016987100010476833,0.0007396576734527342,-0.015507784706600433,0.016987100053505903,0.0027589346538483394,0.0012073231739912378,0.004310546133705441,0.0023320494233685252,0.0005602440637883757,0.004103854782948675,0.002509921887443665,-0.004517041431344803,0.009536885206232132
125.85131894484411,-0.0009156397885847047,-0.009597301781129802,0.007766022203960392,0.006167530147080659,-0.02244641469696551,0.034781474991126826,0.002654147146860341,0.0012969611871003113,0.004011333106620371,0.0012524656296228386,-0.0013635413075598407,0.003868472566805518,0.004885852738133051,-0.05975791912471838,0.06952962460098448,0.0012046027765972797,-0.0006563684067644742,0.0030655739599590335,0.0010082111864635548,-0.0291357704251314,0.03115219279805851,0.0006929033306440009,-0.015169308937632511,0.016555115598920513,0.0006929033647513226,-0.015169308911337514,0.016555115640840157,0.00271580459384545,0.0012009821320821392,0.0042306270556087605,0.00229407053613913,0.0005642750355207573,0.0040238660367575025,0.002498527273879919,-0.004361825341111021,0.00935887988887086
126.38325703073903,0.0005177617200790379,-0.007224716046179082,0.008260239486337159,0.006226682797653604,-0.021701252083859184,0.03415461767916639,0.002630099985840067,0.001305452115269775,0.003954747856410359,0.0012058365674563355,-0.0011922875902763185,0.0036039607251889894,0.006426784577862665,-0.05666717401193781,0.06952074316766314,0.001477743585159262,-0.0002547978677064405,0.0032102850380249645,0.0010691577045710346,-0.028216015877867318,0.030354331287009387,0.0006459538524890787,-0.014835967068223694,0.01612787477320185,0.0006459538856734656,-0.014835967042664329,0.01612787481401126,0.0026724738570344745,0.0011939687680033336,0.004150978946065615,0.002255927068492653,0.0005676028488541386,0.0039442512881311675,0.002486968635998192,-0.004208909270383846,0.00918284654238023
126.91519511663395,0.0021203927605832704,-0.004702945441925992,0.008943730963092533,0.006285552823983324,-0.0209658369275071,0.03353694257547375,0.0026056651861908722,0.0013131064790202723,0.003898223893361472,0.0011191105657086227,-0.0010549229469731603,0.0032931440783904057,0.007969207474569445,-0.05359632050985824,0.06953473545899713,0.0016814967885239362,6.720312398911092e-05,0.0032957904530587613,0.0013529645453951994,-0.026367989045569473,0.029073918136359872,0.0005988041660062054,-0.014508072260842718,0.01570568059285513,0.0005988041982637514,-0.01450807223602548,0.015705680632552985,0.0026289304989692763,0.0011862417143638322,0.00407161928357472,0.002217610442194467,0.0005701853271099149,0.003865035557279019,0.0024752390537122818,-0.004058433390360912,0.009008911497785476
127.44713320252887,0.003683215622962352,-0.00236514938739474,0.009731580633319444,0.006344014349142479,-0.020240918229165135,0.03292894692745009,0.0025808023974357736,0.0013198543725096137,0.0038417504223619333,0.000988367226233325,-0.0009827307662867526,0.0029594652187534026,0.009513606397378443,-0.05054628139327655,0.06957349418803344,0.00181755430493655,0.00030635383115090536,0.003328754778722195,0.0017519894964192623,-0.022242023214824522,0.025746002207663047,0.0005514651904030899,-0.01418595902682011,0.01528888940762629,0.0005514652217287985,-0.014185959002752756,0.015288889446210352,0.0025851749518965394,0.0011777684152035383,0.003992581488589541,0.002179123205883737,0.0005719873492642353,0.003786259062503239,0.0024633456914799597,-0.0039105399341121195,0.00883723131707204
127.9790712884238,0.004987412603996899,-0.0005562296643723524,0.01053105487236615,0.006401936987588487,-0.019527247617301683,0.032331121592478654,0.0025554710802182592,0.0013256257902527569,0.0037853163701837616,0.0008102683824504665,-0.0010064717820202295,0.0026270085469211626,0.011060482143322226,-0.04751795935867311,0.06963892364531757,0.0018879674095337556,0.0004593283900466746,0.003316606429020837,0.0021488441323527785,-0.018224617172477243,0.0225223054371828,0.0005039491221897768,-0.013869959557223756,0.014877857801603311,0.0005039491525775262,-0.013869959533915323,0.014877857839070377,0.0025412086387640656,0.001168517404864947,0.003913899872663184,0.002140468798858095,0.0005729747986879372,0.003707962799028253,0.002451296841166264,-0.003765369556223332,0.00866796323855586
