Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
alonso2004/ismir2004_corr,1.0,5.685857565593147e-08,3.6187521574832774e-30,2.015873966802299e-14,0.058679316070225,0.09324784230366599,0.0072903580915356595,1.8310979870107432e-26,7.014898113155299e-31,1.253902587369644e-32,3.971326339282495e-32,3.3872386348067426e-16,4.433445475308837e-36,4.48458311063408e-07,2.887935624915578e-11,5.1802056789478926e-55,2.3896513760804602e-45,3.1321784783767705e-87,5.926222137699095e-43,1.4026253161779067e-44,1.3912388777631117e-28,0.44687282071083057,0.08750369575617162,0.16793111425876533,5.4088664777959195e-12,4.013413550076069e-26
alonso2004/ismir2004_spec,5.685857565593147e-08,1.0,9.425828887735725e-10,0.018662205147194674,0.0013141241037438346,1.517662951839958e-10,3.266867100967607e-12,1.1557460629092277e-10,6.764105293934046e-11,7.210825964568062e-13,2.8089632986480117e-12,0.0013189686125793603,6.89866808379457e-16,0.9365906071613355,0.06901681800293354,3.1182801763752934e-33,1.2491919692592076e-22,4.6076309384706815e-68,1.8621348730947747e-19,1.3407537045178246e-21,1.0150466061595777e-12,8.36704744564633e-09,1.0073628484977107e-11,0.0004699661283562088,0.11045000233288753,1.0186585097511216e-10
boeck2015/tempodetector2016_default,3.6187521574832774e-30,9.425828887735725e-10,1.0,6.908981842261108e-07,1.2146867306750363e-19,1.2583109015162761e-39,6.465834422417135e-43,0.634194817329482,0.6239284632085246,0.19825639744335355,0.30994084550445394,0.00027651391563811545,0.02396249244302562,1.5663312921022176e-09,3.0957968771615077e-06,1.9641987858977186e-14,3.945100149231892e-06,7.387689837903328e-41,3.4485319407704807e-05,6.375994182853247e-07,0.15089717233442643,1.723235424861851e-31,3.5706061800723e-42,1.2029792563291444e-21,1.450210616945196e-07,0.8422569262528314
davies2009/mirex_qm_tempotracker,2.015873966802299e-14,0.018662205147194674,6.908981842261108e-07,1.0,1.521116263760191e-08,1.1822768446284177e-20,1.7970513006433538e-23,1.9522099713969624e-06,4.210008568149272e-07,2.8041083952368746e-16,9.817755603717254e-16,0.13664100480748312,7.519631891796857e-15,0.02249427122244969,0.665789228018142,5.726735069427267e-31,6.6801204570611924e-21,3.410259227701428e-58,6.37922501364883e-19,9.476138959042069e-17,4.94625598438922e-12,1.4956821414522505e-14,1.7309935519822622e-23,1.668327175195637e-09,0.4213795037428696,2.9080967413009232e-08
dixon2001/ismir2004_indu,0.058679316070225,0.0013141241037438346,1.2146867306750363e-19,1.521116263760191e-08,1.0,0.00040464133707131267,5.425588897465593e-06,7.156069410427567e-19,1.2844355374026696e-20,1.0780781486081086e-26,7.29161935839928e-26,3.940655157443137e-10,6.551477846194069e-29,0.0005320055051392492,6.28026409717918e-07,3.013624992501081e-47,3.010609691572295e-36,2.064689370664717e-81,9.997858267599266e-35,7.771562758859759e-32,3.5061623375713806e-22,0.006312342377216351,0.00012089809642615015,0.6769222390213792,1.417889202909943e-06,3.155184231670433e-20
dixon2001/ismir2004_trac,0.09324784230366599,1.517662951839958e-10,1.2583109015162761e-39,1.1822768446284177e-20,0.00040464133707131267,1.0,0.24095466870156684,4.357067672622196e-35,1.6800715142378185e-39,1.458463341159793e-42,2.0329010869405524e-41,4.919158589151363e-24,6.308681291992296e-42,1.8777593900468594e-10,2.167454424501397e-15,6.026592473718615e-59,8.755594103177931e-48,7.543054378408824e-93,1.1362933515063813e-52,2.036728187901495e-54,1.6729224355531808e-42,0.4742743507673296,0.9233418401809065,0.0016589696979125536,3.7644416010363995e-16,3.6822763774074594e-38
dixon2003/ismir2004_auco,0.0072903580915356595,3.266867100967607e-12,6.465834422417135e-43,1.7970513006433538e-23,5.425588897465593e-06,0.24095466870156684,1.0,4.160467417441986e-38,2.820280940954167e-38,3.516546128772439e-47,6.010718891015939e-46,7.050074361705934e-29,4.285390336816597e-37,4.831607672661064e-13,1.2998888878146778e-17,4.827487969045444e-65,1.5229916135294398e-52,7.657122562690829e-101,1.5899781865934442e-59,3.073998240722943e-59,3.328813362208167e-49,0.07784940675335619,0.40748553448890024,5.292285569146805e-05,2.1991374666045603e-17,2.6642124591045612e-40
echonest/version_3_2_1,1.8310979870107432e-26,1.1557460629092277e-10,0.634194817329482,1.9522099713969624e-06,7.156069410427567e-19,4.357067672622196e-35,4.160467417441986e-38,1.0,1.0,0.6790184275257325,0.8039164055745032,0.00011183058010197338,0.1536928278409029,4.427629556240324e-10,1.3902454528816664e-06,7.25267841306819e-11,0.0001013204056917081,1.1355651623017911e-39,0.005043022603806805,5.9708052218535666e-05,0.5676284992633358,1.6760210088641794e-28,1.3744304246408044e-35,3.755602187162961e-20,4.034263636821616e-08,0.7984319648086429
gkiokas2012/default,7.014898113155299e-31,6.764105293934046e-11,0.6239284632085246,4.210008568149272e-07,1.2844355374026696e-20,1.6800715142378185e-39,2.820280940954167e-38,1.0,1.0,0.5618863668933679,0.7091470125152433,0.00010710788843603063,0.10458826282895549,4.239593934023255e-11,2.326921468571164e-07,3.376800849655876e-11,7.524859611582831e-05,4.787244158587813e-37,0.0009423724051516176,1.7266960453899796e-05,0.4633396221605036,1.532476374299323e-28,3.369626611421454e-41,9.039901450347755e-26,1.0244341587716618e-08,0.8507636337843976
klapuri2006/ismir2004,1.253902587369644e-32,7.210825964568062e-13,0.19825639744335355,2.8041083952368746e-16,1.0780781486081086e-26,1.458463341159793e-42,3.516546128772439e-47,0.6790184275257325,0.5618863668933679,1.0,0.7905273437500004,1.8119713716096508e-10,0.2070256081569315,4.802658523304127e-13,1.3319589246411789e-09,1.5442389845249085e-12,0.00015185576707950989,1.8708839325247486e-36,0.003690585198680724,0.00021739579468579593,0.9048611294504482,3.1214966776263507e-30,2.905279442451946e-48,1.7113489656195648e-24,4.301653981910123e-15,0.3317998364977673
