Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
klapuri2006/percival2014,3.971326339282495e-32,2.8089632986480117e-12,0.30994084550445394,9.817755603717254e-16,7.29161935839928e-26,2.0329010869405524e-41,6.010718891015939e-46,0.8039164055745032,0.7091470125152433,0.7905273437500004,1.0,5.747760931486611e-11,0.13073258577290067,1.9866760408017042e-12,6.1295772878620785e-09,5.394032051902118e-13,5.810415079882122e-05,9.527582786174666e-38,0.002084403353381913,0.00015252799081616987,0.7236736098317629,1.4407643735410597e-29,1.0918932026162737e-47,7.389683124090312e-24,1.3129815522035845e-14,0.45035134358487394
oliveira2010/ibt,3.3872386348067426e-16,0.0013189686125793603,0.00027651391563811545,0.13664100480748312,3.940655157443137e-10,4.919158589151363e-24,7.050074361705934e-29,0.00011183058010197338,0.00010710788843603063,1.8119713716096508e-10,5.747760931486611e-11,1.0,1.5502748845162157e-10,0.0017300480234565636,0.13496178094138178,1.1755851239034884e-25,4.1544328181988037e-16,1.437578759338524e-56,1.718056395734511e-13,1.528947136060061e-13,1.5905328473786133e-08,2.1009317002303518e-17,3.46054791782551e-27,8.732198555143919e-12,0.03947322372463639,2.153178892346558e-06
percival2014/stem,4.433445475308837e-36,6.89866808379457e-16,0.02396249244302562,7.519631891796857e-15,6.551477846194069e-29,6.308681291992296e-42,4.285390336816597e-37,0.1536928278409029,0.10458826282895549,0.2070256081569315,0.13073258577290067,1.5502748845162157e-10,1.0,1.6198471891322802e-15,8.15355341430007e-12,1.0121347553603881e-08,0.005857099085284141,1.8594180082240578e-32,0.1491130551381525,0.013983157750459815,0.35832646674888036,1.0213886655688011e-32,1.87684788691285e-48,3.1239216419875997e-26,4.523657277578301e-16,0.032088733978231254
scheirer1998/ismir2004,4.48458311063408e-07,0.9365906071613355,1.5663312921022176e-09,0.02249427122244969,0.0005320055051392492,1.8777593900468594e-10,4.831607672661064e-13,4.427629556240324e-10,4.239593934023255e-11,4.802658523304127e-13,1.9866760408017042e-12,0.0017300480234565636,1.6198471891322802e-15,1.0,0.03947322372463639,5.823613652763001e-34,1.1364891671622257e-22,2.487682264911762e-65,4.961643304043553e-18,2.114259441538729e-21,3.74947846224835e-12,1.1132199507706909e-08,5.458111953672805e-11,0.0002851180836316128,0.15343788341056858,1.3305317979005422e-10
scheirer1998/percival2014,2.887935624915578e-11,0.06901681800293354,3.0957968771615077e-06,0.665789228018142,6.28026409717918e-07,2.167454424501397e-15,1.2998888878146778e-17,1.3902454528816664e-06,2.326921468571164e-07,1.3319589246411789e-09,6.1295772878620785e-09,0.13496178094138178,8.15355341430007e-12,0.03947322372463639,1.0,8.217830335341177e-29,6.970719190283379e-18,5.202711007635621e-58,2.6747132944831304e-14,4.977009484632524e-17,5.47613360959224e-09,7.695639038158539e-13,2.1008080047565868e-16,3.073114958644199e-07,0.8633332895365005,1.027566746647113e-06
schreiber2014/default,5.1802056789478926e-55,3.1182801763752934e-33,1.9641987858977186e-14,5.726735069427267e-31,3.013624992501081e-47,6.026592473718615e-59,4.827487969045444e-65,7.25267841306819e-11,3.376800849655876e-11,1.5442389845249085e-12,5.394032051902118e-13,1.1755851239034884e-25,1.0121347553603881e-08,5.823613652763001e-34,8.217830335341177e-29,1.0,0.00020372185740785695,1.4016007077149405e-15,2.96645292252019e-05,0.011557279664325262,7.851967234363158e-12,4.0821257092301325e-57,3.0668414663043542e-68,1.0492434512176163e-50,2.6297408036676534e-32,2.7925284551781058e-14
schreiber2017/ismir2017,2.3896513760804602e-45,1.2491919692592076e-22,3.945100149231892e-06,6.6801204570611924e-21,3.010609691572295e-36,8.755594103177931e-48,1.5229916135294398e-52,0.0001013204056917081,7.524859611582831e-05,0.00015185576707950989,5.810415079882122e-05,4.1544328181988037e-16,0.005857099085284141,1.1364891671622257e-22,6.970719190283379e-18,0.00020372185740785695,1.0,4.789402585702178e-30,0.32911398597860525,0.8452520242196513,0.000370393745758709,5.0114572559131106e-48,2.4234035116030434e-56,4.2291879563824077e-39,4.1482952759797695e-23,3.655513267962821e-06
schreiber2017/mirex2017,3.1321784783767705e-87,4.6076309384706815e-68,7.387689837903328e-41,3.410259227701428e-58,2.064689370664717e-81,7.543054378408824e-93,7.657122562690829e-101,1.1355651623017911e-39,4.787244158587813e-37,1.8708839325247486e-36,9.527582786174666e-38,1.437578759338524e-56,1.8594180082240578e-32,2.487682264911762e-65,5.202711007635621e-58,1.4016007077149405e-15,4.789402585702178e-30,1.0,1.06188108074488e-26,4.314225645844971e-22,5.793380975268149e-34,8.128079013301501e-88,9.1438991302582e-100,6.496419893286258e-82,2.399763649341456e-64,8.20459720211475e-41
schreiber2018/cnn,5.926222137699095e-43,1.8621348730947747e-19,3.4485319407704807e-05,6.37922501364883e-19,9.997858267599266e-35,1.1362933515063813e-52,1.5899781865934442e-59,0.005043022603806805,0.0009423724051516176,0.003690585198680724,0.002084403353381913,1.718056395734511e-13,0.1491130551381525,4.961643304043553e-18,2.6747132944831304e-14,2.96645292252019e-05,0.32911398597860525,1.06188108074488e-26,1.0,0.17530808080826962,0.001820404935611286,5.484562875828615e-36,3.101719586238641e-53,1.8860713968473607e-29,1.6142282731597616e-16,0.00030999595216558545
schreiber2018/fcn,1.4026253161779067e-44,1.3407537045178246e-21,6.375994182853247e-07,9.476138959042069e-17,7.771562758859759e-32,2.036728187901495e-54,3.073998240722943e-59,5.9708052218535666e-05,1.7266960453899796e-05,0.00021739579468579593,0.00015252799081616987,1.528947136060061e-13,0.013983157750459815,2.114259441538729e-21,4.977009484632524e-17,0.011557279664325262,0.8452520242196513,4.314225645844971e-22,0.17530808080826962,1.0,0.0001914651547310934,9.815496666983315e-46,1.2317369878434915e-53,4.160467417441986e-38,1.772895852193875e-18,7.625146230917855e-06
schreiber2018/ismir2018,1.3912388777631117e-28,1.0150466061595777e-12,0.15089717233442643,4.94625598438922e-12,3.5061623375713806e-22,1.6729224355531808e-42,3.328813362208167e-49,0.5676284992633358,0.4633396221605036,0.9048611294504482,0.7236736098317629,1.5905328473786133e-08,0.35832646674888036,3.74947846224835e-12,5.47613360959224e-09,7.851967234363158e-12,0.000370393745758709,5.793380975268149e-34,0.001820404935611286,0.0001914651547310934,1.0,1.1794159266133194e-29,2.1975156375764326e-46,5.844889381632311e-23,2.8955579301500215e-11,0.2615722360139462
tzanetakis2002/ismir2004_hist,0.44687282071083057,8.36704744564633e-09,1.723235424861851e-31,1.4956821414522505e-14,0.006312342377216351,0.4742743507673296,0.07784940675335619,1.6760210088641794e-28,1.532476374299323e-28,3.1214966776263507e-30,1.4407643735410597e-29,2.1009317002303518e-17,1.0213886655688011e-32,1.1132199507706909e-08,7.695639038158539e-13,4.0821257092301325e-57,5.0114572559131106e-48,8.128079013301501e-88,5.484562875828615e-36,9.815496666983315e-46,1.1794159266133194e-29,1.0,0.2665205258050076,0.0004970915863810335,8.3995227834432e-14,3.5858615510674433e-28
tzanetakis2002/ismir2004_mmul,0.08750369575617162,1.0073628484977107e-11,3.5706061800723e-42,1.7309935519822622e-23,0.00012089809642615015,0.9233418401809065,0.40748553448890024,1.3744304246408044e-35,3.369626611421454e-41,2.905279442451946e-48,1.0918932026162737e-47,3.46054791782551e-27,1.87684788691285e-48,5.458111953672805e-11,2.1008080047565868e-16,3.0668414663043542e-68,2.4234035116030434e-56,9.1438991302582e-100,3.101719586238641e-53,1.2317369878434915e-53,2.1975156375764326e-46,0.2665205258050076,1.0,2.1806574627155318e-05,6.6801204570611924e-21,1.2334209947573014e-41
tzanetakis2002/ismir2004_msum,0.16793111425876533,0.0004699661283562088,1.2029792563291444e-21,1.668327175195637e-09,0.6769222390213792,0.0016589696979125536,5.292285569146805e-05,3.755602187162961e-20,9.039901450347755e-26,1.7113489656195648e-24,7.389683124090312e-24,8.732198555143919e-12,3.1239216419875997e-26,0.0002851180836316128,3.073114958644199e-07,1.0492434512176163e-50,4.2291879563824077e-39,6.496419893286258e-82,1.8860713968473607e-29,4.160467417441986e-38,5.844889381632311e-23,0.0004970915863810335,2.1806574627155318e-05,1.0,6.700819815698684e-08,1.3115212097025773e-21
uhle2004/ismir2004,5.4088664777959195e-12,0.11045000233288753,1.450210616945196e-07,0.4213795037428696,1.417889202909943e-06,3.7644416010363995e-16,2.1991374666045603e-17,4.034263636821616e-08,1.0244341587716618e-08,4.301653981910123e-15,1.3129815522035845e-14,0.03947322372463639,4.523657277578301e-16,0.15343788341056858,0.8633332895365005,2.6297408036676534e-32,4.1482952759797695e-23,2.399763649341456e-64,1.6142282731597616e-16,1.772895852193875e-18,2.8955579301500215e-11,8.3995227834432e-14,6.6801204570611924e-21,6.700819815698684e-08,1.0,5.309417764140517e-09
zplane/auftakt_v3,4.013413550076069e-26,1.0186585097511216e-10,0.8422569262528314,2.9080967413009232e-08,3.155184231670433e-20,3.6822763774074594e-38,2.6642124591045612e-40,0.7984319648086429,0.8507636337843976,0.3317998364977673,0.45035134358487394,2.153178892346558e-06,0.032088733978231254,1.3305317979005422e-10,1.027566746647113e-06,2.7925284551781058e-14,3.655513267962821e-06,8.20459720211475e-41,0.00030999595216558545,7.625146230917855e-06,0.2615722360139462,3.5858615510674433e-28,1.2334209947573014e-41,1.3115212097025773e-21,5.309417764140517e-09,1.0
