Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,0.9969526811952131,0.0016739419489670536,1.0068146350680314,1.006268766603665,1.0027945624981929,1.0027945624981929,0.008097768448061933,0.008097768448061933,0.008097768448061933
1,1.0034914034120712,0.5589492561379705,0.008096570863140572,0.9932469456852945,0.9962244586685697,0.9962244586685697,0.9836829223318909,1.0025419495832069,0.006918379665859645
2,0.9958004929904719,0.9650449655568438,1.0063850630336921,1.0459217242744916,0.9784435019128597,0.9784435019128597,0.9915149539655657,0.9915149539655657,0.9672674077188886
3,0.004062266610584275,1.0213506173225873,0.00986665467046215,0.012166065848210847,0.0074625961951730055,0.0074625961951730055,1.0302673369579785,0.007899523929523797,0.973683808591611
4,0.005626741693294816,0.011661609018707978,0.006259740655826882,1.0037395671493925,0.003294504121122313,0.003294504121122313,0.020578328654099063,0.020578328654099063,0.020578328654099063
5,0.00953725978161698,0.016068571500586673,1.0002313146178803,0.4208831361765425,0.0073215159733024905,0.0073215159733024905,0.41693689810022727,0.41693689810022727,0.41693689810022727
6,0.008249432088728567,0.9930201959950969,1.0002125568306917,1.0076398949279646,0.9971153764453349,0.9971153764453349,0.01589931525717361,1.0121150609124232,0.9980398757007003
7,0.00039813493036130717,0.9812940576978334,0.9953718949336604,0.9841296690183555,0.9886363090657726,0.9886363090657726,0.00039813493036130717,0.02817101726640961,0.00039813493036130717
8,1.010193426381623,0.99290507566962,0.9974009893721384,0.9994333295890936,0.9989913313971794,0.9989913313971794,1.0063561690626837,0.9951289136394293,0.9951289136394293
9,0.9873496149949732,0.9763770515024723,1.0033438199416966,0.9999353305363506,1.0005284299650732,1.0005284299650732,0.9988750711305104,0.9988750711305104,0.9988750711305104
10,0.012925363884743904,0.9837990155508236,1.0033395508975742,1.0064524383986593,1.0058375861133373,1.0058375861133373,0.0013373896095322346,0.9986626103904678,0.0013373896095322346
11,0.017313841187392685,0.9696585281427814,1.0020804943667303,1.01837431256364,1.021508446130575,1.021508446130575,0.00011897803344407117,0.015477877017574335,0.015477877017574335
12,1.0102222435556998,0.9845195656231291,1.0008250070439901,0.9951714828538006,0.9966358331446172,0.9966358331446172,1.0024906067144563,1.0024906067144563,1.0024906067144563
13,1.5950973040781038,0.9580525733024136,1.5890304727571551,1.0274107611625054,1.6530628430258307,1.6530628430258307,1.0466967463072492,1.014987886579911,1.0045712706345726
14,0.004244278726983697,0.04848702753084792,0.003477662501447661,0.007198174556575268,0.0039778491141994375,0.0039778491141994375,0.0125994820609367,0.007864620498779012,0.0125994820609367
15,0.006528691551945715,0.9774983740991442,1.0008262019854066,0.9945028970486537,1.999635264705304,1.999635264705304,0.018038757412319282,0.018038757412319282,1.0079564511206252
16,0.022803538396835972,0.9844243323728372,0.9982299225271436,0.9899380113710524,0.9933895702380507,0.9933895702380507,0.02449015397293975,0.990009415722175,0.02449015397293975
17,0.009590609738655217,0.039336068795096754,1.0001896991936954,0.9932782410382854,1.0054890302477677,1.0054890302477677,0.001997364536556583,0.005738284243048827,0.001997364536556583
18,0.9875329237297995,0.9804673938258306,1.0028297632253342,1.0528744291784522,0.9956926803446435,0.9956926803446435,0.02400118748875427,0.02400118748875427,0.02400118748875427
19,0.9916958545244415,0.9776562580664356,1.0023180052236653,0.9994372292166028,1.0020319411055882,1.0020319411055882,0.004374878296197921,0.012548809741898157,0.004374878296197921
20,1.0172956658648942,0.9887010539320232,1.0028685952296146,1.0196725023850666,1.0039470289573775,1.0039470289573775,0.9993376900407601,0.9993376900407601,1.0100640966338186
21,0.0007436348380710683,0.01654471587393194,0.0030823513818337856,0.010921714670138557,0.011819506198424834,0.011819506198424834,0.008221690746965661,0.0030936224808682604,0.008221690746965661
22,0.991745929654196,0.9661400983719924,0.9985605292104454,2.0205009703363803,0.9847391059295157,0.9847391059295157,1.0187218237752995,1.0187218237752995,1.0476731974714284
23,0.9921565375666211,0.9792407199737774,2.0047732647352263,2.0277827886964834,0.9919742651446384,0.9919742651446384,1.0054278012943023,1.9955123324292194,0.9955123324292193
24,0.9943052617301794,0.0066347006527202835,0.9986579519672797,1.0012671034512592,1.0012671034512592,1.0012671034512592,0.0028785820198215673,0.01246463084901951,0.0028785820198215673
25,0.004032514813578603,0.016077647103447366,0.001413827465364713,0.008902564779877144,0.9970135296843939,0.9970135296843939,0.004032514813578603,0.004032514813578603,0.004032514813578603
26,0.003488855723639709,0.00033560548201436353,1.0003334838576199,1.0151588130094993,1.0092548540943442,1.0092548540943442,0.010972241590751134,0.010972241590751134,0.010972241590751134
