T (BPM),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017204301075268817,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.017204301075268817,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.021505376344086023,0.002150537634408602,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.025806451612903226,0.002150537634408602,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.025806451612903226,0.002150537634408602,0.002150537634408602,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.030107526881720432,0.002150537634408602,0.004301075268817204,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.002150537634408602,0.034408602150537634,0.002150537634408602,0.0064516129032258064,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.004301075268817204,0.004301075268817204,0.030107526881720432,0.002150537634408602,0.0064516129032258064,0.0,0.008602150537634409,0.02795698924731183,0.0,0.0064516129032258064,0.0,0.0
46.0,0.0,0.012903225806451613,0.0064516129032258064,0.0,0.008602150537634409,0.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.004301075268817204,0.02795698924731183,0.002150537634408602,0.0064516129032258064,0.0,0.008602150537634409,0.03655913978494624,0.0,0.0064516129032258064,0.002150537634408602,0.0
47.0,0.0,0.021505376344086023,0.0064516129032258064,0.0,0.025806451612903226,0.0,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0,0.002150537634408602,0.008602150537634409,0.0,0.0064516129032258064,0.004301075268817204,0.02795698924731183,0.004301075268817204,0.017204301075268817,0.0,0.008602150537634409,0.043010752688172046,0.002150537634408602,0.010752688172043012,0.002150537634408602,0.0
48.0,0.0,0.03225806451612903,0.0064516129032258064,0.0,0.03655913978494624,0.0,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0,0.002150537634408602,0.012903225806451613,0.0,0.0064516129032258064,0.004301075268817204,0.03225806451612903,0.004301075268817204,0.017204301075268817,0.0,0.012903225806451613,0.05161290322580645,0.002150537634408602,0.010752688172043012,0.0064516129032258064,0.0
49.0,0.0,0.05161290322580645,0.008602150537634409,0.0,0.04516129032258064,0.0,0.0,0.004301075268817204,0.010752688172043012,0.0,0.0,0.0,0.002150537634408602,0.023655913978494623,0.0,0.004301075268817204,0.008602150537634409,0.04086021505376344,0.004301075268817204,0.025806451612903226,0.002150537634408602,0.015053763440860216,0.05161290322580645,0.002150537634408602,0.010752688172043012,0.010752688172043012,0.0
50.0,0.0,0.060215053763440864,0.008602150537634409,0.0,0.04946236559139785,0.002150537634408602,0.0,0.012903225806451613,0.012903225806451613,0.0,0.0,0.0,0.002150537634408602,0.02795698924731183,0.0,0.0064516129032258064,0.008602150537634409,0.04086021505376344,0.004301075268817204,0.025806451612903226,0.002150537634408602,0.021505376344086023,0.08172043010752689,0.0064516129032258064,0.023655913978494623,0.01935483870967742,0.0
51.0,0.0,0.06881720430107527,0.008602150537634409,0.0,0.05806451612903226,0.002150537634408602,0.0,0.012903225806451613,0.012903225806451613,0.0,0.0,0.0,0.008602150537634409,0.03225806451612903,0.0,0.0064516129032258064,0.008602150537634409,0.04516129032258064,0.004301075268817204,0.030107526881720432,0.004301075268817204,0.025806451612903226,0.09032258064516129,0.0064516129032258064,0.02795698924731183,0.021505376344086023,0.0
52.0,0.0,0.07311827956989247,0.0064516129032258064,0.0,0.06881720430107527,0.002150537634408602,0.0,0.017204301075268817,0.017204301075268817,0.0,0.0,0.0,0.010752688172043012,0.03870967741935484,0.0,0.008602150537634409,0.008602150537634409,0.05806451612903226,0.004301075268817204,0.03870967741935484,0.0064516129032258064,0.025806451612903226,0.09032258064516129,0.0064516129032258064,0.030107526881720432,0.023655913978494623,0.0
53.0,0.002150537634408602,0.08387096774193549,0.0064516129032258064,0.0,0.07526881720430108,0.004301075268817204,0.0,0.030107526881720432,0.017204301075268817,0.0,0.0,0.0,0.010752688172043012,0.04516129032258064,0.0,0.010752688172043012,0.008602150537634409,0.06236559139784946,0.0064516129032258064,0.03870967741935484,0.0064516129032258064,0.023655913978494623,0.09247311827956989,0.0064516129032258064,0.034408602150537634,0.02795698924731183,0.0
54.0,0.002150537634408602,0.0967741935483871,0.0064516129032258064,0.0,0.08817204301075268,0.004301075268817204,0.0,0.034408602150537634,0.01935483870967742,0.0,0.0,0.0,0.012903225806451613,0.06236559139784946,0.0,0.015053763440860216,0.0064516129032258064,0.06666666666666667,0.008602150537634409,0.03655913978494624,0.0064516129032258064,0.023655913978494623,0.09247311827956989,0.008602150537634409,0.03655913978494624,0.02795698924731183,0.0
55.0,0.008602150537634409,0.1053763440860215,0.004301075268817204,0.0,0.09462365591397849,0.004301075268817204,0.004301075268817204,0.043010752688172046,0.021505376344086023,0.0,0.0,0.0,0.012903225806451613,0.06666666666666667,0.0,0.021505376344086023,0.010752688172043012,0.07741935483870968,0.015053763440860216,0.047311827956989246,0.010752688172043012,0.034408602150537634,0.10967741935483871,0.010752688172043012,0.04086021505376344,0.03225806451612903,0.0
56.0,0.025806451612903226,0.1010752688172043,0.004301075268817204,0.0,0.09032258064516129,0.004301075268817204,0.004301075268817204,0.060215053763440864,0.021505376344086023,0.0,0.0,0.0,0.017204301075268817,0.07096774193548387,0.0,0.021505376344086023,0.017204301075268817,0.08817204301075268,0.01935483870967742,0.05161290322580645,0.010752688172043012,0.03225806451612903,0.08172043010752689,0.012903225806451613,0.04086021505376344,0.03225806451612903,0.0
57.0,0.030107526881720432,0.11397849462365592,0.004301075268817204,0.0,0.07741935483870968,0.004301075268817204,0.004301075268817204,0.06881720430107527,0.025806451612903226,0.0,0.0,0.0,0.015053763440860216,0.07311827956989247,0.008602150537634409,0.025806451612903226,0.021505376344086023,0.0989247311827957,0.023655913978494623,0.05806451612903226,0.010752688172043012,0.03225806451612903,0.07526881720430108,0.012903225806451613,0.047311827956989246,0.034408602150537634,0.0
58.0,0.034408602150537634,0.11827956989247312,0.008602150537634409,0.0,0.07096774193548387,0.0064516129032258064,0.004301075268817204,0.07741935483870968,0.025806451612903226,0.0,0.0,0.0,0.017204301075268817,0.07526881720430108,0.025806451612903226,0.03225806451612903,0.034408602150537634,0.10752688172043011,0.025806451612903226,0.060215053763440864,0.010752688172043012,0.03870967741935484,0.07956989247311828,0.01935483870967742,0.053763440860215055,0.03655913978494624,0.0
59.0,0.047311827956989246,0.11827956989247312,0.010752688172043012,0.0,0.06881720430107527,0.008602150537634409,0.0064516129032258064,0.09247311827956989,0.030107526881720432,0.0,0.0,0.0,0.017204301075268817,0.07311827956989247,0.030107526881720432,0.04086021505376344,0.034408602150537634,0.10967741935483871,0.034408602150537634,0.06666666666666667,0.010752688172043012,0.03655913978494624,0.07311827956989247,0.021505376344086023,0.05591397849462366,0.03225806451612903,0.0
60.0,0.04946236559139785,0.11612903225806452,0.015053763440860216,0.0,0.07311827956989247,0.008602150537634409,0.0064516129032258064,0.09462365591397849,0.03225806451612903,0.0,0.0,0.0,0.01935483870967742,0.07311827956989247,0.043010752688172046,0.04516129032258064,0.043010752688172046,0.11612903225806452,0.034408602150537634,0.06666666666666667,0.008602150537634409,0.03870967741935484,0.07311827956989247,0.021505376344086023,0.05806451612903226,0.034408602150537634,0.0
61.0,0.06236559139784946,0.12043010752688173,0.01935483870967742,0.002150537634408602,0.06881720430107527,0.008602150537634409,0.008602150537634409,0.10752688172043011,0.043010752688172046,0.002150537634408602,0.0,0.0,0.012903225806451613,0.07956989247311828,0.04946236559139785,0.053763440860215055,0.053763440860215055,0.12473118279569892,0.04086021505376344,0.07096774193548387,0.012903225806451613,0.03225806451612903,0.04516129032258064,0.021505376344086023,0.04946236559139785,0.03225806451612903,0.002150537634408602
62.0,0.06881720430107527,0.12473118279569892,0.01935483870967742,0.002150537634408602,0.06236559139784946,0.010752688172043012,0.008602150537634409,0.11612903225806452,0.04516129032258064,0.002150537634408602,0.0,0.0,0.021505376344086023,0.09032258064516129,0.06451612903225806,0.06236559139784946,0.06236559139784946,0.12473118279569892,0.05161290322580645,0.07311827956989247,0.017204301075268817,0.03655913978494624,0.043010752688172046,0.02795698924731183,0.053763440860215055,0.03655913978494624,0.002150537634408602
63.0,0.08172043010752689,0.12258064516129032,0.021505376344086023,0.002150537634408602,0.07096774193548387,0.010752688172043012,0.008602150537634409,0.12258064516129032,0.04946236559139785,0.004301075268817204,0.0,0.0,0.03225806451612903,0.09032258064516129,0.07096774193548387,0.06451612903225806,0.07096774193548387,0.12688172043010754,0.05806451612903226,0.07096774193548387,0.01935483870967742,0.043010752688172046,0.043010752688172046,0.030107526881720432,0.05806451612903226,0.03870967741935484,0.008602150537634409
64.0,0.1010752688172043,0.11827956989247312,0.02795698924731183,0.004301075268817204,0.060215053763440864,0.012903225806451613,0.008602150537634409,0.14838709677419354,0.04946236559139785,0.004301075268817204,0.002150537634408602,0.0,0.034408602150537634,0.08387096774193549,0.08172043010752689,0.07311827956989247,0.08172043010752689,0.12903225806451613,0.060215053763440864,0.08172043010752689,0.01935483870967742,0.043010752688172046,0.04946236559139785,0.03225806451612903,0.05806451612903226,0.03655913978494624,0.01935483870967742
65.0,0.1010752688172043,0.11182795698924732,0.034408602150537634,0.004301075268817204,0.053763440860215055,0.012903225806451613,0.010752688172043012,0.15268817204301074,0.05161290322580645,0.004301075268817204,0.004301075268817204,0.0,0.03870967741935484,0.08172043010752689,0.08602150537634409,0.07741935483870968,0.08172043010752689,0.12258064516129032,0.05806451612903226,0.09462365591397849,0.023655913978494623,0.04516129032258064,0.05806451612903226,0.03225806451612903,0.06236559139784946,0.04086021505376344,0.021505376344086023
66.0,0.09247311827956989,0.11397849462365592,0.03655913978494624,0.004301075268817204,0.060215053763440864,0.015053763440860216,0.0064516129032258064,0.15053763440860216,0.05591397849462366,0.004301075268817204,0.004301075268817204,0.0,0.04086021505376344,0.09032258064516129,0.09032258064516129,0.08817204301075268,0.08602150537634409,0.12258064516129032,0.06666666666666667,0.08817204301075268,0.025806451612903226,0.047311827956989246,0.04086021505376344,0.030107526881720432,0.07096774193548387,0.04516129032258064,0.023655913978494623
67.0,0.0967741935483871,0.1010752688172043,0.03870967741935484,0.004301075268817204,0.05806451612903226,0.017204301075268817,0.008602150537634409,0.15483870967741936,0.060215053763440864,0.004301075268817204,0.004301075268817204,0.0,0.05591397849462366,0.09247311827956989,0.09462365591397849,0.08817204301075268,0.09032258064516129,0.11182795698924732,0.06666666666666667,0.09247311827956989,0.025806451612903226,0.04516129032258064,0.04516129032258064,0.02795698924731183,0.06881720430107527,0.04946236559139785,0.030107526881720432
68.0,0.1032258064516129,0.0989247311827957,0.03870967741935484,0.004301075268817204,0.06451612903225806,0.015053763440860216,0.008602150537634409,0.16344086021505377,0.07311827956989247,0.0064516129032258064,0.004301075268817204,0.0,0.060215053763440864,0.0989247311827957,0.07956989247311828,0.1010752688172043,0.09462365591397849,0.11612903225806452,0.07311827956989247,0.1032258064516129,0.03225806451612903,0.07741935483870968,0.047311827956989246,0.03225806451612903,0.06881720430107527,0.047311827956989246,0.034408602150537634
69.0,0.0989247311827957,0.0967741935483871,0.04086021505376344,0.004301075268817204,0.060215053763440864,0.017204301075268817,0.008602150537634409,0.17204301075268819,0.08172043010752689,0.0064516129032258064,0.0064516129032258064,0.0,0.07741935483870968,0.1032258064516129,0.08602150537634409,0.10752688172043011,0.10752688172043011,0.11827956989247312,0.07311827956989247,0.1010752688172043,0.03870967741935484,0.07741935483870968,0.03870967741935484,0.023655913978494623,0.060215053763440864,0.04946236559139785,0.047311827956989246
70.0,0.1053763440860215,0.1010752688172043,0.04516129032258064,0.004301075268817204,0.06236559139784946,0.015053763440860216,0.0064516129032258064,0.16989247311827957,0.08172043010752689,0.010752688172043012,0.010752688172043012,0.0,0.09247311827956989,0.1053763440860215,0.09247311827956989,0.11182795698924732,0.11612903225806452,0.12473118279569892,0.06666666666666667,0.0989247311827957,0.03870967741935484,0.07741935483870968,0.04946236559139785,0.025806451612903226,0.06881720430107527,0.05806451612903226,0.053763440860215055
71.0,0.09462365591397849,0.10752688172043011,0.05161290322580645,0.004301075268817204,0.06881720430107527,0.023655913978494623,0.0064516129032258064,0.17204301075268819,0.09032258064516129,0.017204301075268817,0.017204301075268817,0.0,0.10752688172043011,0.10967741935483871,0.0967741935483871,0.13118279569892474,0.12903225806451613,0.13118279569892474,0.07311827956989247,0.11182795698924732,0.04516129032258064,0.08387096774193549,0.05161290322580645,0.03225806451612903,0.07096774193548387,0.060215053763440864,0.060215053763440864
72.0,0.09032258064516129,0.11612903225806452,0.05806451612903226,0.004301075268817204,0.07096774193548387,0.021505376344086023,0.004301075268817204,0.17204301075268819,0.08172043010752689,0.021505376344086023,0.01935483870967742,0.0,0.1053763440860215,0.1010752688172043,0.08602150537634409,0.13548387096774195,0.13333333333333333,0.13118279569892474,0.08817204301075268,0.11612903225806452,0.06666666666666667,0.09032258064516129,0.05161290322580645,0.034408602150537634,0.06666666666666667,0.06881720430107527,0.07311827956989247
73.0,0.07741935483870968,0.11827956989247312,0.060215053763440864,0.004301075268817204,0.06666666666666667,0.023655913978494623,0.004301075268817204,0.16129032258064516,0.08172043010752689,0.02795698924731183,0.025806451612903226,0.0,0.1053763440860215,0.10752688172043011,0.08387096774193549,0.15053763440860216,0.14408602150537633,0.13763440860215054,0.08387096774193549,0.12043010752688173,0.07311827956989247,0.08387096774193549,0.047311827956989246,0.03655913978494624,0.06236559139784946,0.07096774193548387,0.07096774193548387
74.0,0.06666666666666667,0.11182795698924732,0.05806451612903226,0.004301075268817204,0.07096774193548387,0.021505376344086023,0.0064516129032258064,0.14408602150537633,0.08172043010752689,0.030107526881720432,0.030107526881720432,0.0,0.11612903225806452,0.0967741935483871,0.09247311827956989,0.14193548387096774,0.13978494623655913,0.13118279569892474,0.07956989247311828,0.12043010752688173,0.07311827956989247,0.07956989247311828,0.053763440860215055,0.043010752688172046,0.06666666666666667,0.07741935483870968,0.06236559139784946
75.0,0.06451612903225806,0.12688172043010754,0.060215053763440864,0.008602150537634409,0.07956989247311828,0.023655913978494623,0.010752688172043012,0.13978494623655913,0.09462365591397849,0.047311827956989246,0.034408602150537634,0.0,0.12473118279569892,0.1053763440860215,0.09462365591397849,0.14623655913978495,0.14838709677419354,0.13978494623655913,0.08602150537634409,0.12258064516129032,0.09247311827956989,0.0989247311827957,0.053763440860215055,0.04516129032258064,0.06881720430107527,0.08387096774193549,0.07741935483870968
76.0,0.05806451612903226,0.12903225806451613,0.05806451612903226,0.015053763440860216,0.07956989247311828,0.021505376344086023,0.012903225806451613,0.13333333333333333,0.0989247311827957,0.060215053763440864,0.05591397849462366,0.010752688172043012,0.14193548387096774,0.1053763440860215,0.12473118279569892,0.14838709677419354,0.15268817204301074,0.14193548387096774,0.09247311827956989,0.12043010752688173,0.09247311827956989,0.1010752688172043,0.047311827956989246,0.04516129032258064,0.06881720430107527,0.08817204301075268,0.08172043010752689
77.0,0.053763440860215055,0.12473118279569892,0.06451612903225806,0.015053763440860216,0.08172043010752689,0.023655913978494623,0.015053763440860216,0.13118279569892474,0.1032258064516129,0.06451612903225806,0.060215053763440864,0.021505376344086023,0.13763440860215054,0.1032258064516129,0.12043010752688173,0.15053763440860216,0.14838709677419354,0.14408602150537633,0.08172043010752689,0.12043010752688173,0.09032258064516129,0.08602150537634409,0.053763440860215055,0.053763440860215055,0.06236559139784946,0.0967741935483871,0.09032258064516129
78.0,0.05161290322580645,0.11612903225806452,0.07096774193548387,0.01935483870967742,0.08172043010752689,0.02795698924731183,0.012903225806451613,0.12043010752688173,0.1053763440860215,0.07741935483870968,0.07311827956989247,0.05161290322580645,0.15268817204301074,0.1010752688172043,0.12688172043010754,0.14623655913978495,0.15268817204301074,0.13978494623655913,0.09032258064516129,0.11612903225806452,0.0967741935483871,0.08602150537634409,0.04946236559139785,0.060215053763440864,0.06666666666666667,0.1032258064516129,0.08817204301075268
