Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,4.0125240573554533e-104,0.6354080617717068,6.345207366162621e-52,8.243716532509197e-56,8.618282803458704e-09,1.273010367694346e-05,5.893812463524403e-09
davies2009/mirex_qm_tempotracker,4.0125240573554533e-104,1.0,9.942514992205972e-27,1.3538103187426993e-164,6.587711897186721e-168,8.076918655483443e-117,3.54924204157464e-118,1.6801354995680864e-118
percival2014/stem,0.6354080617717068,9.942514992205972e-27,1.0,2.560275960438427e-07,1.6827039917317406e-07,0.021185997777801602,0.05279472210160795,0.018626546752274722
schreiber2017/ismir2017,6.345207366162621e-52,1.3538103187426993e-164,2.560275960438427e-07,1.0,0.3173762139671371,1.0674021849642302e-16,2.5895744409818155e-22,2.083390485270769e-17
schreiber2017/mirex2017,8.243716532509197e-56,6.587711897186721e-168,1.6827039917317406e-07,0.3173762139671371,1.0,5.293464772958597e-18,5.0470622000628304e-24,7.548618046685873e-19
schreiber2018/cnn,8.618282803458704e-09,8.076918655483443e-117,0.021185997777801602,1.0674021849642302e-16,5.293464772958597e-18,1.0,0.18925231061361636,0.9331745393020254
schreiber2018/fcn,1.273010367694346e-05,3.54924204157464e-118,0.05279472210160795,2.5895744409818155e-22,5.0470622000628304e-24,0.18925231061361636,1.0,0.20007558774596446
schreiber2018/ismir2018,5.893812463524403e-09,1.6801354995680864e-118,0.018626546752274722,2.083390485270769e-17,7.548618046685873e-19,0.9331745393020254,0.20007558774596446,1.0
