Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
schreiber2018/cnn,0.18616433776978536,0.37205787039425064,0.027050391369080537,0.06786182425390809
schreiber2018/fcn,0.18824910566308026,0.3763288544444743,0.02897962582080737,0.07183727437899359
schreiber2018/ismir2018,0.2357289879882542,0.4145236009930972,0.03072396037279716,0.07696540337839824
schreiber2014/default,0.2415198005583857,0.3989545645305333,0.036641867229993956,0.08973254804125018
echonest/version_3_2_1,0.24605193689867044,0.4057119870653804,0.04267558642691448,0.09570825389053375
percival2014/stem,0.27643896694897985,0.4299935055726767,0.028450712263611476,0.0696581180286323
schreiber2017/mirex2017,0.28519811940903766,0.44313105574490386,0.03248443380607563,0.0809292866272206
boeck2015/tempodetector2016_default,0.2858720190387248,0.46060529828871893,0.030954260626622813,0.07007083543104953
gkiokas2012/default,0.28773476235183154,0.4407384598804541,0.03089993259900121,0.07749645186858634
schreiber2017/ismir2017,0.2902272136260446,0.449801551931409,0.031747457843014644,0.07901349618873126
zplane/auftakt_v3,0.29223113652812094,0.434891257167198,0.042362045749976776,0.09797223668465255
klapuri2006/percival2014,0.3267590330724343,0.46417119994318595,0.03292533962630446,0.07733181264956537
davies2009/mirex_qm_tempotracker,0.3488346128151728,0.4793343913879327,0.044042185038897515,0.08311033182471578
scheirer1998/percival2014,0.36134475929912685,0.4460574035566719,0.08042476969179504,0.14028887900576054
oliveira2010/ibt,0.3671169342476418,0.4712083849511576,0.042362113529325236,0.08901411060652377
