Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.7036831902520078,0.7086679590141235,0.0,0.0,0.0
0.0005,0.08889504292439768,0.006092495153697037,0.2777623926890058,0.8745499861534201,0.8773193021323733,0.4403212406535586,0.4198283024093049,0.44142896704513984
0.001,0.13708114095818333,0.011077263915812794,0.46939905843256713,0.9221822209914151,0.9266131265577402,0.535031847133758,0.5067848241484353,0.5344779839379673
0.0015,0.18194405981722514,0.01910828025477707,0.635558017169759,0.9321517585156467,0.9365826640819718,0.6048186098033785,0.5690944336748823,0.6028800886181114
0.002,0.2146219883688729,0.026031570202160067,0.7136527277762392,0.9343672112988092,0.9390750484630296,0.656327887011908,0.6167266685128773,0.6577125450013847
0.0025,0.260592633619496,0.0335087233453337,0.7632234837995016,0.9363057324840764,0.9415674328440875,0.7025754638604265,0.656327887011908,0.7045139850456937
0.003,0.3569648296870673,0.04237053447798394,0.789531985599557,0.9374134588756577,0.9426751592356688,0.7457767931320963,0.6937136527277762,0.7449459983384105
0.0035,0.4361672666851288,0.05649404597064525,0.8089171974522293,0.9382442536693437,0.9435059540293548,0.7848241484353364,0.7310994184436445,0.782608695652174
0.004,0.48933813348103017,0.0725560786485738,0.8224868457491,0.938521185267239,0.9437828856272501,0.8180559401827748,0.7596233730268623,0.8161174189975077
0.0045,0.5234007200221545,0.08972583771808364,0.8321794516754362,0.9390750484630296,0.9443367488230408,0.8474106895596788,0.7906397119911381,0.8418720576017724
0.005,0.5654943229022431,0.09997230684021047,0.8382719468291332,0.9390750484630296,0.9443367488230408,0.8679036278039324,0.8089171974522293,0.8618111326502353
0.0055,0.6125726945444475,0.11188036554970922,0.8446413735807256,0.9393519800609249,0.9446136804209361,0.8853503184713376,0.8271946829133204,0.8795347549155359
0.006,0.6438659651066186,0.11935751869288286,0.8499030739407366,0.9399058432567156,0.9451675436167266,0.9000276931597895,0.8446413735807256,0.8942121296039878
