Tempo (BPM),alonso2004/ismir2004_corr,alonso2004/ismir2004_corr_lowerci,alonso2004/ismir2004_corr_upperci,alonso2004/ismir2004_spec,alonso2004/ismir2004_spec_lowerci,alonso2004/ismir2004_spec_upperci,boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,dixon2001/ismir2004_indu,dixon2001/ismir2004_indu_lowerci,dixon2001/ismir2004_indu_upperci,dixon2001/ismir2004_trac,dixon2001/ismir2004_trac_lowerci,dixon2001/ismir2004_trac_upperci,dixon2003/ismir2004_auco,dixon2003/ismir2004_auco_lowerci,dixon2003/ismir2004_auco_upperci,echonest/version_3_2_1,echonest/version_3_2_1_lowerci,echonest/version_3_2_1_upperci,gkiokas2012/default,gkiokas2012/default_lowerci,gkiokas2012/default_upperci,klapuri2006/ismir2004,klapuri2006/ismir2004_lowerci,klapuri2006/ismir2004_upperci,klapuri2006/percival2014,klapuri2006/percival2014_lowerci,klapuri2006/percival2014_upperci,oliveira2010/ibt,oliveira2010/ibt_lowerci,oliveira2010/ibt_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,scheirer1998/ismir2004,scheirer1998/ismir2004_lowerci,scheirer1998/ismir2004_upperci,scheirer1998/percival2014,scheirer1998/percival2014_lowerci,scheirer1998/percival2014_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci,schreiber2018/ismir2018,schreiber2018/ismir2018_lowerci,schreiber2018/ismir2018_upperci,sun2021/default,sun2021/default_lowerci,sun2021/default_upperci,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_hist_lowerci,tzanetakis2002/ismir2004_hist_upperci,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_mmul_lowerci,tzanetakis2002/ismir2004_mmul_upperci,tzanetakis2002/ismir2004_msum,tzanetakis2002/ismir2004_msum_lowerci,tzanetakis2002/ismir2004_msum_upperci,uhle2004/ismir2004,uhle2004/ismir2004_lowerci,uhle2004/ismir2004_upperci,zplane/auftakt_v3,zplane/auftakt_v3_lowerci,zplane/auftakt_v3_upperci
23.0,-0.09970533164501871,-0.2109927934555227,0.011582130165485247,-0.09694430126768538,-0.26807887376464656,0.0741902712292758,-0.13462632282667475,-0.4342848020062499,0.16503215635290042,-0.0038268810248061613,-0.45694931922879267,0.44929555717918035,-0.1409500482422058,-0.3005399463531365,0.01863984986872494,-0.05013663962472925,-0.3056571901665322,0.2053839109170737,-0.0020296815352875974,-0.4378440380023949,0.4337846749318197,-0.2930584040669662,-0.5278975815125119,-0.05821922662142054,-0.26943336737894596,-0.49093234994897517,-0.047934384808916736,-0.0016828231287417394,-0.44453778304535907,0.4411721367878756,-0.003952521810901721,-0.45900855811712493,0.4511035144953215,0.006026589979103103,-0.5534428214798137,0.5654960014380199,-0.07717587562925737,-0.44527925283001824,0.2909275015715035,-0.2035355556066038,-0.4443967602046137,0.03732564899140614,-0.3108166557858305,-0.5453471742341152,-0.07628613733754588,-0.22162976208544988,-0.5577652198422429,0.11450569567134317,-0.19373062756157688,-0.5643886011473327,0.17692734602417898,0.449968413140326,0.3015058100610295,0.5984310162196225,-0.3360274402854458,-0.5331870922538451,-0.13886778831704644,-0.17684768417836033,-0.3966061327921723,0.04291076443545161,-0.03127707111420114,-0.3798861636926261,0.31733202146422385,-0.24318465633445407,-0.454289589800151,-0.03207972286875713,0.04085952796669712,-0.07100141660706268,0.1527204725404569,-0.17185637953997157,-0.3060509311380637,-0.03766182794187942,-0.09154506484849995,-0.2500076332319837,0.06691750353498382,-0.00831803990278046,-0.5603297086766517,0.5436936288710907,0.02320407116342349,-0.4635990298482411,0.5100071721750881
25.216521262626262,-0.08848001480854761,-0.19602251227806963,0.019062482660974406,-0.07753696173288055,-0.2413194554968491,0.086245532031088,-0.12189670112053241,-0.4003693596873438,0.15657595744627895,-0.0028497443205923734,-0.4052004943345948,0.39950100569341007,-0.12439171994287263,-0.2771255078080337,0.02834206792228844,-0.0462979235135032,-0.2837532000090837,0.1911573529820773,-0.002789692316472303,-0.37775614213834796,0.37217675750540335,-0.25795161781082626,-0.47976151036225545,-0.036141725259397045,-0.24017139774590845,-0.44938123257213314,-0.0309615629196838,-0.004265164880924099,-0.3728876208448591,0.3643572910830109,-0.009441354500017263,-0.38821971059203697,0.36933700159200245,0.01229523184283915,-0.4533944570058839,0.4779849206915622,-0.07746801935285608,-0.41284880043311045,0.2579127617273983,-0.18056403286504225,-0.4080618400572882,0.04693377432720372,-0.28421357736543856,-0.505731935856145,-0.06269521887473212,-0.2113106331856655,-0.517565287050898,0.09494402067956698,-0.18959188502554886,-0.5273001713231139,0.1481164012720162,0.47242374016641864,0.3321980998149056,0.6126493805179316,-0.3020510294357291,-0.4882719219387629,-0.11583013693269528,-0.1408584326484465,-0.34842430136130753,0.06670743606441451,-0.03338659070047095,-0.35100603404740155,0.28423285264645964,-0.21658180920030212,-0.41597427479502014,-0.017189343605584106,0.04705186336620373,-0.061044818443700424,0.15514854517610788,-0.16049501952509565,-0.2889244653675677,-0.03206557368262358,-0.07763539067454539,-0.22929027980310668,0.0740194984540159,-0.006183361996438208,-0.4963429529184445,0.4839762289255681,0.019808136086240657,-0.41244940908747835,0.45206568125995966
27.433042525252525,-0.077253729099312,-0.18107708548514867,0.02656962728652469,-0.0581264337627006,-0.21462064184025362,0.09836777431485241,-0.10908247395680581,-0.36676831096898616,0.14860336305537453,-0.0018461491710377864,-0.3565329883501762,0.3528406900081007,-0.10782798591435483,-0.2537651531252114,0.03810918129650176,-0.04242676421748026,-0.2621569955142877,0.17730346707932723,-0.0034461962846411565,-0.32430103281705724,0.31740864024777493,-0.22280031215230417,-0.4317383981794791,-0.013862226125129246,-0.21086770702026164,-0.4079369268095353,-0.01379848723098795,-0.0064619845299476175,-0.3138977588884135,0.30097378982851825,-0.014075170670588444,-0.32998109373993595,0.30183075239875906,0.017443889191631673,-0.37094718081948963,0.4058349592027529,-0.0775398237511975,-0.38127775748752996,0.22619810998513495,-0.1575612203178237,-0.3718571467229369,0.056734706087289505,-0.2575604919855992,-0.4662239619081519,-0.048897022063046525,-0.20040351403539547,-0.4777633420569721,0.07695631398618114,-0.18491953491021373,-0.4907653760322627,0.12092630621183525,0.49480818704737595,0.36271995342548313,0.6268964206692688,-0.2680207044282004,-0.4434350487132947,-0.09260636014310614,-0.1048462013255757,-0.3003668556777146,0.09067445302656316,-0.03539883172687247,-0.323051192503012,0.25225352904926707,-0.18994135632164766,-0.3777629167145873,-0.0021197959287080625,0.05324362258890622,-0.051114752785970136,0.15760199796378258,-0.14912648544143237,-0.2718408486133663,-0.026412122269498406,-0.06372241394363898,-0.20862869317923138,0.08118386529195343,-0.003991354665796948,-0.43608488497838027,0.4281021756467863,0.016215253789565343,-0.36483551448578755,0.39726602206491823
29.64956378787879,-0.0660259956431018,-0.16615914222493525,0.03410715093873165,-0.03871142562184676,-0.18799175697829304,0.11056890573459952,-0.09614078106245871,-0.3335383768323192,0.14125681470740176,-0.0008084442971114381,-0.3116404157701148,0.3100235271758919,-0.09125619809276991,-0.23046613401360366,0.047953737828063836,-0.03850626502168547,-0.24093659348925967,0.16392406344588872,-0.003935397531173002,-0.27872410497355377,0.27085330991120776,-0.1875827937245666,-0.383840819627217,0.008675232178083803,-0.18150156001354395,-0.366611018884475,0.0036078988573870763,-0.008018835224288645,-0.26969084447013025,0.25365317402155296,-0.017306813518254693,-0.28618813611226634,0.25157450907575696,0.020821980573130894,-0.3097546150590093,0.3513985762052711,-0.0772662198816092,-0.35070799363309646,0.19617555386987806,-0.13451168134617092,-0.33580239035447074,0.0667790276621289,-0.2308316018938824,-0.4268316776276621,-0.03483152616010271,-0.18859400700512147,-0.43828874354554903,0.0611007295353061,-0.17941912194499293,-0.45475855111068525,0.09592030722069939,0.5170859212316377,0.39301387449034064,0.6411579679729347,-0.23390872395727397,-0.3986775010576964,-0.06913994685685151,-0.06880178491387029,-0.25245665787635363,0.11485308804861305,-0.037255125889520235,-0.2962157726117366,0.22170552083269612,-0.16324463337223782,-0.33966765593155945,0.013178389187083805,0.05943443026057346,-0.04121471904664367,0.1600835795677906,-0.13774696556279714,-0.25480459358327584,-0.020689337542318456,-0.04980462316369688,-0.18803119170992116,0.0884219453825274,-0.0017255672863223381,-0.380393363922431,0.37694222934978633,0.01234251251881957,-0.32159364876769964,0.3462786738053388
31.86608505050505,-0.0547963355657069,-0.15127161331201344,0.04167894218059966,-0.019290645575020415,-0.16144285970115432,0.12286156855111349,-0.08302876216445354,-0.30073325977526394,0.13467573544635686,0.00027102158021760636,-0.2710133839794687,0.2715554271399039,-0.07467370841423554,-0.20723638723260088,0.0578889704041298,-0.03451952921114376,-0.22015743686269046,0.15111837844040293,-0.004193500147446072,-0.24140154361052252,0.23301454331563037,-0.15227736916077939,-0.33608228120117034,0.03152754287961154,-0.1520522215372938,-0.32541597391954147,0.021311530844953852,-0.008681270112423478,-0.23949363196623508,0.22213109174138812,-0.018589126238655385,-0.2557605887315881,0.2185823362542773,0.021778924534987226,-0.26981193010534044,0.31336977917531494,-0.07652213880141828,-0.3212481821312797,0.16820390452844317,-0.11139997933130649,-0.2999182368326361,0.07711827817002312,-0.20400110933785803,-0.3875644388601225,-0.020437779815593554,-0.17556771446532526,-0.3990405367611858,0.04790510783053528,-0.17279619085930742,-0.4192206056367735,0.07362822391815865,0.5392211101676433,0.42302177751325637,0.6554204428220303,-0.1996873467173637,-0.35400108977400846,-0.045373603660718964,-0.03271597811745258,-0.20471744208511064,0.13928548585020548,-0.03889680488452846,-0.27066246958529494,0.19286885981623803,-0.13647297602582037,-0.3017014704747605,0.028755518423119714,0.06562391100697437,-0.03134851985943872,0.16259634187338745,-0.12635264816300507,-0.23782078902432197,-0.014884507301688152,-0.035880506842635496,-0.1675067739560565,0.09574576027078552,0.000630450766520213,-0.32985893752970596,0.33111983906274645,0.008107000519425478,-0.28334201799752917,0.29955601903638013
34.082606313131315,-0.04356426999291696,-0.13641778411422306,0.049289244128389156,0.00013719811307760787,-0.1349849289980125,0.13525932522416773,-0.06970355698975328,-0.26840373804776824,0.12899662406826168,0.0013998997399806146,-0.2348430782292546,0.23764287770921583,-0.05807786881486854,-0.18408470766430102,0.06792897003456394,-0.03044966007087957,-0.19988247503979623,0.1389831548980371,-0.004156708224838712,-0.21135598088082574,0.20304256443114832,-0.11686234509410792,-0.2884776882972598,0.05475299810904394,-0.1224989564030487,-0.2843655764720908,0.03936766366599345,-0.008194842342828135,-0.21833311000251124,0.20194342531685497,-0.017374952027429558,-0.23330272931929105,0.19855282526443194,0.019664139624851446,-0.24580863040959747,0.2851369096593004,-0.0751825115679517,-0.29296424728261394,0.14259922414671056,-0.0882106776544527,-0.2642267868106726,0.08780543150176717,-0.17704321656509542,-0.34843299851256637,-0.0056534346176244366,-0.16101023878648796,-0.35987873051888497,0.037858252945909054,-0.16475628638257794,-0.3840494030549628,0.054536830289806965,0.5611779213038329,0.45268469262952155,0.6696711499781444,-0.1653288314028824,-0.30940880011345506,-0.021248862692309745,0.0034204243595558625,-0.15717425149854972,0.16401510021766144,-0.0402652004080114,-0.2465134936048331,0.1659830927888103,-0.10960771995614171,-0.2638785958920568,0.044663155979773383,0.07181168945387814,-0.021520314238400257,0.16514369314615654,-0.11493972151587123,-0.22089524525421536,-0.008984197777527098,-0.021948553488370826,-0.1470652905395188,0.10316818356277715,0.0030931501172653253,-0.28470738569773435,0.29089368593226506,0.0034258060368053123,-0.25037715001076444,0.25722876208437506
36.29912757575758,-0.03232932013748341,-0.12160135936185454,0.05694271908688772,0.01957338808731665,-0.10863012306901368,0.14777689924364698,-0.05612218285166226,-0.2365986673952423,0.12435430169191777,0.0025857102238351637,-0.20294507632463832,0.20811649677230865,-0.04146603204708085,-0.1610209821917434,0.0780889180975817,-0.02627973916598786,-0.18017310075776624,0.12761362242579052,-0.00376132805803836,-0.18614752294591197,0.17862486682983525,-0.08131603861982573,-0.24104411607125925,0.0784120388316078,-0.09282101215743471,-0.2434756304719753,0.057833606157105866,-0.006306032693288055,-0.19832025953097568,0.18570819414439957,-0.013119183619844987,-0.21042358548454113,0.18418521824485115,0.01382972058198681,-0.22874650911824446,0.2564059502822181,-0.0731218767364335,-0.26587228791134665,0.11962853443847965,-0.06492833627592046,-0.22875235218994927,0.09889567963810836,-0.14993209542582486,-0.309450235554377,0.009586044702727253,-0.1446066054502565,-0.32061761677481004,0.03140440587429702,-0.15500430892831668,-0.3490923864602684,0.03908376860363505,0.58292052662257,0.4819422894253715,0.6838987638197684,-0.13080538832511518,-0.26490538178642126,0.003294605136190898,0.03961658842098281,-0.10985418933684324,0.18908736617880886,-0.04130137200780615,-0.22384396763620043,0.14124122362058814,-0.08263016990889022,-0.22621517786952908,0.060954838051748644,0.07799738805438575,-0.011734684806326667,0.16772946091509816,-0.1035043656127907,-0.20403468185400633,-0.002974049371575055,-0.008007255231046978,-0.12671767918102622,0.11070316871893228,0.005678708371913116,-0.2447070216235497,0.2560644383673759,-0.0017835125248411021,-0.22259143508488338,0.21902441003520118
38.51564883838384,-0.02109103263059181,-0.10682682697780599,0.06464476171662237,0.03901654989381109,-0.08239632839195148,0.16042942817957367,-0.04220587600435033,-0.20534823640679542,0.12093648439809476,0.0037976128753261507,-0.1749682051122734,0.1825634308629257,-0.024835789463041935,-0.1380582002960356,0.08838662136995175,-0.021986499406345228,-0.1610989512243392,0.11712595241164875,-0.0029735395903132678,-0.1631878032160825,0.15724072403545597,-0.04561982486843846,-0.19381100601137738,0.10257135627450045,-0.06299258987705952,-0.20276567291224906,0.07678049315813001,-0.003032464552882974,-0.17362883397959047,0.16756390487382453,-0.005875786593561583,-0.18117224865456313,0.16942067546743997,0.004410003042343846,-0.211108527941612,0.2199285340262997,-0.07010004595092723,-0.23986506836886753,0.09966497646701308,-0.04153651523610627,-0.1935277919436171,0.11045476147140457,-0.12263303274034376,-0.27062943998792144,0.025363374507233943,-0.1258732174684039,-0.2808950049768198,0.02914857004001198,-0.1430568277561567,-0.3140000004966107,0.027886344984297345,0.6044144233553755,0.5107296781387142,0.6980991685720369,-0.0960750855857293,-0.22048925709125997,0.02833908591980136,0.07587016582052414,-0.06280458351414378,0.21454491515519206,-0.04186683129821395,-0.20264131499548502,0.11890765239905712,-0.05551259047257112,-0.18872668948140134,0.0777015085362591,0.08417999419881694,-0.001997610927907123,0.170357599325541,-0.09204033952436141,-0.1872458057376887,0.0031651266889658747,0.005943837035479793,-0.106478780132275,0.11836645420323459,0.008323500830084624,-0.20945608629033258,0.22610308795050182,-0.007465971091862922,-0.19951948072643533,0.18458753854270948
40.7321701010101,-0.009849014702495718,-0.09209985361187123,0.0724018242068798,0.05845897439632888,-0.05631278805560848,0.17323073684826623,-0.027790568517039094,-0.1746350192304076,0.11905388219632942,0.0049133145314737,-0.15090970701892792,0.16073633608187532,-0.00818530125101355,-0.11521460344558838,0.09884400094356129,-0.017531538128091384,-0.14274666634010857,0.1076835900839258,-0.001830743329814366,-0.1420308329829094,0.13836934632328066,-0.009762369509337843,-0.14683156594505173,0.12730682692637604,-0.03297585955219129,-0.16225874958122877,0.09630703047684619,0.0009618184876455937,-0.14563041868754525,0.14755405566283644,0.0028730479885077376,-0.14775794509049972,0.1535040410675152,-0.006595768276630776,-0.1917892968131338,0.17859776025987226,-0.0656033150377725,-0.21462453878253362,0.08341790870698862,-0.018016390706528634,-0.158600479468476,0.12256769805541873,-0.09509013288620116,-0.23197917351832464,0.04179890774592232,-0.10392447179965325,-0.24000395479663572,0.03215501119732922,-0.12798141939128643,-0.27803683380922434,0.02207399502665147,0.6256282682070222,0.5389747126709057,0.7122818237431388,-0.06106227541285647,-0.17613896474047067,0.054014413914757725,0.11215135788932867,-0.016115630136717407,0.24041834591537475,-0.04163344286243148,-0.1827626929650579,0.09949580724019494,-0.028205693960296985,-0.1514218621844749,0.09501047426388093,0.09035698124984012,0.0076822901147917955,0.17303167238488845,-0.08053563070121239,-0.170533490126338,0.009462228723913224,0.01990264826134125,-0.08637060787079433,0.1261759043934768,0.010773649320224371,-0.1790561161188055,0.20060341475925425,-0.01323895457556673,-0.1806443260694288,0.15416641691829533
42.948691363636364,0.001397117578717355,-0.07742666493351506,0.08022090009094977,0.07789202860169614,-0.03041092016825374,0.18619497737164603,-0.01269975160412723,-0.14442417201733657,0.11902466880908211,0.005797184423668944,-0.1308202862199285,0.1424146550672664,0.008487189441069853,-0.09250968282807123,0.10948406171021094,-0.01287424527888259,-0.1251964345789654,0.09944794402120022,-0.00038072666909566566,-0.12339654769931355,0.12263509436112222,0.026266598527988405,-0.10016128486846776,0.15269448192444457,-0.002731236546422211,-0.12197730036509996,0.11651482727225554,0.00491849821447049,-0.11907454987272362,0.1289115463016646,0.011436835110139654,-0.11597233967410386,0.13884600989438317,-0.0169163682950339,-0.17355979315675607,0.13972705656668827,-0.059078089979895054,-0.18976327573698068,0.07160709577719057,0.005651208807315636,-0.12401868963502695,0.13532110724965823,-0.06724441097052841,-0.19350612488819724,0.059017302947140415,-0.07781613640407958,-0.19715197371842064,0.041519700910261456,-0.10878017877168694,-0.24037230514324395,0.02281194759987007,0.6465311786632874,0.5666049377565886,0.7264574195699861,-0.025686392875076403,-0.13182914878439062,0.08045636303423781,0.14842636255915798,0.030117331591888646,0.2667353935264273,-0.04024541295501649,-0.1640096782183952,0.08351885230836223,-0.0006570494779696845,-0.11430737904790068,0.11299328009196132,0.0965256017626891,0.017295627215253614,0.17575557631012456,-0.06897738485465871,-0.15390274759626746,0.015947977886950043,0.03386673527101941,-0.06641670351745725,0.13415017405949609,0.012747528898259752,-0.15368527511946473,0.17918033291598423,-0.01867206582479447,-0.16544433476225484,0.1281002031126659
