Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.25141677567651616,0.29817774026825017,0.029342789313696962,4.9124846775499376e-08,0.8429862793526077,0.524809154441725,0.19126945717928262,0.7584344209827933,0.17369352410908795,0.03479456438453179,0.07440886712457742
boeck2019/multi_task,0.25141677567651616,1.0,0.31260855734288157,0.5891587110083485,3.1243102422841367e-07,0.2600574255244595,0.8684828847865791,0.9716710031294404,0.3318513480933739,0.7714427630875367,0.873766340420518,0.4540946245948414
boeck2019/multi_task_hjdb,0.29817774026825017,0.31260855734288157,1.0,0.5233185979338986,5.050067942437877e-07,0.3090489564007061,0.8348355763213351,0.9638391755418418,0.36408231347733877,0.7206539085351267,0.8034339740200593,0.42772439070729995
boeck2020/dar,0.029342789313696962,0.5891587110083485,0.5233185979338986,1.0,1.012496474755017e-08,0.026116135973733547,0.9544930109217447,0.5979045061042818,0.16697128851540194,0.8971716318452647,0.6578461874512047,0.6241636237368644
davies2009/mirex_qm_tempotracker,4.9124846775499376e-08,3.1243102422841367e-07,5.050067942437877e-07,1.012496474755017e-08,1.0,3.1780870239816286e-08,0.0009077941509853529,7.411608999351942e-15,3.132569697636534e-05,2.988015260867897e-07,9.730300474888224e-09,1.9992166068227055e-07
percival2014/stem,0.8429862793526077,0.2600574255244595,0.3090489564007061,0.026116135973733547,3.1780870239816286e-08,1.0,0.5338494471548019,0.19185522961761733,0.7233142591737074,0.18795966285211357,0.037864168093873204,0.07996534385682849
schreiber2014/default,0.524809154441725,0.8684828847865791,0.8348355763213351,0.9544930109217447,0.0009077941509853529,0.5338494471548019,1.0,0.8442465119956069,0.3960819047553291,0.9939429691651009,0.9221324867178593,0.7627456188182491
schreiber2017/ismir2017,0.19126945717928262,0.9716710031294404,0.9638391755418418,0.5979045061042818,7.411608999351942e-15,0.19185522961761733,0.8442465119956069,1.0,0.1578798196809569,0.7600731939540994,0.822234420994068,0.39182739133218125
schreiber2017/mirex2017,0.7584344209827933,0.3318513480933739,0.36408231347733877,0.16697128851540194,3.132569697636534e-05,0.7233142591737074,0.3960819047553291,0.1578798196809569,1.0,0.3599180102672688,0.24796657676575531,0.2011362593165505
schreiber2018/cnn,0.17369352410908795,0.7714427630875367,0.7206539085351267,0.8971716318452647,2.988015260867897e-07,0.18795966285211357,0.9939429691651009,0.7600731939540994,0.3599180102672688,1.0,0.8655177857781896,0.42522121710653815
schreiber2018/fcn,0.03479456438453179,0.873766340420518,0.8034339740200593,0.6578461874512047,9.730300474888224e-09,0.037864168093873204,0.9221324867178593,0.822234420994068,0.24796657676575531,0.8655177857781896,1.0,0.4054683982069527
schreiber2018/ismir2018,0.07440886712457742,0.4540946245948414,0.42772439070729995,0.6241636237368644,1.9992166068227055e-07,0.07996534385682849,0.7627456188182491,0.39182739133218125,0.2011362593165505,0.42522121710653815,0.4054683982069527,1.0
