Estimator,swing 8ths,swing 16ths,sudden change,rubato,rallantando,none,div by 6,div by 4,div by 3 (triplet),div by 2,Rock/Pop,Rock,Jazz,Folk2,Folk,Dance,Country,ClassicalSolo,Classical,Choral,BigBand
boeck2015/tempodetector2016_default,0.8333333333333334,0.9166666666666666,0.5,0.7692307692307693,0.5555555555555556,0.8888888888888888,1.0,0.9591836734693877,0.625,0.8317757009345794,0.8382352941176471,0.7666666666666667,0.9,1.0,0.7727272727272727,0.975,0.8947368421052632,0.8181818181818182,0.8,0.7586206896551724,0.6666666666666666
boeck2019/multi_task,0.7777777777777778,0.8333333333333334,0.5,0.5384615384615384,0.4444444444444444,0.7777777777777778,1.0,0.9387755102040817,0.625,0.7850467289719626,0.7941176470588235,0.6666666666666666,0.875,0.75,0.7727272727272727,0.95,0.8947368421052632,0.7272727272727273,0.7,0.7241379310344828,0.7777777777777778
boeck2019/multi_task_hjdb,0.7777777777777778,0.75,0.25,0.5769230769230769,0.4444444444444444,0.6666666666666666,1.0,0.9591836734693877,0.625,0.8130841121495327,0.8676470588235294,0.7,0.875,0.75,0.7272727272727273,0.95,1.0,0.7272727272727273,0.6333333333333333,0.6896551724137931,0.7777777777777778
davies2009/mirex_qm_tempotracker,0.7777777777777778,0.8333333333333334,0.75,0.11538461538461539,0.3333333333333333,0.0,1.0,0.9591836734693877,0.625,0.7102803738317757,0.8676470588235294,0.7333333333333333,0.825,0.75,0.7727272727272727,0.95,0.9736842105263158,0.13636363636363635,0.5666666666666667,0.1724137931034483,0.6666666666666666
echonest/version_3_2_1,0.3611111111111111,1.0,0.0,0.34615384615384615,0.4444444444444444,0.1111111111111111,1.0,0.8979591836734694,0.625,0.7009345794392523,0.7352941176470589,0.8,0.525,1.0,0.9545454545454546,0.9,0.6842105263157895,0.2727272727272727,0.5666666666666667,0.3793103448275862,0.3333333333333333
gkiokas2012/default,0.25,1.0,0.25,0.2692307692307692,0.3333333333333333,0.0,1.0,0.8775510204081632,0.625,0.7383177570093458,0.7205882352941176,0.7,0.55,0.75,0.9090909090909091,0.925,0.7368421052631579,0.045454545454545456,0.6666666666666666,0.1724137931034483,0.3333333333333333
klapuri2006/percival2014,0.6111111111111112,0.9166666666666666,0.25,0.23076923076923078,0.2222222222222222,0.0,1.0,0.9183673469387755,0.5,0.7383177570093458,0.8235294117647058,0.7,0.675,1.0,0.8636363636363636,0.9,0.9210526315789473,0.13636363636363635,0.7,0.20689655172413793,0.4444444444444444
oliveira2010/ibt,0.7222222222222222,0.75,0.5,0.19230769230769232,0.4444444444444444,0.0,1.0,0.9591836734693877,0.5,0.7289719626168224,0.8529411764705882,0.7,0.8,0.75,0.7272727272727273,0.925,0.9736842105263158,0.13636363636363635,0.6333333333333333,0.20689655172413793,0.5555555555555556
percival2014/stem,0.4722222222222222,0.9166666666666666,0.25,0.2692307692307692,0.3333333333333333,0.1111111111111111,1.0,0.8979591836734694,0.625,0.7383177570093458,0.7794117647058824,0.7333333333333333,0.625,1.0,0.8181818181818182,0.925,0.8157894736842105,0.2727272727272727,0.6333333333333333,0.3448275862068966,0.3333333333333333
scheirer1998/percival2014,0.4722222222222222,0.75,0.25,0.19230769230769232,0.3333333333333333,0.1111111111111111,1.0,0.5918367346938775,0.5,0.5046728971962616,0.5588235294117647,0.4666666666666667,0.575,0.25,0.45454545454545453,0.65,0.631578947368421,0.13636363636363635,0.5,0.20689655172413793,0.5555555555555556
