Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,-0.028699671050289376,-0.042332289936674206,-0.043694646138181935,-0.00704249773053211,-0.045175463117937194,-0.04296995289803812,-1.2902746160843439e-05,-1.2902746160843439e-05,0.01952208772428366,0.01952208772428366,0.01952208772428366
1,0.4625755503713048,-0.4516598958503812,-0.4366149579785315,0.01659949170284173,0.04140077503969561,0.3986133918807644,-0.2677621320208921,-0.2677621320208921,-0.41640904866732925,-0.23486167960826415,0.40743399617884374
2,0.0037482976619223,0.006578096808146514,0.005665864693725582,0.4513912280716007,0.0029311878708596015,0.01863454442598426,0.014706836352951606,0.014706836352951606,0.0047530553998201405,0.0047530553998201405,-0.06062295345220382
3,0.04100475664852879,-0.05589325046026283,-0.05007288154917707,0.08864271176722237,0.3475626980543736,-0.31548545507501163,-0.045669878376638016,-0.04566977113695017,0.4371353921094005,0.032293659936445285,-0.3625659574047683
4,0.04652666974209861,0.04974517646655116,0.0505486824972845,0.08992940886632127,0.026921300266110417,0.05020523843043497,0.048937619954187266,0.048937619954187266,0.06969978284219594,0.053758238973174687,0.053758238973174687
5,-0.065798050915087,-0.024162552005260206,-0.027980098896978424,-0.05375291862521791,-0.009083576172484502,-0.07965185747121642,-0.0335324183522112,-0.0335324183522112,0.012811783781279387,0.4113611602715542,0.4113611602715542
6,-0.0969535006340311,0.0030322415653278438,-0.016524649415060582,0.4706401645195734,-0.37263355014212285,-0.05603385954118497,-0.27698934613228005,-0.6920268135381413,-0.3849604346992872,-0.33433436162931923,0.48950868321685387
7,0.0017453262013061473,0.012811307134543402,0.0019472853310385182,0.13427357471292667,-0.011157702292323496,-0.02529173541570795,-0.024480311835087084,-0.024480311835087084,-0.006965770510777374,-0.027429873070493133,0.03311166886455777
8,0.005682630066320807,0.10345959256103981,0.09702820774292557,0.14077621312244917,0.131792803742479,0.19868579283618612,0.19783951870681665,0.19783951870681665,0.1496929327578402,0.04618835700398021,0.19341431018715813
9,-0.13540112610791913,-0.30417243293386115,-0.12230338267358827,-0.10565566705147776,-0.36571738970917367,-0.38534268365979263,-0.3885932068025299,-0.3885932068025299,-0.04229172171643798,-0.37326495620680716,-0.37326495620680716
10,-6.973194551234873e-05,0.004604459600815623,0.0057353199690367025,0.02341647086741945,0.0019434433284028956,0.003784455664470421,0.003784455664470421,0.003784455664470421,0.004321605950093148,0.004321605950093148,0.004321605950093148
11,-0.22452817290603236,0.047449703015606734,0.15343733695388054,0.1103196478287297,-0.1339885828309765,0.1785926146734075,0.18563021493336668,0.18563021493336668,0.23334316453028092,0.025234969200080417,0.23334316453028092
12,0.04239919849352,0.023588925870999308,0.019666335827740355,0.0858050642222344,0.016641937029206553,0.0016838034963978666,-0.014083522924063462,-0.014083522924063462,0.0007211672436492487,0.0007211672436492487,0.0007211672436492487
13,-0.013236164541613683,-0.00033347819986176224,-0.02177834059560914,-0.1712279267825647,0.28333581506073907,-0.009035105475100138,-0.011949570036162408,-0.011949570036162408,-0.030371396154329752,0.4032817812918611,-0.030371396154329752
14,-5.125482406103878e-15,-0.001347144136603603,-0.003659464718519678,0.4341415765113664,-0.007179372163814171,-0.00013542733066555408,0.001380671543746988,0.001380671543746988,0.03796785019901543,-0.01936532486693625,0.03796785019901543
