Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.1367009868635582,0.3389627813355085,0.015503095048992489,0.06316054818083727
sun2021/default,0.17077405324808712,0.3574551998351045,0.029369485019866505,0.07652724162725881
schreiber2018/ismir2018,0.20019579195918435,0.3848102260998104,0.028046976623836,0.08815373321330941
schreiber2018/cnn,0.21540386350896273,0.40296604886256204,0.02197340397292398,0.07362615982238553
boeck2015/tempodetector2016_default,0.21635746077447357,0.4148443125796253,0.02059484916634518,0.06562622464398911
schreiber2018/fcn,0.23091818409996986,0.4143119773186834,0.0196509142541398,0.06582360122067943
schreiber2017/ismir2017,0.26963837116292166,0.4377864167782782,0.023144766539141805,0.0820150084689289
oliveira2010/ibt,0.2696614981078165,0.4244416795038482,0.039984327321703914,0.08924360923938669
klapuri2006/percival2014,0.26985188571733326,0.4344637644777155,0.024662847149682726,0.07813313414857079
boeck2019/multi_task,0.2835951607986467,0.446979449882212,0.020217533133405817,0.07201067860794341
zplane/auftakt_v3,0.2853944493616465,0.4412789256753534,0.03783438610064379,0.10359097451757036
davies2009/mirex_qm_tempotracker,0.28552214463808345,0.4444776045623158,0.036773851573231285,0.06726247507874744
schreiber2014/default,0.2877014660198612,0.4412699453210449,0.022696551335372663,0.080589696539721
echonest/version_3_2_1,0.29080152071748055,0.44095992066977896,0.04025696905259477,0.1037839193960015
percival2014/stem,0.29764447952901923,0.4550247617272721,0.018994387648527258,0.07080700941168414
boeck2019/multi_task_hjdb,0.3108453101494934,0.46391424105434914,0.021083461666732146,0.07327178758088208
schreiber2017/mirex2017,0.31263170300886256,0.4684194379846872,0.01662827019566605,0.06811945160244823
gkiokas2012/default,0.326758957658082,0.4733360932395065,0.02496077067877916,0.0782698090553287
scheirer1998/percival2014,0.39806201012062015,0.4686412856284831,0.07669898243456526,0.13841744361327285
