Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
alonso2004/ismir2004_corr,1.0,0.9297559650547202,0.0452031583480196,0.05009560450843202,0.01716422105003201,0.10512770633051356,0.16384872631158637,0.29004771969963317,0.11843240475587626,0.00888138054418043,0.014620955069552622,0.08085635603161441,0.015687875607427064,0.3170954544934589,0.2783053488536516,0.0011564523083126435,0.002726649872296855,0.0027266501296801214,0.014968127524106653,0.010966800153246982,0.004049644796593797,6.727119950794123e-10,0.015331789495140165,0.008712426232669698,0.16355118197318208,0.0010366427069822479
alonso2004/ismir2004_spec,0.9297559650547202,1.0,0.07317105624814267,0.009555385883765546,0.002668684641461854,0.15603481164547717,0.05906993203837451,0.4127536818998909,0.26567856269073,0.020197622644374226,0.04240506775996304,0.13006894207052072,0.02177619827992417,0.1381107552654497,0.40936919438173835,0.001395397654573609,0.0043012796579785404,0.00430128014337547,0.03162343597331391,0.02017021702965154,0.005552395960396045,2.142002074854178e-10,0.003172617712319334,0.0030207107041924203,0.08993585653678961,0.004593340365040706
boeck2015/tempodetector2016_default,0.0452031583480196,0.07317105624814267,1.0,7.140289183597133e-11,4.7335027495649686e-08,6.307224090157512e-06,3.817436274318937e-06,0.2168613303754797,0.2891689091133367,0.2270650246508166,0.44819834131997605,0.975048708295214,0.26738280647967505,0.00048149550735911736,0.503660412687376,0.001778254742425682,0.01456968115081329,0.014569683363849121,0.28307158481224187,0.21098219432773374,0.018121754364687943,6.195299184457109e-19,1.6582208302465622e-06,1.41659003505117e-07,4.560390238881845e-06,0.014122840512295984
davies2009/mirex_qm_tempotracker,0.05009560450843202,0.009555385883765546,7.140289183597133e-11,1.0,0.238040741083739,0.6671240336503569,0.6724743492727996,0.00011455753344073618,3.827515899242241e-08,9.733488137572641e-12,4.254270139106473e-11,7.35340248856701e-07,3.212227416622006e-10,0.33765903684099974,0.0011070357947909227,7.542697780858466e-15,2.6223820924541545e-13,2.6223832988991837e-13,5.716675906861081e-10,3.94974372439933e-12,2.374829360604946e-12,1.3830647398588345e-07,0.2874832021645838,0.2197502135851359,0.3576687258422324,7.524731819325312e-11
dixon2001/ismir2004_indu,0.01716422105003201,0.002668684641461854,4.7335027495649686e-08,0.238040741083739,1.0,0.13342995796209478,0.1401551067333188,9.472086537607177e-05,1.3929161295663533e-06,6.908688167172968e-09,8.847486233235225e-09,6.192348329734521e-06,4.729020732747381e-08,0.15422747595122224,0.00046579326127248736,3.378246651142336e-10,5.025317677440221e-10,5.025318497396413e-10,3.594457780470667e-08,9.558275652168993e-09,1.3927452588146983e-09,1.160670121349946e-05,0.7693067485333213,0.8545884452257698,0.16162425354498022,3.608105527936973e-10
dixon2001/ismir2004_trac,0.10512770633051356,0.15603481164547717,6.307224090157512e-06,0.6671240336503569,0.13342995796209478,1.0,0.5861939545706907,0.0034007741369396177,0.00012625197855744706,2.4153516268959827e-07,1.4751862702641644e-05,0.0005542857596013488,1.2711699358967252e-05,0.861961084906874,0.01576339870390893,1.4721575626393348e-07,1.928786929580778e-07,1.928787241755289e-07,8.764908794341985e-06,2.9475150974822482e-06,6.610014446665847e-07,5.526520525530098e-07,0.24922208082297953,0.3384673938471109,0.7899379179620024,1.4250565798857106e-07
dixon2003/ismir2004_auco,0.16384872631158637,0.05906993203837451,3.817436274318937e-06,0.6724743492727996,0.1401551067333188,0.5861939545706907,1.0,0.0054425003912721565,0.0002498000672316081,1.1872840917032046e-07,1.4532600916529784e-06,0.00023015258708408693,1.3087824387624623e-06,0.7979715112558511,0.011714092993428194,6.3885679809258146e-09,3.3844245315775375e-08,3.384425265742089e-08,8.926995069427214e-07,3.379414951943648e-07,1.4111173389010307e-07,9.713551884164354e-10,0.10107622872585505,0.09307196017450461,0.9603917326669807,2.3436261811437902e-08
echonest/version_3_2_1,0.29004771969963317,0.4127536818998909,0.2168613303754797,0.00011455753344073618,9.472086537607177e-05,0.0034007741369396177,0.0054425003912721565,1.0,0.5694637205736905,0.026730933438427754,0.04999590458493466,0.2995859331641552,0.05885094979049729,0.020017078445476743,0.7225611858453805,0.0014070062465358834,0.006362692515482119,0.006362693212792478,0.05305647684122201,0.038404218402653595,0.007333976623003713,9.232817022547606e-14,0.0004197864464859893,0.00016861459218713378,0.007094496889619379,0.0015125578655150163
gkiokas2012/default,0.11843240475587626,0.26567856269073,0.2891689091133367,3.827515899242241e-08,1.3929161295663533e-06,0.00012625197855744706,0.0002498000672316081,0.5694637205736905,1.0,0.02749308477522474,0.09816814869255659,0.562618832661241,0.10243399560258312,0.0026400541199026067,0.8134248403863978,0.00012922801966695034,0.000595947689878402,0.0005959477990816704,0.041321477715293195,0.01556046144358443,0.003075020769328948,5.597834035091466e-16,1.4771871692840923e-05,3.757876502670082e-06,0.0001686173822992165,0.0014785427272068635
klapuri2006/ismir2004,0.00888138054418043,0.020197622644374226,0.2270650246508166,9.733488137572641e-12,6.908688167172968e-09,2.4153516268959827e-07,1.1872840917032046e-07,0.026730933438427754,0.02749308477522474,1.0,0.5639524682021415,0.35313611255808697,0.970527184780398,4.204237543076116e-05,0.12122529303768945,0.14162740501985338,0.3977387736107948,0.3977388040423887,0.7869917137452888,0.9152474548129403,0.4563443254800259,2.0895209559039816e-19,8.735870463006067e-08,1.2268337220954395e-08,1.204034581448999e-06,0.1222325150346046
