Estimator,alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
klapuri2006/percival2014,0.014620955069552622,0.04240506775996304,0.44819834131997605,4.254270139106473e-11,8.847486233235225e-09,1.4751862702641644e-05,1.4532600916529784e-06,0.04999590458493466,0.09816814869255659,0.5639524682021415,1.0,0.5435398975310546,0.8067832197971515,0.00011448126721646632,0.2471238040940851,0.05628796266268623,0.19235311410973488,0.192353131733459,0.871839399110944,0.7298884943295945,0.23382778560127254,1.9561863168963652e-18,3.794309178870855e-07,6.303021107572109e-08,3.3129784157732636e-06,0.04939076288620524
oliveira2010/ibt,0.08085635603161441,0.13006894207052072,0.975048708295214,7.35340248856701e-07,6.192348329734521e-06,0.0005542857596013488,0.00023015258708408693,0.2995859331641552,0.562618832661241,0.35313611255808697,0.5435398975310546,1.0,0.41927086402575675,0.002094864937297186,0.3731897038250819,0.04377917457784415,0.11570965148016708,0.1157096593857328,0.4794695436317319,0.4294215609413937,0.14333462809380224,9.983302726539333e-16,1.361174028401429e-05,2.986509698588523e-06,0.00030525999981762707,0.03659618318071086
percival2014/stem,0.015687875607427064,0.02177619827992417,0.26738280647967505,3.212227416622006e-10,4.729020732747381e-08,1.2711699358967252e-05,1.3087824387624623e-06,0.05885094979049729,0.10243399560258312,0.970527184780398,0.8067832197971515,0.41927086402575675,1.0,0.0001556503270350357,0.25774409064661025,0.14078703753259547,0.4239336662313148,0.4239336942732205,0.8311908490850416,0.9584771510130563,0.4366190859110377,6.223412910739409e-17,5.971998876265456e-07,1.3450816995745625e-07,7.668072557420028e-06,0.15467138125185156
scheirer1998/ismir2004,0.3170954544934589,0.1381107552654497,0.00048149550735911736,0.33765903684099974,0.15422747595122224,0.861961084906874,0.7979715112558511,0.020017078445476743,0.0026400541199026067,4.204237543076116e-05,0.00011448126721646632,0.002094864937297186,0.0001556503270350357,1.0,0.01790420690341746,5.422544308145632e-07,1.5363922524300938e-06,1.536392462238325e-06,7.619722312427638e-05,2.4433044622894628e-05,7.355238927499099e-06,1.131702783605652e-06,0.10569819146459238,0.10421770386328934,0.8226329287712176,2.5120177766056133e-06
scheirer1998/percival2014,0.2783053488536516,0.40936919438173835,0.503660412687376,0.0011070357947909227,0.00046579326127248736,0.01576339870390893,0.011714092993428194,0.7225611858453805,0.8134248403863978,0.12122529303768945,0.2471238040940851,0.3731897038250819,0.25774409064661025,0.01790420690341746,1.0,0.019791031774738274,0.033795022788067716,0.03379502528441475,0.25200454624409635,0.13890092186329628,0.09341875898383081,2.493275160336722e-11,0.00023529452371056373,6.951649382014625e-05,0.011456675823380022,0.008430625791447304
schreiber2014/default,0.0011564523083126435,0.001395397654573609,0.001778254742425682,7.542697780858466e-15,3.378246651142336e-10,1.4721575626393348e-07,6.3885679809258146e-09,0.0014070062465358834,0.00012922801966695034,0.14162740501985338,0.05628796266268623,0.04377917457784415,0.14078703753259547,5.422544308145632e-07,0.019791031774738274,1.0,0.22517094833039358,0.22517091597585698,0.03553574450732126,0.08200605260608008,0.46576482506510186,2.21709260406776e-19,8.787426944174818e-09,1.0556520358512564e-09,1.7554027958773242e-09,0.7430295321315193
schreiber2017/ismir2017,0.002726649872296855,0.0043012796579785404,0.01456968115081329,2.6223820924541545e-13,5.025317677440221e-10,1.928786929580778e-07,3.3844245315775375e-08,0.006362692515482119,0.000595947689878402,0.3977387736107948,0.19235311410973488,0.11570965148016708,0.4239336662313148,1.5363922524300938e-06,0.033795022788067716,0.22517094833039358,1.0,0.4214878878201097,0.19480783704858406,0.29074501542137154,0.9557443666553311,7.228961425267706e-20,1.3815596229798083e-08,2.2597062122071674e-09,9.372078187604051e-09,0.31341621808968767
schreiber2017/mirex2017,0.0027266501296801214,0.00430128014337547,0.014569683363849121,2.6223832988991837e-13,5.025318497396413e-10,1.928787241755289e-07,3.384425265742089e-08,0.006362693212792478,0.0005959477990816704,0.3977388040423887,0.192353131733459,0.1157096593857328,0.4239336942732205,1.536392462238325e-06,0.03379502528441475,0.22517091597585698,0.4214878878201097,1.0,0.194807855867584,0.290745039870936,0.9557443256228213,7.228962932038672e-20,1.3815598660414525e-08,2.2597065508740027e-09,9.372079571583113e-09,0.3134161971501852
schreiber2018/cnn,0.014968127524106653,0.03162343597331391,0.28307158481224187,5.716675906861081e-10,3.594457780470667e-08,8.764908794341985e-06,8.926995069427214e-07,0.05305647684122201,0.041321477715293195,0.7869917137452888,0.871839399110944,0.4794695436317319,0.8311908490850416,7.619722312427638e-05,0.25200454624409635,0.03553574450732126,0.19480783704858406,0.194807855867584,1.0,0.8139905288362032,0.18728740688167073,8.034573185808855e-18,3.6104838098006023e-07,3.935198074145838e-08,2.366848346811205e-06,0.10636248065497683
schreiber2018/fcn,0.010966800153246982,0.02017021702965154,0.21098219432773374,3.94974372439933e-12,9.558275652168993e-09,2.9475150974822482e-06,3.379414951943648e-07,0.038404218402653595,0.01556046144358443,0.9152474548129403,0.7298884943295945,0.4294215609413937,0.9584771510130563,2.4433044622894628e-05,0.13890092186329628,0.08200605260608008,0.29074501542137154,0.290745039870936,0.8139905288362032,1.0,0.29135287130068843,6.932839540250898e-19,2.1015757084822808e-07,2.293566810430861e-08,9.648178111021505e-07,0.12590596798166537
schreiber2018/ismir2018,0.004049644796593797,0.005552395960396045,0.018121754364687943,2.374829360604946e-12,1.3927452588146983e-09,6.610014446665847e-07,1.4111173389010307e-07,0.007333976623003713,0.003075020769328948,0.4563443254800259,0.23382778560127254,0.14333462809380224,0.4366190859110377,7.355238927499099e-06,0.09341875898383081,0.46576482506510186,0.9557443666553311,0.9557443256228213,0.18728740688167073,0.29135287130068843,1.0,1.8784038937427714e-18,4.8272286694928265e-08,9.063904079111468e-09,9.421615500608419e-08,0.4328685657646756
tzanetakis2002/ismir2004_hist,6.727119950794123e-10,2.142002074854178e-10,6.195299184457109e-19,1.3830647398588345e-07,1.160670121349946e-05,5.526520525530098e-07,9.713551884164354e-10,9.232817022547606e-14,5.597834035091466e-16,2.0895209559039816e-19,1.9561863168963652e-18,9.983302726539333e-16,6.223412910739409e-17,1.131702783605652e-06,2.493275160336722e-11,2.21709260406776e-19,7.228961425267706e-20,7.228962932038672e-20,8.034573185808855e-18,6.932839540250898e-19,1.8784038937427714e-18,1.0,7.733213982567683e-05,8.030998369215524e-07,3.50314724430216e-08,3.267743606597825e-20
tzanetakis2002/ismir2004_mmul,0.015331789495140165,0.003172617712319334,1.6582208302465622e-06,0.2874832021645838,0.7693067485333213,0.24922208082297953,0.10107622872585505,0.0004197864464859893,1.4771871692840923e-05,8.735870463006067e-08,3.794309178870855e-07,1.361174028401429e-05,5.971998876265456e-07,0.10569819146459238,0.00023529452371056373,8.787426944174818e-09,1.3815596229798083e-08,1.3815598660414525e-08,3.6104838098006023e-07,2.1015757084822808e-07,4.8272286694928265e-08,7.733213982567683e-05,1.0,0.8930931815405941,0.11623933673133757,9.260796418168338e-09
tzanetakis2002/ismir2004_msum,0.008712426232669698,0.0030207107041924203,1.41659003505117e-07,0.2197502135851359,0.8545884452257698,0.3384673938471109,0.09307196017450461,0.00016861459218713378,3.757876502670082e-06,1.2268337220954395e-08,6.303021107572109e-08,2.986509698588523e-06,1.3450816995745625e-07,0.10421770386328934,6.951649382014625e-05,1.0556520358512564e-09,2.2597062122071674e-09,2.2597065508740027e-09,3.935198074145838e-08,2.293566810430861e-08,9.063904079111468e-09,8.030998369215524e-07,0.8930931815405941,1.0,0.10106774287737057,1.3908385696129562e-09
uhle2004/ismir2004,0.16355118197318208,0.08993585653678961,4.560390238881845e-06,0.3576687258422324,0.16162425354498022,0.7899379179620024,0.9603917326669807,0.007094496889619379,0.0001686173822992165,1.204034581448999e-06,3.3129784157732636e-06,0.00030525999981762707,7.668072557420028e-06,0.8226329287712176,0.011456675823380022,1.7554027958773242e-09,9.372078187604051e-09,9.372079571583113e-09,2.366848346811205e-06,9.648178111021505e-07,9.421615500608419e-08,3.50314724430216e-08,0.11623933673133757,0.10106774287737057,1.0,1.8303620459264264e-07
zplane/auftakt_v3,0.0010366427069822479,0.004593340365040706,0.014122840512295984,7.524731819325312e-11,3.608105527936973e-10,1.4250565798857106e-07,2.3436261811437902e-08,0.0015125578655150163,0.0014785427272068635,0.1222325150346046,0.04939076288620524,0.03659618318071086,0.15467138125185156,2.5120177766056133e-06,0.008430625791447304,0.7430295321315193,0.31341621808968767,0.3134161971501852,0.10636248065497683,0.12590596798166537,0.4328685657646756,3.267743606597825e-20,9.260796418168338e-09,1.3908385696129562e-09,1.8303620459264264e-07,1.0
