Item,davies2009/mirex_qm_tempotracker,klapuri2006/percival2014,boeck2019/multi_task_hjdb,boeck2019/multi_task,boeck2020/dar,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,gkiokas2012/default,schreiber2017/mirex2017,schreiber2017/ismir2017,scheirer1998/percival2014,zplane/auftakt_v3,oliveira2010/ibt,boeck2015/tempodetector2016_default,echonest/version_3_2_1,schreiber2014/default
blues.00000.jams,0.011451381933189168,0.006035840868566334,0.0025191102511586253,0.0024039388112791367,0.0024039388112791367,0.0005937503566798222,0.0005937503566798222,0.0005937503566798222,0.0016790651569581565,0.010901888481149691,0.0015444696157308328,0.0015444696157308328,0.004491720739017887,0.0005599442596904768,0.010901888481149691,0.0005937503566798222,3.986180077624551e-05,0.0015444696157308328
blues.00001.jams,0.0094601355836834,0.009459902205152712,0.0062826913312126805,0.0022370528189846082,0.0037288714445970783,0.0011786221494479322,0.01652337958401086,0.009468622050060414,0.004721141807157729,0.009468622050060414,0.005580203199546154,0.005580203199546154,0.02715300161950389,0.009468622050060414,0.3914936920170604,0.013282475164942964,0.004325167230496142,0.0072568459882821415
blues.00002.jams,0.04439296219415353,9.444436444386843e-07,0.0010570331169760677,0.008036348008430129,0.0010570331169760677,0.0036322895157409676,0.012792288801216738,0.012792288801216738,0.005474454454471462,0.005586240513637708,0.0022206065656623043,0.0022206065656623043,0.03942652447696734,0.005468947995358044,0.0036322895157409676,0.011787531063319076,0.010507735606662856,0.004395154005252194
blues.00003.jams,0.01729087384700523,0.008520863121461731,0.008473764411365223,0.011005010845821016,0.004553081685838108,0.01674138039496553,0.005245741557136035,0.01674138039496553,0.00851982673607285,0.006342232718075708,0.0014646232626465954,0.0014646232626465954,0.010331212652833927,0.0016958678617105998,0.4059496914273135,0.005245741557136035,0.03216822008598081,0.4120526734090454
blues.00004.jams,0.018859960674704745,0.01861286291879609,0.006924065095528032,0.006924065095528032,0.012117123718207614,0.008223324565967643,0.0025030820270907092,0.008223324565967643,0.009334348916142887,0.0025030820270907092,0.00997640110917318,0.00997640110917318,0.0017560886136346924,0.006816074898173319,0.013309836983673433,0.009734651258166329,0.0016897080318887272,0.009549632857763793
blues.00005.jams,0.028004916420546748,0.028005246947141675,0.010601428922024333,0.0074617213914571845,0.008090209765974533,0.010601428922024333,0.021107430805313757,0.010601428922024333,0.013456810243107709,0.010601428922024333,0.0018214456605700905,0.0018214456605700905,0.032892553513669355,0.006413631958591029,0.31656331433148505,0.006646333490922943,0.4049100770229529,0.00015950071850569632
blues.00006.jams,0.002832737592586555,0.4584984572301382,0.03756353840866667,0.03281717621377915,0.03657342441682343,0.05409947700183699,0.014380260880929455,0.0489940159622664,0.017926352980088735,0.01457111281519958,0.020592094344295864,0.020592094344295864,0.05074222406223226,0.02043176423644197,0.2815099731049095,0.04830029306386978,0.014551617067996351,0.020592094344295864
blues.00007.jams,0.04641760224457849,0.00604944469048529,0.011120022750219496,0.00771743852937957,0.004462013964412501,0.020512702012245684,0.04222305333571692,0.020512702012245684,0.00040572093553327773,0.005082661442639674,0.028769528138574595,0.028769528138574595,0.04458788194865389,0.01590099310643285,0.020512702012245684,0.005661110385415398,0.020853881505294915,0.0300224600165717
blues.00008.jams,0.011777978955142022,7.938708097177736e-07,0.004676791224698983,0.0031274497037989167,0.004762914559404502,0.00054890560202249,0.00054890560202249,0.00054890560202249,5.878500169470361e-07,0.00054890560202249,0.0008470074984856204,0.0008470933909391372,0.009857553615857542,0.00054890560202249,0.01652460775691886,0.008183830940579515,0.0020095147072245285,0.0008470933909391372
blues.00009.jams,0.39231805873691444,8.453288782944466e-07,0.008134115140777581,0.0038955662502741396,0.004777570949072164,0.0005488574938852422,0.018250859227344124,0.0005488574938852422,0.011404532097581091,0.0005488574938852422,0.004519087717469088,0.004519087717469088,0.003361333679500441,0.012917414924303578,0.0005488574938852422,0.016826678419794724,0.009270203536560615,0.004519087717469088
