τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,,,
0.005,1.0,1.0,1.0,1.0,1.0,0.9709302325581395,1.0,0.9941860465116279,0.9941860465116279,0.9941860465116279,0.7209302325581395,0.9883720930232558,0.9883720930232558,0.9941860465116279,1.0,1.0,1.0,1.0,0.9941860465116279
0.01,1.0,1.0,1.0,1.0,0.9914772727272727,0.9602272727272727,0.9971590909090909,0.9857954545454546,0.9772727272727273,0.9943181818181818,0.7784090909090909,0.9943181818181818,0.9943181818181818,0.9971590909090909,1.0,1.0,1.0,1.0,0.9914772727272727
0.015,1.0,1.0,1.0,1.0,0.9742574257425742,0.9306930693069307,0.994059405940594,0.9782178217821782,0.9603960396039604,0.9821782178217822,0.7821782178217822,0.9881188118811881,0.9900990099009901,0.9920792079207921,0.998019801980198,0.998019801980198,0.998019801980198,0.998019801980198,0.9841584158415841
0.02,1.0,1.0,1.0,1.0,0.9610169491525423,0.9169491525423729,0.9932203389830508,0.964406779661017,0.9457627118644067,0.976271186440678,0.7796610169491526,0.9813559322033898,0.9864406779661017,0.9915254237288136,0.9966101694915255,0.9966101694915255,0.9949152542372881,0.9983050847457627,0.9711864406779661
0.025,1.0,1.0,0.9984472049689441,1.0,0.937888198757764,0.889751552795031,0.9891304347826086,0.9487577639751553,0.9254658385093167,0.9627329192546584,0.765527950310559,0.9767080745341615,0.9860248447204969,0.9922360248447205,0.9953416149068323,0.9937888198757764,0.9953416149068323,0.9922360248447205,0.9565217391304348
0.03,1.0,1.0,0.9984962406015038,1.0,0.9278195488721804,0.8796992481203008,0.98796992481203,0.9398496240601504,0.912781954887218,0.956390977443609,0.7669172932330827,0.9729323308270676,0.9849624060150376,0.9894736842105263,0.9924812030075187,0.9909774436090225,0.9954887218045113,0.9909774436090225,0.9578947368421052
0.035,1.0,1.0,0.9985096870342772,1.0,0.9269746646795827,0.8777943368107303,0.9836065573770492,0.9374068554396423,0.910581222056632,0.9567809239940388,0.767511177347243,0.9731743666169895,0.9850968703427719,0.9895678092399404,0.992548435171386,0.9910581222056631,0.9955290611028316,0.9910581222056631,0.9552906110283159
0.04,1.0,1.0,0.9985185185185185,1.0,0.9244444444444444,0.8770370370370371,0.9822222222222222,0.9362962962962963,0.9096296296296297,0.9555555555555556,0.7659259259259259,0.9733333333333334,0.9851851851851852,0.9896296296296296,0.9925925925925926,0.9911111111111112,0.9955555555555555,0.9896296296296296,0.9555555555555556
0.045,1.0,1.0,0.9985185185185185,1.0,0.9244444444444444,0.8770370370370371,0.9822222222222222,0.9362962962962963,0.9096296296296297,0.9555555555555556,0.7659259259259259,0.9733333333333334,0.9851851851851852,0.9896296296296296,0.9925925925925926,0.9911111111111112,0.9955555555555555,0.9896296296296296,0.9555555555555556
0.05,1.0,1.0,0.9985228951255539,1.0,0.9246676514032496,0.8774002954209749,0.982274741506647,0.9364844903988183,0.9098966026587888,0.9556868537666174,0.7666174298375185,0.9734121122599705,0.9852289512555391,0.9896602658788775,0.9926144756277696,0.9911373707533235,0.9955686853766618,0.9896602658788775,0.9556868537666174
0.055,1.0,1.0,0.9985228951255539,1.0,0.9246676514032496,0.8774002954209749,0.982274741506647,0.9364844903988183,0.9098966026587888,0.9556868537666174,0.7666174298375185,0.9734121122599705,0.9852289512555391,0.9896602658788775,0.9926144756277696,0.9911373707533235,0.9955686853766618,0.9896602658788775,0.9556868537666174
0.06,1.0,1.0,0.9985272459499264,1.0,0.9248895434462445,0.8762886597938144,0.9823269513991163,0.9337260677466863,0.9072164948453608,0.9558173784977909,0.7658321060382917,0.9720176730486009,0.9837997054491899,0.9896907216494846,0.9926362297496318,0.9911634756995582,0.9955817378497791,0.9896907216494846,0.9543446244477173
0.065,1.0,1.0,0.9985294117647059,1.0,0.925,0.8764705882352941,0.9823529411764705,0.9338235294117647,0.9073529411764706,0.9558823529411765,0.7647058823529411,0.9720588235294118,0.9838235294117647,0.9897058823529412,0.9926470588235294,0.9911764705882353,0.9955882352941177,0.9897058823529412,0.9544117647058824
0.07,1.0,1.0,0.998533724340176,1.0,0.9222873900293255,0.873900293255132,0.9809384164222874,0.9325513196480938,0.9046920821114369,0.9545454545454546,0.7624633431085044,0.9721407624633431,0.9838709677419355,0.9897360703812317,0.9926686217008798,0.9897360703812317,0.9941348973607038,0.9882697947214076,0.9516129032258065
0.075,1.0,1.0,0.9985358711566618,1.0,0.9224011713030746,0.8726207906295754,0.9809663250366032,0.931185944363104,0.9048316251830161,0.9546120058565154,0.7628111273792094,0.972181551976574,0.9838945827232797,0.9897510980966325,0.9926793557833089,0.9897510980966325,0.9941434846266471,0.9882869692532943,0.9516837481698389
0.08,1.0,1.0,0.9985358711566618,1.0,0.9224011713030746,0.8726207906295754,0.9809663250366032,0.931185944363104,0.9048316251830161,0.9546120058565154,0.7628111273792094,0.972181551976574,0.9838945827232797,0.9897510980966325,0.9926793557833089,0.9897510980966325,0.9941434846266471,0.9882869692532943,0.9516837481698389
0.085,1.0,1.0,0.9985358711566618,1.0,0.9224011713030746,0.8726207906295754,0.9809663250366032,0.931185944363104,0.9048316251830161,0.9546120058565154,0.7628111273792094,0.972181551976574,0.9838945827232797,0.9897510980966325,0.9926793557833089,0.9897510980966325,0.9941434846266471,0.9882869692532943,0.9516837481698389
0.09,1.0,1.0,0.9985358711566618,1.0,0.9224011713030746,0.8726207906295754,0.9809663250366032,0.931185944363104,0.9048316251830161,0.9546120058565154,0.7628111273792094,0.972181551976574,0.9838945827232797,0.9897510980966325,0.9926793557833089,0.9897510980966325,0.9941434846266471,0.9882869692532943,0.9516837481698389
0.095,1.0,1.0,0.9985358711566618,1.0,0.9224011713030746,0.8726207906295754,0.9809663250366032,0.931185944363104,0.9048316251830161,0.9546120058565154,0.7628111273792094,0.972181551976574,0.9838945827232797,0.9897510980966325,0.9926793557833089,0.9897510980966325,0.9941434846266471,0.9882869692532943,0.9516837481698389
0.1,1.0,1.0,0.9985358711566618,1.0,0.9224011713030746,0.8726207906295754,0.9809663250366032,0.931185944363104,0.9048316251830161,0.9546120058565154,0.7628111273792094,0.972181551976574,0.9838945827232797,0.9897510980966325,0.9926793557833089,0.9897510980966325,0.9941434846266471,0.9882869692532943,0.9516837481698389
0.105,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.11,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.115,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.12,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.125,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.13,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.135,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.14,1.0,1.0,0.9985380116959064,1.0,0.922514619883041,0.8728070175438597,0.9809941520467836,0.9298245614035088,0.9049707602339181,0.9546783625730995,0.7631578947368421,0.9722222222222222,0.9839181286549707,0.9883040935672515,0.9926900584795322,0.9897660818713451,0.9941520467836257,0.9883040935672515,0.9517543859649122
0.145,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.15,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.155,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.16,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.165,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.17,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.175,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.18,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.185,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.19,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.195,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.2,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
0.205,1.0,1.0,0.9985401459854014,1.0,0.9226277372262773,0.872992700729927,0.981021897810219,0.9284671532846716,0.9051094890510949,0.9547445255474453,0.7635036496350365,0.9722627737226277,0.983941605839416,0.9883211678832117,0.9927007299270073,0.9897810218978103,0.9941605839416059,0.9883211678832117,0.9518248175182482
