Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,7.871869414545738e-23,6.509523786820134e-20,1.423506649114236e-23,0.00012719162624577791,1.51345501986234e-17,3.479656941746247e-20,3.9131988995291895e-07,0.006688047472114126,4.535241278329711e-38,1.8984821648800266e-20,5.795614097077959e-55,1.0658530887428016e-33,7.19207377961915e-39,3.0996959621690174e-11,5.827624948312968e-19,7.765479371844761e-12,7.582422307220717e-16,1.8165510539219882e-13
boeck2019/multi_task,7.871869414545738e-23,1.0,0.11053385253147442,0.28435700512277756,9.455055375475074e-42,0.5284219692730988,0.5251861495486669,6.782692844200654e-06,5.170273272175821e-38,7.474988220488638e-08,0.33664665225064117,5.320387228425185e-18,0.03143422524971688,4.148025449446474e-05,1.8552424148058423e-05,0.2300220433772713,5.77463371859681e-05,0.011147797781466235,0.08052431413539189
boeck2019/multi_task_hjdb,6.509523786820134e-20,0.11053385253147442,1.0,0.7938177993922034,1.112796661773326e-35,0.9264377292135315,0.197537212428998,0.00031831039052586033,2.2015304624445581e-32,7.530093662618001e-09,0.08732572523128808,3.9244715716995464e-19,0.004213295529165842,2.3129754018330973e-06,0.0006070873610399366,0.6574266649271818,0.0014176224968267498,0.07518996142123209,0.32639850768378353
boeck2020/dar,1.423506649114236e-23,0.28435700512277756,0.7938177993922034,1.0,7.3278338110802e-34,0.7255627159977484,0.13751542321173144,0.0018415468536901868,2.028838103792579e-26,2.8528725040915346e-08,0.05727246285248276,5.622461081415942e-19,0.0006496481961751168,2.849439386794133e-09,0.0001059902952635051,0.8179235427077479,0.001840466889800942,0.03218929757722957,0.48123389058118093
davies2009/mirex_qm_tempotracker,0.00012719162624577791,9.455055375475074e-42,1.112796661773326e-35,7.3278338110802e-34,1.0,2.5403119098869493e-35,4.409680046563794e-39,3.327234867939208e-33,0.264961359406403,1.6912114204320754e-78,2.184789687235864e-42,3.78299731931773e-91,9.991540582451159e-55,6.4988655181651e-59,4.752837016730953e-23,2.0233678710285583e-29,3.272923201857897e-27,1.6791933301493486e-25,2.763619551802829e-35
echonest/version_3_2_1,1.51345501986234e-17,0.5284219692730988,0.9264377292135315,0.7255627159977484,2.5403119098869493e-35,1.0,0.2104190529652479,0.00037784372934426873,1.0568967006111997e-29,5.1827356306668364e-08,0.0452531289142075,5.13447900142553e-17,0.006434288519808121,1.3510285970329006e-06,0.0004672576827834367,0.5906532209110714,0.0017693417975296118,0.06031887389290515,0.3122675262217043
gkiokas2012/default,3.479656941746247e-20,0.5251861495486669,0.197537212428998,0.13751542321173144,4.409680046563794e-39,0.2104190529652479,1.0,1.0109380538909978e-06,5.565134462649027e-37,1.3814594709500345e-05,0.2578978870238628,5.390179103115672e-12,0.26504945918553224,0.002630868841024119,1.3146645454309288e-05,0.08595958152503193,1.726627643354542e-05,0.0032153637174176675,0.01631996715536103
klapuri2006/percival2014,3.9131988995291895e-07,6.782692844200654e-06,0.00031831039052586033,0.0018415468536901868,3.327234867939208e-33,0.00037784372934426873,1.0109380538909978e-06,1.0,8.046115000550187e-35,6.002195126368277e-33,1.3510841853989501e-08,6.263450610081737e-41,1.234526174892031e-10,1.5418087603863487e-14,0.6424013980334915,0.00447592464845852,0.40802900175982504,0.08448532724577924,0.0025124388670344786
oliveira2010/ibt,0.006688047472114126,5.170273272175821e-38,2.2015304624445581e-32,2.028838103792579e-26,0.264961359406403,1.0568967006111997e-29,5.565134462649027e-37,8.046115000550187e-35,1.0,5.411121901291077e-81,3.0593857092659963e-38,9.896357366691749e-94,3.012858408431189e-46,7.990063950855187e-51,7.061393308224627e-18,4.725469610521592e-23,3.292083739038116e-23,6.3285666185296305e-21,4.5718582830853453e-42
percival2014/stem,4.535241278329711e-38,7.474988220488638e-08,7.530093662618001e-09,2.8528725040915346e-08,1.6912114204320754e-78,5.1827356306668364e-08,1.3814594709500345e-05,6.002195126368277e-33,5.411121901291077e-81,1.0,0.006193170236328313,0.00040011815978123016,0.0010570121554377703,0.3012674905394233,3.7971786170928665e-18,1.5308453832645516e-08,9.910284846208774e-22,3.853202840186796e-12,6.86069796637192e-14
scheirer1998/percival2014,1.8984821648800266e-20,0.33664665225064117,0.08732572523128808,0.05727246285248276,2.184789687235864e-42,0.0452531289142075,0.2578978870238628,1.3510841853989501e-08,3.0593857092659963e-38,0.006193170236328313,1.0,3.640561183526915e-07,0.9128446848341173,0.04630413459707436,4.424337429619177e-06,0.03243499427087507,3.352688080111436e-06,0.0017462135560962848,0.007436613985576396
schreiber2014/default,5.795614097077959e-55,5.320387228425185e-18,3.9244715716995464e-19,5.622461081415942e-19,3.78299731931773e-91,5.13447900142553e-17,5.390179103115672e-12,6.263450610081737e-41,9.896357366691749e-94,0.00040011815978123016,3.640561183526915e-07,1.0,1.0265056014937319e-11,4.804419016367457e-05,5.456201452864398e-33,5.635740763901882e-20,2.8299675700369768e-39,6.131856773737049e-24,4.466977113627533e-27
schreiber2017/ismir2017,1.0658530887428016e-33,0.03143422524971688,0.004213295529165842,0.0006496481961751168,9.991540582451159e-55,0.006434288519808121,0.26504945918553224,1.234526174892031e-10,3.012858408431189e-46,0.0010570121554377703,0.9128446848341173,1.0265056014937319e-11,1.0,0.004432992372103533,3.2237112373903716e-12,0.00030977990613805266,7.203752255768792e-11,7.08626124390686e-07,0.00015568728516776993
schreiber2017/mirex2017,7.19207377961915e-39,4.148025449446474e-05,2.3129754018330973e-06,2.849439386794133e-09,6.4988655181651e-59,1.3510285970329006e-06,0.002630868841024119,1.5418087603863487e-14,7.990063950855187e-51,0.3012674905394233,0.04630413459707436,4.804419016367457e-05,0.004432992372103533,1.0,5.071545291560811e-22,8.504575611268963e-10,7.345745705616965e-17,4.754104694633632e-15,3.230425454565801e-08
schreiber2018/cnn,3.0996959621690174e-11,1.8552424148058423e-05,0.0006070873610399366,0.0001059902952635051,4.752837016730953e-23,0.0004672576827834367,1.3146645454309288e-05,0.6424013980334915,7.061393308224627e-18,3.7971786170928665e-18,4.424337429619177e-06,5.456201452864398e-33,3.2237112373903716e-12,5.071545291560811e-22,1.0,0.0003999307811396551,0.7457107905379898,0.05262073942573249,0.02583069094207381
schreiber2018/fcn,5.827624948312968e-19,0.2300220433772713,0.6574266649271818,0.8179235427077479,2.0233678710285583e-29,0.5906532209110714,0.08595958152503193,0.00447592464845852,4.725469610521592e-23,1.5308453832645516e-08,0.03243499427087507,5.635740763901882e-20,0.00030977990613805266,8.504575611268963e-10,0.0003999307811396551,1.0,0.005000962819273631,0.10924234401949931,0.6207459714638736
schreiber2018/ismir2018,7.765479371844761e-12,5.77463371859681e-05,0.0014176224968267498,0.001840466889800942,3.272923201857897e-27,0.0017693417975296118,1.726627643354542e-05,0.40802900175982504,3.292083739038116e-23,9.910284846208774e-22,3.352688080111436e-06,2.8299675700369768e-39,7.203752255768792e-11,7.345745705616965e-17,0.7457107905379898,0.005000962819273631,1.0,0.16453818189090202,0.034070492979130576
sun2021/default,7.582422307220717e-16,0.011147797781466235,0.07518996142123209,0.03218929757722957,1.6791933301493486e-25,0.06031887389290515,0.0032153637174176675,0.08448532724577924,6.3285666185296305e-21,3.853202840186796e-12,0.0017462135560962848,6.131856773737049e-24,7.08626124390686e-07,4.754104694633632e-15,0.05262073942573249,0.10924234401949931,0.16453818189090202,1.0,0.4675765422525745
zplane/auftakt_v3,1.8165510539219882e-13,0.08052431413539189,0.32639850768378353,0.48123389058118093,2.763619551802829e-35,0.3122675262217043,0.01631996715536103,0.0025124388670344786,4.5718582830853453e-42,6.86069796637192e-14,0.007436613985576396,4.466977113627533e-27,0.00015568728516776993,3.230425454565801e-08,0.02583069094207381,0.6207459714638736,0.034070492979130576,0.4675765422525745,1.0
