Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.48933316336117627,0.00020477672174811314,4.429432065653658e-09,1.134935786353205e-17,0.009896500369501482,0.190177083569343,0.3875849893290959,0.3875850343259789,6.757405965760466e-05,5.3902990128104465e-05,0.0018465873064800096
boeck2019/multi_task,0.48933316336117627,1.0,0.8609912642784688,0.11575877209288915,3.740614254804799e-15,0.7339453687388433,0.9291401826157735,0.8580822518983866,0.8580822161812819,0.9144378585077699,0.9179720576611003,0.8576449707928141
boeck2019/multi_task_hjdb,0.00020477672174811314,0.8609912642784688,1.0,4.9729613953707705e-55,6.325557605574295e-17,0.00019328347876271858,0.8616897067151155,0.9597631246068037,0.9597630559514796,0.20946545661400942,0.24797740666484147,0.13585607042313674
boeck2020/dar,4.429432065653658e-09,0.11575877209288915,4.9729613953707705e-55,1.0,1.5714094940051519e-18,9.977137309170672e-50,0.0014443702899748798,0.016492606119374253,0.016492609743733646,3.4630901990176406e-48,5.784353126901763e-44,2.3174609853078908e-11
davies2009/mirex_qm_tempotracker,1.134935786353205e-17,3.740614254804799e-15,6.325557605574295e-17,1.5714094940051519e-18,1.0,3.6583598648334676e-17,9.266215371064987e-17,1.1192296661636834e-16,1.1192291997742516e-16,7.91003992147927e-17,8.109002454438708e-17,7.228306866438458e-17
percival2014/stem,0.009896500369501482,0.7339453687388433,0.00019328347876271858,9.977137309170672e-50,3.6583598648334676e-17,1.0,0.5856142712582928,0.808360395225231,0.8083604616792077,1.3424780467021278e-05,2.7057559987557774e-05,0.027926482991583994
schreiber2014/default,0.190177083569343,0.9291401826157735,0.8616897067151155,0.0014443702899748798,9.266215371064987e-17,0.5856142712582928,1.0,0.757391781488125,0.7573916751689042,0.9824155015427722,0.9903490268579569,0.5729623314160712
schreiber2017/ismir2017,0.3875849893290959,0.8580822518983866,0.9597631246068037,0.016492606119374253,1.1192296661636834e-16,0.808360395225231,0.757391781488125,1.0,0.8151535172398441,0.8629078624004431,0.8580555050602328,0.5225980493106427
schreiber2017/mirex2017,0.3875850343259789,0.8580822161812819,0.9597630559514796,0.016492609743733646,1.1192291997742516e-16,0.8083604616792077,0.7573916751689042,0.8151535172398441,1.0,0.862907795107289,0.8580554387646504,0.5225980022681094
schreiber2018/cnn,6.757405965760466e-05,0.9144378585077699,0.20946545661400942,3.4630901990176406e-48,7.91003992147927e-17,1.3424780467021278e-05,0.9824155015427722,0.8629078624004431,0.862907795107289,1.0,0.9451714419698178,0.22911227646818602
schreiber2018/fcn,5.3902990128104465e-05,0.9179720576611003,0.24797740666484147,5.784353126901763e-44,8.109002454438708e-17,2.7057559987557774e-05,0.9903490268579569,0.8580555050602328,0.8580554387646504,0.9451714419698178,1.0,0.22129983564679928
schreiber2018/ismir2018,0.0018465873064800096,0.8576449707928141,0.13585607042313674,2.3174609853078908e-11,7.228306866438458e-17,0.027926482991583994,0.5729623314160712,0.5225980493106427,0.5225980022681094,0.22911227646818602,0.22129983564679928,1.0
