Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0,0.007649883168444964,0.0011101924679357332,0.0019407834744327474,0.003055087377068204,0.020235488401988754,0.0035000031636061627,0.0,0.008914276975052992,0.013939190957873729,0.0016794973966794862,,0.003662570685418663,0.003662570685418663,0.003662570685418663,0.0,0.0,0.0,0.013939190957873729,0.0027770846705736842
1,0.011587974275211825,0.002673487929434836,0.0017441409026033073,0.0016279304195659138,0.023633106565081,0.0004189077594886288,0.0,0.0061458837633254545,0.011681805047635324,0.0018022426339853838,0.008341145018347568,2.9551676397903808e-05,2.9551676397903808e-05,2.9551676397903808e-05,0.0,0.0,0.0,0.0,0.0011639331336359118
2,0.0038372573189395104,0.005624549193878107,0.00629802390036911,0.010220372720369993,0.013451093393063442,0.0063877967787086916,0.01122725542325412,0.013453538845010897,0.01122725542325412,0.008955179690545222,0.010522511323854964,0.007806924688573588,0.008248876283807847,0.008248876283807847,0.0,0.0,0.0,0.0,0.007868243333339305
3,0.0038372573189395104,0.0015770853895346612,0.0013518929999589383,0.0020273647442790705,0.013451093393063442,0.0012854727929038643,0.0,0.004468368175188124,0.01122725542325412,0.004470256281471457,0.0054768442960679104,0.0007174496495067208,0.0007174496495067208,0.0007174496495067208,0.0,0.0,0.0,0.0,0.0022559739403679555
4,0.011587974275211825,0.0009310713720313956,0.0009304708744910197,0.002441207291211336,0.023633106565081,0.002115951555793104,0.0,0.0061458837633254545,0.011681805047635324,0.0025152730423816947,0.008341145018347568,2.9551676397903808e-05,2.9551676397903808e-05,2.9551676397903808e-05,0.0,0.0,0.0,0.0,0.0
5,0.004391337895605532,0.002543688653478582,0.0032494736295861906,0.0007070301738612267,0.01909486491732606,0.0006504805093475077,0.0,0.004744808311180709,0.014213859219700802,0.0011734803486401337,0.002204789182601569,2.0720912322083536e-05,2.0720912322083536e-05,2.0720912322083536e-05,0.0,0.0,0.0,0.0,0.0
6,0.0006634605961439046,0.007314901796637775,0.006481792666314958,0.008815711660701851,0.009795239268705765,0.013528384844646956,0.0,0.0023796223535282337,0.016488122788569093,0.008428686846760352,0.26368374882714773,0.012164806518560351,0.012164806518560351,0.012164806518560351,0.0,0.0,0.0,0.0,0.00831526821200374
7,0.004408170249501844,0.0010592175965908207,0.0007333873110005687,0.0011406636711254296,0.4415074876875659,0.014524755507343057,0.0,0.002588641238086619,0.008127880883400398,0.014866814965563363,0.022755990601218922,0.000275699575192563,0.0009183050288667757,0.0009183050288667757,0.0,0.0,0.0,0.0,0.0
8,0.028569152196770954,0.016358068245896563,0.013214317903306806,0.013214317903306806,0.00946507496424318,0.01634376296192763,0.014213859219700802,0.023544234864018947,0.014213859219700802,0.016529742718459136,0.013785399569700523,0.01680732633218245,0.01680732633218245,0.01680732633218245,0.014213859219700802,0.014213859219700802,0.014213859219700802,0.028569152196770954,0.01564297775250064
9,0.0,0.007521587332542788,0.0041898939054238315,0.00607207948340012,0.019104077232527907,0.0029316475630564364,0.014499569695115089,0.008914283116593884,0.014499569695115089,0.008914486345777045,0.0012123731023673094,0.005264465893182913,0.004123338453495826,0.004123338453495826,0.0,0.0,0.0,0.0,0.0014434168696685584
