Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,0.004928685889661497,0.00020742513590761078,-0.00493326798315669,-0.004387399518790402,-0.0009132149698022158,-0.0009132149698022158,-0.00621640136318726,-0.00621640136318726,-0.00621640136318726
1,-0.007983522650406671,0.43655862462369377,0.0036044516248050123,0.002260935076369994,-0.0007165779069051765,-0.0007165779069051765,0.01182495842977345,-0.007034068821542314,0.0024262604275238292
2,0.0029907321129857283,0.03374625954661375,-0.0075938379302347815,-0.0471304991710342,0.020347723190597865,0.020347723190597865,0.007276271137891714,0.007276271137891714,0.031523817384568734
3,0.0003879802247452558,0.01767633093674817,-0.013540941056301362,0.00849177946237181,0.0013849554001765432,0.0013849779867094996,0.02659305057213912,0.004225237543684749,-0.02999047779422832
4,-0.004396295852138136,0.012892054859864699,-0.005029294814670123,-0.0025091213082358167,0.0028212452882217264,0.0028212452882217264,0.021808774495255836,0.021808774495255836,0.021808774495255836
5,-0.013389212314453213,0.012216618967750564,-0.004083267150716435,-0.42473508870937876,-0.011173449780354063,-0.011173468506138708,-0.4207888506330635,-0.4207888506330635,-0.4207888506330635
6,0.006744494565025546,0.0054748664811998405,-0.0017174943543947394,-0.009144832451667795,0.001379686030961967,0.001379686030961967,0.01439437773347032,-0.013619998436126131,0.0004551867755964408
7,-0.00652847410399254,0.012575603128535114,-0.001502234107291686,0.00973999180801315,0.0052333517605958274,0.0052333517605958274,-0.00652847410399254,0.022040678092778425,-0.00652847410399254
8,-0.013847519051739837,0.0034408316602631845,-0.0010550820422550596,-0.0030874222592102325,-0.002645424067296061,-0.002645424067296061,-0.01001026173280017,0.0012169936904538714,0.0012169936904538714
9,0.008204173135759952,0.01917673662826098,-0.007790031810963066,-0.004381542405617174,-0.004974641834339657,-0.004974641834339657,-0.003321282999777001,-0.003321282999777001,-0.003321282999777001
10,0.01764270480094143,0.02091832536537367,0.0013777900186230565,-0.0017350974824619095,-0.001120245197139914,-0.001120245197139914,0.006054730525729689,0.006054730525729689,0.006054730525729689
11,-0.021191127672218327,0.026464185372392698,-0.0059577808515559735,-0.02225159904846553,-0.012267440379707858,-0.012267440379707858,-0.003996264518269815,0.011600590532748787,0.011600590532748787
12,-0.016149045482099462,0.009553632450471307,-0.006751808970389817,-0.0010982847802004246,-0.0025626350710171012,-0.0025626350710171012,-0.008417408640855975,-0.008417408640855975,-0.008417408640855975
13,-0.010985372223492591,0.04109685783104139,-0.004918540902543992,-0.028261330029050527,-0.06895091117121936,-0.06895091117121936,-0.04754731517379404,-0.015838455446455877,-0.005421839501117606
14,-0.0015983264219131639,0.042644422381951305,-0.002364942647449211,0.0013555694076787948,-0.001864756034697408,-0.001864756034697408,0.006756876912039963,-0.013707225647675757,0.006756876912039963
15,0.005238643131873556,0.021211577480783377,-0.0021162504054790077,0.0042070545312739216,-0.0009253392053367121,-0.0009253392053367121,0.0167487089922471,0.0167487089922471,-0.009246499540697476
16,-0.02491528208899226,0.013463923935006545,-0.000341666219299895,0.007950244936791376,0.004498686069792959,0.004498686069792959,0.022378410280783474,0.007878840585668474,0.022378410280783474
17,0.012061452077738767,0.041806911134180565,0.0022811431453882707,0.009192601300798344,-0.003018187908684098,-0.003018187908684098,0.0004734778025271375,0.008209126582132275,0.0004734778025271375
18,0.016454221907255758,0.023519751811224503,0.001157382411721105,-0.048887283541396744,0.012559591038611023,0.012559591038611023,0.027988333125809547,0.027988333125809547,0.027988333125809547
19,0.006453353029406887,0.020492949487412856,-0.004168797669816724,-0.001288021662754389,0.0013020319688936781,0.0013020319688936781,0.0025240858500464773,0.010698017295746444,0.0025240858500464773
20,-0.014781621130992115,0.013812990801879045,-0.00035455049571255024,-0.017158457651164766,-0.0014329842234756477,-0.0014329842234756477,0.0031763546931420235,0.0031763546931420235,-0.007550051899916444
21,-0.0016272359889726046,0.015661114723030504,0.0021987502309320285,-0.0118053158210401,-0.008667551488066161,-0.008667551488066161,-0.009105291897867216,0.002210021329967029,-0.009105291897867216
22,-0.008551610107672789,0.017054221174530815,-0.015366209663922225,-0.4523441500687008,-0.41658228566183614,-0.41658228566183614,-0.03552750422877613,-0.03552750422877613,-0.06447887792490534
23,0.004459524407106612,0.01737534199995025,-0.4231947020403422,-0.44620422600159937,-0.41039570244975443,-0.41039570244975443,-0.008811739320574434,-0.41393376973433554,0.0011037295445081455
24,0.006165911547290412,0.00710587393019014,0.001813221310189713,-0.0007959301737896084,-0.0007959301737896084,-0.0007959301737896084,-0.002407408742351843,-0.011993457571549897,-0.002407408742351843
25,0.0036315655282279794,0.015676697818097007,-0.001814776750715314,-0.009303514065227765,0.002585521030255359,0.002585521030255359,0.0036315655282279794,0.0036315655282279794,0.0036315655282279794
26,0.0006181890133145937,-0.0032062721923395714,-0.0032041505679450233,-0.018029479719824403,-0.01212552080466931,-0.01212552080466931,-0.013842908301076387,-0.013842908301076387,-0.013842908301076387
27,-0.007033362965086763,0.027619952736357905,0.008247648837357369,0.0002840406818595412,0.0002840406818595412,0.0002840406818595412,-0.00027797436978184675,-0.00027797436978184675,0.01021439944786054
28,-0.00502212674360233,0.0166350465761549,-0.0025565296334250118,-0.0010818818921411145,-0.004830753426722517,-0.004830753426722517,0.012172736410346259,-0.011543332563461246,0.012172736410346259
29,-0.013939625045357226,0.025272563470223375,-0.006023169214942138,-0.016423685087800025,-0.00036849967224232506,-0.00036849967224232506,0.0065970170774801605,0.0065970170774801605,0.0065970170774801605
30,-0.010214279116916157,0.022391152013918066,2.8782614414507136e-05,-0.007862463274528286,0.0002078665535727675,0.0002078665535727675,-0.00010731427176626883,-0.00010731427176626883,-0.00010731427176626883
31,0.019396639309870917,0.010482152964094039,-0.003323437190212473,-0.022876900271856463,0.008984592937023219,0.008984592937023219,0.019396639309870917,0.019396639309870917,0.019396639309870917
32,0.00626540278171037,0.013282112861315877,0.00045702565087134473,-0.007562159457117607,-0.001944811382246294,-0.001944811382246294,-0.010920323620311005,-0.010920323620311005,-0.010920323620311005
33,0.006073506122308262,0.013075059961209156,-0.0018778358241115566,-0.00161973215238693,0.0003802745210697675,0.00038025424388176657,-0.002637590589775246,0.01754029134785511,0.0074866266839320565
34,0.0017978008980189316,0.008799354736919602,-0.0011843848853228729,0.007254380288944329,0.007254380288944329,0.007254380288944329,0.013264586123565519,0.013264586123565519,0.0032109214596425704
35,0.014979617330349809,0.006065130984572678,-0.0008539688991432643,0.008001186245831723,0.1687516575688351,0.1687516575688351,0.014979617330349809,0.014979617330349809,0.014979617330349809
36,-0.01491028245834748,0.012975089112086294,-0.008939896686581909,-0.023590421059738905,-0.008183742087137583,-0.008183742087137583,-0.007260399289902429,-0.007260399289902429,-0.007260399289902429
37,-0.04203639458631366,-0.00691432843148869,-0.03767806873346438,-0.043680935473046564,-0.037799148709505355,-0.037799148709505355,-0.016710879755900535,-0.04137293399016968,-0.04137293399016968
38,-0.016111437561169194,0.01854187814027566,-0.0008262383354320982,0.015079907619183416,0.017527219263555195,0.017527219263555195,-0.030572534875559925,-0.030572534875559925,-0.030572534875559925
39,-0.0005408545398742672,-0.0033292355143535006,-0.009044045226428722,-0.01622157993013128,0.001855794342479287,0.001855794342479287,-0.021581819427285372,-0.021581819427285372,0.030885600466850086
40,0.0020888300375321764,0.034694261168366713,-0.004224246571315583,0.0026412593711672904,-0.0024094718371960346,-0.0024094718371960346,0.0030935877754298888,0.0030935877754298888,0.0030935877754298888
41,-0.019354264159091118,-0.0002549326573511662,-0.0002549326573511662,-0.021387202796484196,-0.01343444889739825,-0.01343444889739825,0.018613586039929467,-0.019354264159091118,-0.009768215329893064
42,-0.0091303474438743,0.0234750836869604,0.0011072706585056153,0.006468897069410608,0.0014704971206914673,0.0014704971206914673,0.01901054023153742,0.010021757004282835,-0.008125589705976492
43,-0.024145088517105895,0.013229835204949242,-0.002044319217702765,-0.0017315983521574761,-0.002777395948197055,-0.002777395948197055,-0.012678303291559136,0.000618519321898718,-0.012678303291559136
44,0.002495638759030997,0.026563492643968335,-0.003186991307298705,-0.019288812750578574,-0.003019161134536181,-0.003019161134536181,-0.019955204688190807,-0.009613260466731716,0.020975059366691275
45,-0.050583585623134135,0.33192570750561046,-0.06348457624064148,0.1937741553199992,-0.09558299433883109,-0.09558299433883109,-0.059294682335217806,-0.01921724295988256,-0.01921724295988256
46,-0.01358711107598841,0.008073188848260505,-0.004751116712119532,-0.005907710964133384,-0.0027990028868463152,-0.0027990028868463152,0.0036077520779600543,0.0036077520779600543,0.0036077520779600543
47,-0.004799749736259147,0.006172813756241752,-0.0006150468289752842,-0.006751249218513505,-0.004398677530040412,-0.004398677530040412,-0.008830669324871901,0.01342213752225592,-0.016325205871796148
48,-0.013234370467987606,-0.006217660388382236,-0.006217660388382236,-0.02706193270681562,-0.004261259463297921,-0.004261259463297921,-0.006768828805363665,-0.018545996581717274,-0.030420096870009048
49,0.009371433388740663,0.023494399654730838,-0.007269340647244853,-0.0015325162403005922,-0.0028321271809551183,-0.0028321271809551183,-0.002696589920349874,-0.010964205903950391,0.005523916884618754
50,-0.005287786091390142,0.046171863171032154,0.0017787487917770694,0.0065360539847590495,0.0025482501380019625,0.0025482317232143332,0.005411190492619528,0.005411190492619528,-0.003807339536759281
51,0.002525150384885962,0.02418545030913492,-0.0013506188611785825,-0.01744371649696897,-0.0359606928599883,-0.0359606928599883,0.019720013538834492,0.019720013538834492,-0.020026165253921924
52,0.01342384228249094,0.08038803034685299,0.12997264143072237,-0.0528418565596017,0.021158697696423322,0.021158697696423322,0.04192086153052619,0.04192086153052619,0.0205472107379591
53,-0.00019765171810953144,0.011222939592051626,-0.0002505519469543453,0.0014791528003661684,-0.0026934804052900123,-0.0026934804052900123,-0.014685198904456775,-0.014685198904456775,-0.014685198904456775
54,0.019240142313960647,0.02623834622492235,-0.0035053680808802327,0.012613892236277697,-0.002936576687098629,-0.002936576687098629,0.030706927539507368,0.030706927539507368,0.0037398799392380157
55,-0.011205703798774762,0.014400127483428924,0.0035125650755949375,0.0020426451882265633,-0.00015704361172543883,-0.00015704361172543883,-0.00979979655005581,-0.00979979655005581,-0.00979979655005581
56,-0.0019208814864231957,0.010426629463658906,0.0009650439881517805,0.008644211696785318,0.006548818703916368,0.006548818703916368,-0.0002100066450778305,-0.0002100066450778305,-0.0002100066450778305
57,0.00978176116202811,0.0009033426431229278,0.0009033426431229278,0.011245894996721156,-0.006766519793092342,-0.006766519793092342,-0.004681740706215117,0.006206575436520914,-0.004681740706215117
58,-0.016454449165986818,0.014301078267641425,-0.0023723588166687975,0.00947583181167782,-0.006281051981669985,-0.006281051981669985,0.012078636105596587,-0.012168910141080855,5.803805021328101e-06
59,-0.005843824775910561,0.013255506725829517,0.002690871166335278,-0.45168094411089593,-0.40592574725132946,0.009111752027514242,0.0037422240532874952,0.0037422240532874952,0.0037422240532874952
60,-0.006301388215413539,0.0007001656234872457,-0.004303237250737246,0.0019293319742531866,-0.004419215803882174,-0.004419215803882174,-0.01501248492749702,0.005165397010133331,-0.00488826765378972
61,-0.015934900724997286,0.020240177422705372,-0.0052982646162602854,-0.026155847001292986,-0.0034208134944788667,-0.0034208134944788667,-0.003962259058921258,0.019689009005724033,-0.003962259058921258
