Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0,0.008988783227254122,0.005316497188611135,0.000596791620412764,0.028088114728993883,0.003384742903128289,0.0006594503043542558,0.001041475665030956,0.001041475665030956,0.000661386806465322,0.000661386806465322,0.000661386806465322
1,0.0009013647956468092,0.000807202463459464,0.001091330566003546,0.4436407824784538,3.8597587252723795e-05,1.7431437860620055e-05,1.733652169293708e-05,1.7431437860620055e-05,4.8089033217499816e-05,4.8089033217499816e-05,4.8089033217499816e-05
2,0.019152104448157226,0.0025225097687107886,0.0036112535523789967,0.42849082596152127,0.003354556220504053,0.0028403950761781366,0.0028403950761781366,0.0028403950761781366,0.0,0.0,0.0
3,0.00980025685470436,0.006600981090515135,0.0004004034323924919,0.4297212001130983,0.004378110532490617,0.029139673210382112,0.0291397633784079,0.0291397633784079,0.0023462863158009374,0.01122443766225383,0.01122443766225383
4,0.009417047748611457,0.058206318472662257,0.006581687133471398,0.42731626385248733,0.0031039711397638685,0.0038339415195215694,0.004195761998038996,0.004195761998038996,0.0012618062010332533,0.0012618062010332533,0.0012618062010332533
5,2.8853612280244554e-05,0.041149902550564055,0.004045212057951144,0.4309960066052071,0.00619258749905829,0.003046810911512659,0.003046810911512659,0.003046810911512659,0.0028825085331191267,0.0028825085331191267,0.0028825085331191267
6,0.009566055618959407,0.021493772716166263,0.0018201456888417684,0.02303937551187515,0.0006715624834206768,0.0011124226403713459,0.0011124226403713459,0.0011124226403713459,0.0005409092261907425,0.0005409092261907425,0.0005409092261907425
7,1.2022408579252243e-05,0.009517041566820823,0.0019103056309924653,0.4159942298011106,0.0009519847914791741,0.00018211552924018618,0.000556515654169325,0.000556515654169325,0.0009614762374438068,0.0009614762374438068,0.0009614762374438068
8,0.0,0.010732106117764246,0.004513377190691033,0.01909933150174009,0.003276004410550914,0.0013806715437524287,0.0013806715437524287,0.0013806715437524287,0.0,0.0,0.0
9,0.009241746662822488,0.012073984452405333,0.002692536138143783,0.01636408461938125,0.0053292277657791005,0.004444156163407563,0.004444156163407563,0.004444156163407563,0.001502025165232763,0.007835839414103601,0.007835839414103601
10,0.009241746662822488,0.01585731814230267,0.0007572161446169652,0.01636408461938125,6.41985009141522e-05,0.0003962461207626699,2.8788064516148493e-05,2.8788064516148493e-05,0.001502025165232763,0.001502025165232763,0.007835839414103601
11,4.3281500453025755e-05,0.002329427576549414,0.00433598967740169,0.010194336601926961,0.0008603912915158143,0.0019488365367001837,0.0019488365367001837,0.0019488365367001837,0.0009614762374447671,0.010063683344697162,0.0009614762374447671
12,0.009417047748613048,0.003282001992888388,0.0004851877842678898,0.019654665850992938,0.003103971139765467,0.001300216296539023,0.001300216296539023,0.001300216296539023,0.0012618062010348536,0.0012618062010348536,0.0012618062010348536
13,0.015543955263016931,0.009558580036289838,0.005331714132673322,0.03839122843257938,0.0018631191178513033,0.004153104288653368,0.004153104288653368,0.004153104288653368,0.010779838753242444,0.00036071885195799514,0.010779838753242444
14,0.008590867115707196,0.0016450087140621277,0.002051888795977483,0.015592420954607781,0.0006395251692873459,0.0007045377995167718,0.0007045377995167718,0.0007045377995167718,0.00012022959637650926,0.00012022959637650926,0.00012022959637650926
15,0.004812525648322431,0.009824097677341994,2.215607054327122e-05,0.0054250924540577864,0.00011263047181938454,0.0017414463583901576,0.0017414463583901576,0.0017414463583901576,0.00529443919682775,0.003807767910424663,0.003807767910424663
16,4.808975451182987e-06,0.004180158325986708,0.005306559882963782,0.017293159687454315,0.008309750307484204,0.0041154761798188055,0.0036710742571211927,0.0036710742571211927,0.0038420662943908493,0.0038420662943908493,0.0038420662943908493
