T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,-0.3570587144779144,0.6493768518646491,0.6481615120868712,0.6767238527727255,0.6474596211767105,0.6470656134621746,0.6470656134621746,0.6470656134621746,0.6471189767837257,0.6471189767837257,0.6471189767837257
44.0,-0.3570587144779144,0.6493768518646491,0.6481615120868712,0.6767238527727255,0.6474596211767105,0.6470656134621746,0.6470656134621746,0.6470656134621746,0.6471189767837257,0.6471189767837257,0.6471189767837257
45.0,-0.3570587144779144,0.6493768518646491,0.6481615120868712,0.6767238527727255,0.6474596211767105,0.6470656134621746,0.6470656134621746,0.6470656134621746,0.6471189767837257,0.6471189767837257,0.6471189767837257
46.0,-0.3570587144779144,0.6493768518646491,0.6481615120868712,0.6767238527727255,0.6474596211767105,0.6470656134621746,0.6470656134621746,0.6470656134621746,0.6471189767837257,0.6471189767837257,0.6471189767837257
47.0,-0.3570587144779144,0.6493768518646491,0.6481615120868712,0.6767238527727255,0.6474596211767105,0.6470656134621746,0.6470656134621746,0.6470656134621746,0.6471189767837257,0.6471189767837257,0.6471189767837257
48.0,-0.019657762112603394,0.4855529703038506,0.9833513817541284,0.5021887613098734,0.48502112631157435,0.9843898380633788,0.48438978830789126,0.9843898380633788,0.984523535835544,0.9894812702680853,0.984523535835544
49.0,-0.019657762112603394,0.4855529703038506,0.9833513817541284,0.5021887613098734,0.48502112631157435,0.9843898380633788,0.48438978830789126,0.9843898380633788,0.984523535835544,0.9894812702680853,0.984523535835544
50.0,-0.019657762112603394,0.4855529703038506,0.9833513817541284,0.5021887613098734,0.48502112631157435,0.9843898380633788,0.48438978830789126,0.9843898380633788,0.984523535835544,0.9894812702680853,0.984523535835544
51.0,-0.019657762112603394,0.4855529703038506,0.9833513817541284,0.5021887613098734,0.48502112631157435,0.9843898380633788,0.48438978830789126,0.9843898380633788,0.984523535835544,0.9894812702680853,0.984523535835544
52.0,-0.019657762112603394,0.4855529703038506,0.9833513817541284,0.5021887613098734,0.48502112631157435,0.9843898380633788,0.48438978830789126,0.9843898380633788,0.984523535835544,0.9894812702680853,0.984523535835544
53.0,-0.006810901681354249,0.6615936258349259,0.6614096053644235,0.6801828975042978,0.6598040589120222,0.6599087798001064,0.32672473563591675,0.9933914430461638,0.9934839449811124,0.6596541801787236,0.9934839449811124
54.0,0.00598170542239075,0.8016796818139188,0.8045781047861624,0.8230588603683164,0.8045487710715381,0.8048363432838979,0.6049259167853841,1.0049259412315323,1.0049691908603582,0.8046713319789248,1.0049691908603582
55.0,0.1724454406036214,0.8353795614482223,0.837721116894364,0.85715094858682,0.8371461701769339,0.8372826668865404,0.6706906448044457,1.0040239985095694,1.0041409923836317,0.8372261099824373,1.0041409923836317
56.0,0.1724454406036214,0.8353795614482223,0.837721116894364,0.85715094858682,0.8371461701769339,0.8372826668865404,0.6706906448044457,1.0040239985095694,1.0041409923836317,0.8372261099824373,1.0041409923836317
57.0,0.1724454406036214,0.8353795614482223,0.837721116894364,0.85715094858682,0.8371461701769339,0.8372826668865404,0.6706906448044457,1.0040239985095694,1.0041409923836317,0.8372261099824373,1.0041409923836317
58.0,0.1724454406036214,0.8353795614482223,0.837721116894364,0.85715094858682,0.8371461701769339,0.8372826668865404,0.6706906448044457,1.0040239985095694,1.0041409923836317,0.8372261099824373,1.0041409923836317
59.0,0.14772074978688154,0.8595081831237056,0.8613811726365103,0.8800444635442025,0.8601300386358715,0.8604096682183889,0.7177343156875532,1.0034486188633733,1.0035494220431131,0.8604795228420892,1.0035494220431131
60.0,0.4274038426744825,0.8407126326780532,0.8594675284679767,0.8398551634914865,0.6727955578298996,0.5000807189437979,0.6431158322798652,0.8574015479362106,0.8867116563070042,0.8573284356948447,0.8574348138667853
61.0,0.4274038426744825,0.8407126326780532,0.8594675284679767,0.8398551634914865,0.6727955578298996,0.5000807189437979,0.6431158322798652,0.8574015479362106,0.8867116563070042,0.8573284356948447,0.8574348138667853
62.0,0.3747032603324182,0.7352719268311418,0.7520716184724363,0.8244401610250653,0.5893953347451375,0.5006767365389497,0.6258569868266256,0.8133569880259278,0.9014967048044175,0.8764061035728457,0.875879467669226
63.0,0.3528592917753699,0.691939221140789,0.7666846990953401,0.8357243640503818,0.5547778994021421,0.5056291966127611,0.6234459027658678,0.799916492129917,0.9072910162865107,0.883676332774443,0.8831806754533893
64.0,0.3739429847717333,0.7123056854379092,0.7872490942667644,0.8570032348501431,0.575621583017276,0.5263757351389649,0.6441924412920715,0.8206630306561207,0.869225194122762,0.8456105106106946,0.9039383827014054
65.0,0.3336331306690946,0.6356385277440422,0.755639347736771,0.8418040703624863,0.5140024341528548,0.46994883623283185,0.6279953627908749,0.7858901006429189,0.7767085776431593,0.7555796502902566,0.8603993253187873
66.0,0.31690400144419667,0.65395145311547,0.768056425189837,0.8518668144086021,0.4883018378729139,0.4464685718364872,0.5965940570257549,0.7465940579851967,0.7878731487610013,0.7678006677757437,0.8673793590528479
67.0,0.31690400144419667,0.65395145311547,0.768056425189837,0.8518668144086021,0.4883018378729139,0.4464685718364872,0.5965940570257549,0.7465940579851967,0.7878731487610013,0.7678006677757437,0.8673793590528479
68.0,0.31690400144419667,0.65395145311547,0.768056425189837,0.8518668144086021,0.4883018378729139,0.4464685718364872,0.5965940570257549,0.7465940579851967,0.7878731487610013,0.7678006677757437,0.8673793590528479
69.0,0.30097117257134987,0.6377644878922173,0.702001415476567,0.887064164585898,0.47208161292414397,0.380360252283045,0.6304857424478614,0.7304857384317545,0.721776744016633,0.7012084895881214,0.8012829543084798
70.0,0.2824724224766166,0.46936723365301664,0.5753771443698548,0.8569201437966154,0.3947149259051693,0.3539513677185508,0.5609709617348593,0.5932290294772435,0.619886285151497,0.5743583790685862,0.6389225498559142
71.0,0.2824724224766166,0.46936723365301664,0.5753771443698548,0.8569201437966154,0.3947149259051693,0.3539513677185508,0.5609709617348593,0.5932290294772435,0.619886285151497,0.5743583790685862,0.6389225498559142
72.0,0.22843639727233112,0.5161333579341626,0.612924033548487,0.8716303820497955,0.3599355639252002,0.33992896150610347,0.5581074873725695,0.5581074877271796,0.6118069806005166,0.5702962427013921,0.6291635748898381
73.0,0.24384370436399244,0.48733847694385435,0.634191316917988,0.8474719363358744,0.33995806839563264,0.3210600887281562,0.5270985512228962,0.5270985515578056,0.5778177039004879,0.5663908958846481,0.6219878207292917
