Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2020/dar,-0.000654536502627489,0.08546985521222082,0.0008053175119710499,0.005709950659507349
boeck2019/multi_task,0.006979764881731089,0.12094831283068701,0.0011403488233369277,0.005020607518796858
boeck2019/multi_task_hjdb,0.008878400276423887,0.1231170466036191,0.0015791302034311857,0.012995079102607653
schreiber2018/cnn,0.0012087232237889794,0.16310344429206045,0.004128431252986061,0.03019727169932413
schreiber2018/fcn,-0.010930605738587111,0.21943728415274372,0.00366793440739829,0.02633229567730482
schreiber2018/ismir2018,-0.03608066844122266,0.21992277196880788,0.0018755359383393875,0.03194451788684651
schreiber2017/mirex2017,-0.0414521744160278,0.27329177454986586,0.0008835920073298705,0.045036179352829706
schreiber2017/ismir2017,-0.0743131597483155,0.3445431461698313,0.0039130628804745155,0.052826550927652184
boeck2015/tempodetector2016_default,-0.12871020610821834,0.388575990721815,0.000253078567525622,0.00978064869972051
schreiber2014/default,-0.3121040390249943,0.4636877172894213,0.006144136157487482,0.06881046284861646
zplane/auftakt_v3,-0.2654645917851297,0.47525490566560546,0.006068254930198738,0.07006828432745989
oliveira2010/ibt,-0.24335089041838762,0.4871647458333922,0.00920385410715982,0.08580262756340827
klapuri2006/percival2014,-0.24707288421330414,0.4912277069375423,0.016554798269500442,0.09194193576513325
percival2014/stem,-0.31131377663137816,0.49417130695960604,0.003685402216530352,0.06127139164061235
scheirer1998/percival2014,-0.17392107995268138,0.5199466579287019,0.025984493050277172,0.15166022610944938
davies2009/mirex_qm_tempotracker,-0.08496654640573376,0.5221286815001419,0.026230424399291512,0.07988502448971108
echonest/version_3_2_1,-0.3176914597717662,0.5437177596512823,-0.011581883718853426,0.12282820505325172
gkiokas2012/default,-0.3842696543401113,0.5698882400769271,0.0006400719888473072,0.04341870523272207
