Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
schreiber2017/mirex2017,-0.03857609501013101,0.14611381008129487,0.028090571656535644,0.10335203101738917
schreiber2018/ismir2018,-0.06623609736005188,0.2505265511711523,0.0004305693066147807,0.0015559257557152917
schreiber2018/cnn,-0.06487182385607083,0.25093455522721647,0.0017948428105958336,0.005011580236022744
schreiber2018/fcn,-0.06408428396176306,0.2511555877654827,0.002582382704903607,0.005575739947770538
schreiber2017/ismir2017,0.09475723832320229,0.2629456057693976,0.028090571656535644,0.10335203101738917
percival2014/stem,-0.1335797459687448,0.34132158647512906,-0.00024641263541145235,0.0024315701353341346
boeck2015/tempodetector2016_default,-0.13409087907406173,0.3417992745704968,-0.0007575457407284402,0.005243189337581376
schreiber2014/default,-0.038655016998085864,0.45869472632185915,0.028011649668580805,0.10337885746347182
davies2009/mirex_qm_tempotracker,0.019183253134942884,0.5203215803876037,0.01918325313494289,0.010086765509996574
