Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.5200775045985226,0.27810936457425295,0.9948980164536003,3.8106076762392295e-09,0.01015894843582709,0.1744564250634253,0.0072127315336253045,0.0005202061084525469,0.6176871720588543,0.00012113645900978674,0.0003475107029792871,0.07460225282981177,0.27974462593745314,0.08893732251606044,0.04936727639430784,0.09308704689459299,0.0004199610491660441
boeck2019/multi_task,0.5200775045985226,1.0,0.2720081030898766,0.42762602365494806,5.757423882413176e-09,0.0345319401673323,0.5970395974036652,0.06813980741994531,0.0035629834131433256,0.9451788944126468,4.669911920151391e-05,0.0007545867532129565,0.18920499145933467,0.6744282160264636,0.3303546516600697,0.13591886998572877,0.2633033909777888,0.0048519314258933955
boeck2019/multi_task_hjdb,0.27810936457425295,0.2720081030898766,1.0,0.18054461360803384,1.0179293394027543e-09,0.0727372510094203,0.8400584944757256,0.12121321565265156,0.007553563847567927,0.6638832341845422,2.548849300447362e-05,0.0017386263771767157,0.3299371666154155,0.9660762449739824,0.5370210323345153,0.2825771565227639,0.42690888956393,0.010110742470484584
boeck2020/dar,0.9948980164536003,0.42762602365494806,0.18054461360803384,1.0,6.263024882181045e-09,0.009882831811317591,0.29244915201434796,0.010149603025672745,0.0003058567654881908,0.5995402788074506,0.0001364077169435705,9.489872179564852e-05,0.03850768938027984,0.23832716799490625,0.10596186856805669,0.03644386523830414,0.08895800861302883,0.00047380980546441907
davies2009/mirex_qm_tempotracker,3.8106076762392295e-09,5.757423882413176e-09,1.0179293394027543e-09,6.263024882181045e-09,1.0,2.0597928416889955e-10,1.8000262699088713e-09,1.2224002708911386e-14,1.0051267963507119e-16,6.930683025434386e-08,0.5135506148837881,2.2388720817671645e-14,5.114202242999589e-10,1.0898293715322298e-11,3.5896194741096374e-10,3.0393442820978943e-13,1.4905727301526437e-09,9.682228640096532e-13
echonest/version_3_2_1,0.01015894843582709,0.0345319401673323,0.0727372510094203,0.009882831811317591,2.0597928416889955e-10,1.0,0.17787080446505793,0.7084790600590237,0.4875223799608306,0.031871018160577934,3.090975501208342e-07,0.664456279060052,0.2639045537593256,0.06310193486226681,0.2533115090806193,0.28488995567095154,0.3126437390187512,0.5444173243047912
gkiokas2012/default,0.1744564250634253,0.5970395974036652,0.8400584944757256,0.29244915201434796,1.8000262699088713e-09,0.17787080446505793,1.0,0.1974005688043193,0.025282801195170835,0.47159696901518944,1.0915179405392475e-05,0.02839983377445092,0.6336158329695545,0.7118658442857422,0.7416385050870926,0.6387594432054392,0.6666332639678889,0.030974806469559094
klapuri2006/percival2014,0.0072127315336253045,0.06813980741994531,0.12121321565265156,0.010149603025672745,1.2224002708911386e-14,0.7084790600590237,0.1974005688043193,1.0,0.18831798846337644,0.045053146907466445,2.200707023252792e-07,0.3512057536439167,0.39340473499178974,0.06458533247032197,0.3435456414701218,0.35857733861500507,0.45947409757818714,0.2687819911505462
oliveira2010/ibt,0.0005202061084525469,0.0035629834131433256,0.007553563847567927,0.0003058567654881908,1.0051267963507119e-16,0.4875223799608306,0.025282801195170835,0.18831798846337644,1.0,0.002426786810363416,1.247116764655441e-08,0.7137011242302134,0.05027114333427524,0.0033448386572499248,0.047791354222237056,0.04738340960080019,0.08837356291630978,0.9615581251116132
percival2014/stem,0.6176871720588543,0.9451788944126468,0.6638832341845422,0.5995402788074506,6.930683025434386e-08,0.031871018160577934,0.47159696901518944,0.045053146907466445,0.002426786810363416,1.0,9.549100213351023e-05,0.0011379502197187573,0.17908221648462316,0.5953143374668587,0.2775070448062588,0.19307782315993877,0.18412194793576112,0.006171054895196364
scheirer1998/percival2014,0.00012113645900978674,4.669911920151391e-05,2.548849300447362e-05,0.0001364077169435705,0.5135506148837881,3.090975501208342e-07,1.0915179405392475e-05,2.200707023252792e-07,1.247116764655441e-08,9.549100213351023e-05,1.0,9.49131986110191e-09,5.765902287538165e-06,1.7039404540435968e-05,7.74525023459442e-06,2.312774989323555e-06,1.0089039561035254e-05,3.36241938187141e-08
schreiber2014/default,0.0003475107029792871,0.0007545867532129565,0.0017386263771767157,9.489872179564852e-05,2.2388720817671645e-14,0.664456279060052,0.02839983377445092,0.3512057536439167,0.7137011242302134,0.0011379502197187573,9.49131986110191e-09,1.0,0.012472319384140488,0.0021372039489951935,0.04961922978728444,0.06187713887146064,0.09106181374060113,0.7572512559437625
schreiber2017/ismir2017,0.07460225282981177,0.18920499145933467,0.3299371666154155,0.03850768938027984,5.114202242999589e-10,0.2639045537593256,0.6336158329695545,0.39340473499178974,0.05027114333427524,0.17908221648462316,5.765902287538165e-06,0.012472319384140488,1.0,0.21865666565183253,0.880311334514019,0.9876094888970977,0.9612790125625528,0.05717117786477468
