T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666
58.0,1.0,0.4,0.6,0.8,0.0,0.6,0.8,0.2,0.8,0.6,1.0,0.6
59.0,1.0,0.4,0.6,0.8,0.0,0.6,0.8,0.2,0.8,0.6,1.0,0.6
60.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666
61.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666
62.0,1.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.0,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,1.0,0.5714285714285714
63.0,1.0,0.625,0.75,0.875,0.0,0.75,0.625,0.5,0.875,0.625,1.0,0.5
64.0,1.0,0.625,0.75,0.875,0.0,0.75,0.625,0.5,0.875,0.625,1.0,0.5
65.0,1.0,0.625,0.75,0.875,0.0,0.75,0.625,0.5,0.875,0.625,1.0,0.5
66.0,1.0,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.0,0.8181818181818182,0.7272727272727273,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.9090909090909091,0.45454545454545453
67.0,1.0,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.5384615384615384,0.8461538461538461,0.6923076923076923,0.8461538461538461,0.5384615384615384
68.0,1.0,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.5384615384615384,0.8461538461538461,0.6923076923076923,0.8461538461538461,0.5384615384615384
69.0,1.0,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.5384615384615384,0.8461538461538461,0.6923076923076923,0.8461538461538461,0.5384615384615384
70.0,1.0,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.07142857142857142,0.8571428571428571,0.7857142857142857,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.5714285714285714
71.0,1.0,0.7058823529411765,0.7647058823529411,0.8823529411764706,0.058823529411764705,0.8823529411764706,0.7647058823529411,0.6470588235294118,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.5294117647058824
72.0,1.0,0.7222222222222222,0.7777777777777778,0.8888888888888888,0.05555555555555555,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.7222222222222222,0.8888888888888888,0.5555555555555556
73.0,1.0,0.7368421052631579,0.7894736842105263,0.8947368421052632,0.10526315789473684,0.8947368421052632,0.7894736842105263,0.6842105263157895,0.8947368421052632,0.7368421052631579,0.8947368421052632,0.5789473684210527
74.0,1.0,0.7727272727272727,0.8181818181818182,0.9090909090909091,0.09090909090909091,0.9090909090909091,0.8181818181818182,0.5909090909090909,0.8181818181818182,0.7727272727272727,0.9090909090909091,0.6363636363636364
75.0,0.96,0.8,0.84,0.88,0.08,0.92,0.84,0.64,0.8,0.8,0.92,0.68
76.0,0.9285714285714286,0.75,0.7857142857142857,0.8214285714285714,0.10714285714285714,0.9285714285714286,0.8571428571428571,0.6785714285714286,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.7142857142857143
77.0,0.9230769230769231,0.7692307692307693,0.8076923076923077,0.7692307692307693,0.15384615384615385,1.0,0.8461538461538461,0.7307692307692307,0.7692307692307693,0.8076923076923077,0.8461538461538461,0.7307692307692307
78.0,0.92,0.84,0.84,0.8,0.2,1.0,0.88,0.8,0.8,0.84,0.84,0.76
79.0,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7407407407407407,0.25925925925925924,1.0,0.8888888888888888,0.8148148148148148,0.8148148148148148,0.7777777777777778,0.8148148148148148,0.7037037037037037
80.0,0.8666666666666667,0.7666666666666667,0.7666666666666667,0.7,0.3333333333333333,1.0,0.9,0.8333333333333334,0.8333333333333334,0.7666666666666667,0.7666666666666667,0.6666666666666666
81.0,0.8666666666666667,0.7666666666666667,0.7666666666666667,0.7,0.3333333333333333,1.0,0.9,0.8333333333333334,0.8333333333333334,0.7666666666666667,0.7666666666666667,0.6666666666666666
82.0,0.8666666666666667,0.7666666666666667,0.7666666666666667,0.6666666666666666,0.36666666666666664,1.0,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.7666666666666667,0.7333333333333333,0.7
83.0,0.875,0.78125,0.78125,0.6875,0.4375,1.0,0.9375,0.84375,0.84375,0.71875,0.71875,0.71875
84.0,0.8857142857142857,0.8,0.8,0.7142857142857143,0.4857142857142857,1.0,0.9428571428571428,0.8571428571428571,0.8571428571428571,0.6857142857142857,0.7428571428571429,0.7142857142857143
85.0,0.8888888888888888,0.8055555555555556,0.8055555555555556,0.7222222222222222,0.5,1.0,0.9444444444444444,0.8611111111111112,0.8611111111111112,0.6666666666666666,0.75,0.7222222222222222
86.0,0.8857142857142857,0.8,0.8,0.7428571428571429,0.5714285714285714,1.0,0.9428571428571428,0.9142857142857143,0.8857142857142857,0.6571428571428571,0.7714285714285715,0.7714285714285715
87.0,0.8888888888888888,0.8333333333333334,0.8333333333333334,0.75,0.6111111111111112,1.0,0.9444444444444444,0.9166666666666666,0.8888888888888888,0.6388888888888888,0.7777777777777778,0.75
88.0,0.8974358974358975,0.8461538461538461,0.8461538461538461,0.7435897435897436,0.6410256410256411,1.0,0.9230769230769231,0.9230769230769231,0.8974358974358975,0.6410256410256411,0.7692307692307693,0.7435897435897436
