Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.019736842105263157,0.010964912280701754,0.04824561403508772,0.008771929824561403,0.02631578947368421,0.02412280701754386,0.03070175438596491,0.021929824561403508,0.02631578947368421
0.001,0.03728070175438596,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.05043859649122807,0.05043859649122807,0.05043859649122807,0.043859649122807015,0.05263157894736842
0.0015,0.06578947368421052,0.02631578947368421,0.1074561403508772,0.046052631578947366,0.06798245614035088,0.06798245614035088,0.06140350877192982,0.05482456140350877,0.06798245614035088
0.002,0.09649122807017543,0.02850877192982456,0.13596491228070176,0.06140350877192982,0.08333333333333333,0.08333333333333333,0.08552631578947369,0.07675438596491228,0.10307017543859649
0.0025,0.12719298245614036,0.039473684210526314,0.15570175438596492,0.06578947368421052,0.10964912280701754,0.10964912280701754,0.1074561403508772,0.09429824561403509,0.125
0.003,0.14912280701754385,0.041666666666666664,0.17982456140350878,0.07236842105263158,0.125,0.125,0.13157894736842105,0.1206140350877193,0.15350877192982457
0.0035,0.16666666666666666,0.05263157894736842,0.19078947368421054,0.07894736842105263,0.13157894736842105,0.13157894736842105,0.14912280701754385,0.13596491228070176,0.17105263157894737
0.004,0.19298245614035087,0.06140350877192982,0.19736842105263158,0.08333333333333333,0.14473684210526316,0.14473684210526316,0.16885964912280702,0.15570175438596492,0.19956140350877194
0.0045,0.20833333333333334,0.07017543859649122,0.20394736842105263,0.08552631578947369,0.16228070175438597,0.16228070175438597,0.19736842105263158,0.17982456140350878,0.22587719298245615
0.005,0.23464912280701755,0.08114035087719298,0.21052631578947367,0.08771929824561403,0.17324561403508773,0.17324561403508773,0.2149122807017544,0.19298245614035087,0.24561403508771928
0.0055,0.24780701754385964,0.08114035087719298,0.21271929824561403,0.09649122807017543,0.17982456140350878,0.17982456140350878,0.23026315789473684,0.20175438596491227,0.2631578947368421
0.006,0.2675438596491228,0.08552631578947369,0.21929824561403508,0.10307017543859649,0.18640350877192982,0.18859649122807018,0.24561403508771928,0.2149122807017544,0.27631578947368424
0.0065,0.2894736842105263,0.08771929824561403,0.22149122807017543,0.11403508771929824,0.20175438596491227,0.20394736842105263,0.2807017543859649,0.23464912280701755,0.3026315789473684
0.007,0.3048245614035088,0.10307017543859649,0.2236842105263158,0.11842105263157894,0.21052631578947367,0.2149122807017544,0.29605263157894735,0.25,0.3267543859649123
0.0075,0.33771929824561403,0.11403508771929824,0.22587719298245615,0.12280701754385964,0.2149122807017544,0.21929824561403508,0.30701754385964913,0.2675438596491228,0.33771929824561403
0.008,0.34649122807017546,0.1206140350877193,0.22807017543859648,0.12938596491228072,0.22149122807017543,0.22587719298245615,0.3201754385964912,0.2807017543859649,0.3530701754385965
0.0085,0.3706140350877193,0.12719298245614036,0.23026315789473684,0.1337719298245614,0.22149122807017543,0.22587719298245615,0.3333333333333333,0.29605263157894735,0.36622807017543857
0.009,0.3815789473684211,0.13815789473684212,0.2324561403508772,0.13815789473684212,0.22587719298245615,0.23026315789473684,0.34649122807017546,0.2982456140350877,0.37719298245614036
0.0095,0.40131578947368424,0.15570175438596492,0.23684210526315788,0.14035087719298245,0.22807017543859648,0.2324561403508772,0.3530701754385965,0.3092105263157895,0.3881578947368421
0.01,0.40789473684210525,0.16447368421052633,0.24342105263157895,0.14692982456140352,0.2324561403508772,0.23684210526315788,0.3684210526315789,0.3157894736842105,0.4057017543859649
0.0105,0.42543859649122806,0.17105263157894737,0.24342105263157895,0.15570175438596492,0.23684210526315788,0.2412280701754386,0.3815789473684211,0.3355263157894737,0.42105263157894735
0.011,0.4407894736842105,0.18421052631578946,0.24780701754385964,0.15789473684210525,0.24342105263157895,0.24780701754385964,0.3925438596491228,0.3399122807017544,0.4298245614035088
0.0115,0.4605263157894737,0.19298245614035087,0.24780701754385964,0.16447368421052633,0.24780701754385964,0.25219298245614036,0.3969298245614035,0.3442982456140351,0.43640350877192985
0.012,0.46710526315789475,0.19956140350877194,0.24780701754385964,0.16666666666666666,0.24780701754385964,0.2543859649122807,0.40789473684210525,0.3508771929824561,0.4517543859649123
0.0125,0.48026315789473684,0.20175438596491227,0.24780701754385964,0.16885964912280702,0.25,0.25877192982456143,0.4144736842105263,0.3574561403508772,0.45614035087719296
0.013,0.49122807017543857,0.21710526315789475,0.25,0.17105263157894737,0.25,0.25877192982456143,0.42105263157894735,0.36403508771929827,0.4605263157894737
0.0135,0.5043859649122807,0.23464912280701755,0.25219298245614036,0.17105263157894737,0.2543859649122807,0.2631578947368421,0.4342105263157895,0.3706140350877193,0.4649122807017544
0.014,0.5153508771929824,0.23903508771929824,0.25219298245614036,0.17324561403508773,0.26096491228070173,0.26973684210526316,0.4473684210526316,0.3815789473684211,0.47368421052631576
0.0145,0.5241228070175439,0.25,0.2543859649122807,0.17763157894736842,0.26096491228070173,0.26973684210526316,0.44956140350877194,0.3815789473684211,0.4758771929824561
0.015,0.5328947368421053,0.2543859649122807,0.2543859649122807,0.17982456140350878,0.26535087719298245,0.2741228070175439,0.46271929824561403,0.3925438596491228,0.4868421052631579
